type,basisOfRecord,institutionCode,collectionCode,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,eventDate,year,month,day,country,stateProvince,municipality,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,identifiedBy,dateIdentified,typeStatus,scientifname,kingdom,phylum,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,modified,occurrenceID_GBIF,rightsHolder
Collection,PreservedSpecimen,RB,RB,1129979,#,90,S. Bortoleto,22/04/2002,2002,4,22,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, Núcleo S.M. Arcanjo. Trilha do Rio Taquaral. Beira do Rio",NA,NA,-24.0538889,-47.9933333,F.F. Mazine,27/03/2007,,Eugenia umbelliflora O.Berg,Plantae,NA,MYRTACEAE,Eugenia,umbelliflora,,specie,O.Berg,14/06/2016,urn:catalog:RB:1129979,RB
Collection,PreservedSpecimen,RB,RB,1140630,#,30261,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Faramea montevidensis (Cham. & Schltdl.) DC.,Plantae,NA,RUBIACEAE,Faramea,montevidensis,,specie,(Cham. & Schltdl.) DC.,18/10/2017,urn:catalog:RB:1140630,RB
Collection,PreservedSpecimen,RB,RB,1338850,#,905,P.L.R. de Moraes,18/03/1994,1994,3,18,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho,NA,NA,NA,NA,,,,VERBENACEAE,Plantae,NA,VERBENACEAE,,,,family,,13/07/2017,urn:catalog:RB:1338850,RB
Collection,PreservedSpecimen,RB,RB,315591,"Árvore ca. 20m, tronco avermelhado, escamente, flores brancas com odor, em meio de encosta.",975,P.L.R. de Moraes,21/05/1994,1994,5,21,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,"STADNIK,A.",29/08/2017,,Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral,Plantae,NA,MYRTACEAE,Plinia,pseudodichasiantha,,specie,(Kiaersk.) G.M.Barroso ex Sobral,30/08/2017,urn:catalog:RB:315591,RB
Collection,PreservedSpecimen,RB,RB,1362364,#,711,P.L.R. Moraes,10/09/1992,1992,9,10,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. Em borda da mata e em sub-bosque.,NA,NA,NA,NA,P.L.R. Moraes,06/01/1995,,Sorocea bonplandii (Baill.) W.C.Burger et al.,Plantae,NA,MORACEAE,Sorocea,bonplandii,,specie,(Baill.) W.C.Burger et al.,19/10/2017,urn:catalog:RB:1362364,RB
Collection,PreservedSpecimen,RB,RB,164537,Árvore de ca. 3m de altura.,215,P. L. R. de Moraes,27/07/1990,1990,7,27,Brasil,São Paulo,São Miguel Arcanjo,"Pq. Est. Carlos Botelho, próx. da sede.",NA,NA,NA,NA,J. Y. Tamashiro,Mar-91,,Mimosa scabrella Benth.,Plantae,NA,LEGUMINOSAE,Mimosa,scabrella,,specie,Benth.,08/07/2014,urn:catalog:RB:164537,RB
Collection,PreservedSpecimen,RB,RB,128807,"arv. ca 18 m de alt, frutos maduros amarelos",1243,P.L.R.Moraes,13/01/1996,1996,1,13,Brasil,São Paulo,São Miguel Arcanjo,parque Estadual Carlos Botelho.,NA,NA,NA,NA,Pedro L.R.de Moraes,03/02/2009,paratype,Cryptocarya botelhensis P.L.R.Moraes,Plantae,NA,LAURACEAE,Cryptocarya,botelhensis,,specie,P.L.R.Moraes,22/07/2014,urn:catalog:RB:128807,RB
Collection,PreservedSpecimen,RB,RB,128816,Arv. ca 20 m de alt. frutos maduros amarelos,1254,Pedro L.R. de Moraes,11/02/1996,1996,2,11,Brasil,São Paulo,São Miguel Arcanjo,parque E. Carlos Botelho.,NA,NA,NA,NA,Pedro L.R.de Moraes,03/02/2009,paratype,Cryptocarya botelhensis P.L.R.Moraes,Plantae,NA,LAURACEAE,Cryptocarya,botelhensis,,specie,P.L.R.Moraes,22/07/2014,urn:catalog:RB:128816,RB
Collection,PreservedSpecimen,RB,RB,523622,,1012,Pedro L. R. de Moraes,29/06/1994,1994,6,29,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Pedro L. R. de Moraes,,,Cryptocarya mandioccana Meisn.,Plantae,NA,LAURACEAE,Cryptocarya,mandioccana,,specie,Meisn.,22/07/2014,urn:catalog:RB:523622,RB
Collection,PreservedSpecimen,RB,RB,384546,"Árvore 20m, frutos dispersando, árvore sendo visitada por Brachyteles arachnoides.",2380,Pedro L.R. de Moraes,16/12/2000,2000,12,16,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0661111,-47.9636111,Ferrucci,2003,,Cupania zanthoxyloides Radlk.,Plantae,NA,SAPINDACEAE,Cupania,zanthoxyloides,,specie,Radlk.,22/07/2014,urn:catalog:RB:384546,RB
Collection,PreservedSpecimen,RB,RB,448499,"Arbusto de 2m, frutos verdes.",6863,G.T.Prance,31/01/1978,1978,1,31,Brasil,São Paulo,,"Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras.",NA,NA,NA,NA,,,,VERBENACEAE,Plantae,NA,VERBENACEAE,,,,family,,19/10/2017,urn:catalog:RB:448499,RB
Collection,PreservedSpecimen,RB,RB,162936,"Árvore, 10m de altura e 20cm de diâm.Casca escura, pardacenta, flores brancas perfumadas.",28,Antonio C. Dias,03/12/1984,1984,12,3,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, Instituto Florestal.",NA,NA,NA,NA,,,,Inga marginata Willd.,Plantae,NA,LEGUMINOSAE,Inga,marginata,,specie,Willd.,08/07/2014,urn:catalog:RB:162936,RB
Collection,PreservedSpecimen,RB,RB,767756,"Arvoreta, ca. 3 m de altura; botões brancos; troncos sem escamação, cinza.",1145,Pedro L. R. de Moraes,19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,M. L. Kawasaki,,,Eugenia viridiflora Cambess.,Plantae,NA,MYRTACEAE,Eugenia,viridiflora,,specie,Cambess.,08/07/2014,urn:catalog:RB:767756,RB
Collection,PreservedSpecimen,RB,RB,423235,"Trepadeira, flores amarelas.",52,Hiroko Makino,22/05/1977,1977,5,22,Brasil,São Paulo,,"70 km ao S de Itapetininga, mun. S. Miguel Arcanjo, reserva Carlos Botelho.",NA,NA,NA,NA,Nilda M. F. da Silva,2006,,Oxypetalum cordifolium ssp. pedicellatum (Decne.) Fontella & Goyder,Plantae,NA,APOCYNACEAE,Oxypetalum,cordifolium,pedicellatum,ssp.,(Vent.) Schltr.,08/07/2014,urn:catalog:RB:423235,RB
Collection,PreservedSpecimen,RB,RB,790300,"Arvoreta 8m, frutos maduros arroxeados, cúpula vermelha",2328,P.L.R. de Moraes,09/01/2001,2001,1,9,Brasil,São Paulo,Piracicaba,"Parque Estadual Carlos Botelho, São Miguel Arcanjo, Estrada de Serviço.",NA,NA,NA,NA,P.L.R. de Moraes,,,Ocotea tabacifolia (Meisn.) Rohwer,Plantae,NA,LAURACEAE,Ocotea,tabacifolia,,specie,(Meisn.) Rohwer,08/07/2014,urn:catalog:RB:790300,RB
Collection,PreservedSpecimen,RB,RB,134514,"ARVORE CA. DE 20 M DE ALT., FLORES BRANCAS.",932,P.L.R.MORAIS,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,PQ. ESTADUAL DE CARLOS BOTELHO.,NA,NA,NA,NA,L.C.S. Assis,Feb-15,,Ocotea silvestris Vattimo-Gil,Plantae,NA,LAURACEAE,Ocotea,silvestris,,specie,Vattimo-Gil,04/03/2015,urn:catalog:RB:134514,RB
Collection,PreservedSpecimen,RB,RB,976227,"Subarbusto, ca. 20 cm alt. Botões amarelos e flores amarelas",476,P.H. Miyagi,15/02/1995,1995,2,15,Brasil,São Paulo,,"Município de Mamparra. Reserva Floresta Carlos Botelho, a 2km da ""sedinha"", beira de estrada.",NA,NA,NA,NA,C. Kameyama,1999,,Aphelandra ornata (Nees) T.Anderson,Plantae,NA,ACANTHACEAE,Aphelandra,ornata,,specie,(Nees) T.Anderson,05/01/2016,urn:catalog:RB:976227,RB
Collection,PreservedSpecimen,RB,RB,1183072,#,30303,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Árvore no. 7883 (Parcela PECB - outra numeração 52),NA,NA,-24.1913889,-47.9247223,,,,Rudgea recurva Müll.Arg.,Plantae,NA,RUBIACEAE,Rudgea,recurva,,specie,Müll.Arg.,18/10/2017,urn:catalog:RB:1183072,RB
Collection,PreservedSpecimen,RB,RB,1175185,,340,R.A.F. de Lima,,NA,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,Parque estadual de Carlos Botelho,NA,NA,-24.7333333,-47.7333333,,,,Psychotria forsteronioides Müll.Arg.,Plantae,NA,RUBIACEAE,Psychotria,forsteronioides,,specie,Müll.Arg.,18/10/2017,urn:catalog:RB:1175185,RB
Collection,PreservedSpecimen,RB,RB,1186102,Árvore ca. 8 m de altura. Flores brancas,1181,P.L.R. Moraes,02/03/1995,1995,3,2,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho,NA,NA,NA,NA,R.L.G. Coelho,2014,,Allophylus petiolulatus Radlk.,Plantae,NA,SAPINDACEAE,Allophylus,petiolulatus,,specie,Radlk.,18/10/2017,urn:catalog:RB:1186102,RB
Collection,PreservedSpecimen,RB,RB,349425,"Arbusto escandente, frutos amarelos.",1208,Pedro L.R.de Moraes,03/03/1995,1995,3,3,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,MARIO GOMES,26/02/2016,,Posoqueria latifolia (Rudge) Schult.,Plantae,NA,RUBIACEAE,Posoqueria,latifolia,,specie,(Rudge) Schult.,18/04/2016,urn:catalog:RB:349425,RB
Collection,PreservedSpecimen,RB,RB,158477,TREPADEIRA; FRUTOS VERDES,927,P.L.R. MORAES,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,PARQUE ESTADUAL DE CARLOS BOTELHO.,NA,NA,NA,NA,D.S.Seigler,2018,,"Senegalia hoehnei Seigler, M. P. Morim, M. J. F. Barros & Ebinger",Plantae,NA,LEGUMINOSAE,Senegalia,hoehnei,,specie,"Seigler, M. P. Morim, M. J. F. Barros & Ebinger",22/03/2018,urn:catalog:RB:158477,RB
Collection,PreservedSpecimen,RB,RB,1315206,#,553,R.A.F. de Lima,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela Permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1666667,-47.9333333,P.G.Delprete,2019,,Cordiera concolor (Cham.) Kuntze,Plantae,NA,RUBIACEAE,Cordiera,concolor,,specie,(Cham.) Kuntze,24/01/2019,urn:catalog:RB:1315206,RB
Collection,PreservedSpecimen,RB,RB,131152,"Árvore, ca. 10m, flores brancas",949,P.L.R. de Morães,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Pedro R. de Morães,22/06/1994,,Ocotea dispersa (Nees & Mart.) Mez,Plantae,NA,LAURACEAE,Ocotea,dispersa,,specie,(Nees & Mart.) Mez,22/07/2014,urn:catalog:RB:131152,RB
Collection,PreservedSpecimen,RB,RB,229740,Árvore. Corola roxa.,6872,"Prance, G. T.",31/01/1978,1978,1,31,Brasil,São Paulo,,"Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras.",NA,NA,NA,NA,"Chiea, S. C.",Dec-87,,Tibouchina raddiana (DC.) Cogn.,Plantae,NA,MELASTOMATACEAE,Tibouchina,raddiana,,specie,(DC.) Cogn.,17/10/2017,urn:catalog:RB:229740,RB
Collection,PreservedSpecimen,RB,RB,306937,"Árvore ca. 20m alt., flores brancas com odor, beira de estrada, tronco cinza sem placas.",942,"Moraes, P.L.R.",23/04/1994,1994,4,23,Brasil,São Paulo,,São Miguel Arcanjo-Parque Estadual Carlos Botelho.,NA,NA,NA,NA,,,,Eugenia crassifolia DC.,Plantae,NA,MYRTACEAE,Eugenia,crassifolia,,specie,DC.,22/07/2014,urn:catalog:RB:306937,RB
Collection,PreservedSpecimen,RB,RB,311184,"Arbustoca. 4 m de alt., tronco liso, cinzento.",650,P. L. R. de Moraes,,NA,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,G. M. Barroso & C. Proença,Aug-92,,Myrceugenia myrcioides (Cambess.) O.Berg,Plantae,NA,MYRTACEAE,Myrceugenia,myrcioides,,specie,(Cambess.) O.Berg,18/10/2017,urn:catalog:RB:311184,RB
Collection,PreservedSpecimen,RB,RB,523612,,1010,Pedro L. R. de Moraes,,NA,NA,NA,Brasil,São Paulo,Piracicaba,"Parque Estadual Carlos Botelho, São Miguel Arcanjo. .",NA,NA,NA,NA,Pedro L. R. de Moraes,,,Cryptocarya mandioccana Meisn.,Plantae,NA,LAURACEAE,Cryptocarya,mandioccana,,specie,Meisn.,17/10/2017,urn:catalog:RB:523612,RB
Collection,PreservedSpecimen,RB,RB,1050537,"Arbusto ca. 2m de altura, flor branca, flor apresenta aroma suave de perfume, as folhas amassadas forte aroma, utilizada na arborização urbana",,L.O. de Lima,10/11/1992,1992,11,10,Brasil,São Paulo,Piracicaba,Av. Carlos Botelho.,NA,NA,NA,NA,V.C. Souza,10/12/1992,,Schinus molle L.,Plantae,NA,ANACARDIACEAE,Schinus,molle,,specie,L.,09/12/2015,urn:catalog:RB:1050537,RB
Collection,PreservedSpecimen,RB,RB,307323,"Árvore ca 20 m alt, flores brancas com odor, tronco cinza sem placas",942,P.L.R.Moraes,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel,Arcanjo - Parque Estadual Carlos Botelho.,NA,NA,NA,NA,M. Sobral,2006,,Eugenia cerasiflora Miq.,Plantae,NA,MYRTACEAE,Eugenia,cerasiflora,,specie,Miq.,22/07/2014,urn:catalog:RB:307323,RB
Collection,PreservedSpecimen,RB,RB,311544,"Árvore, ca. 5m de altura, flores brancas, tronco cinza.",780,"Moraes, Pedro L.R. de",20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,M. Sobral,2006,,Myrcia hebepetala DC.,Plantae,NA,MYRTACEAE,Myrcia,hebepetala,,specie,DC.,22/07/2014,urn:catalog:RB:311544,RB
Collection,PreservedSpecimen,RB,RB,825003,"Árvore de 6 m de altura, com flores brancas, beira de estrada..",390,"Moraes, Pedro, L.R. de",13/01/1991,1991,1,13,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,"Tamashiro, J.Y.",Mar-91,,Schinus terebinthifolius Raddi,Plantae,NA,ANACARDIACEAE,Schinus,terebinthifolius,,specie,Raddi,08/07/2014,urn:catalog:RB:825003,RB
Collection,PreservedSpecimen,RB,RB,141120,"Epífita, ciófila, folhas concolores com bainha alvacenta; infl. com escapo verde alvacento, brácteas escapais verdes com nuances vermelhos, brácteas primárias vermelhas; flores com cálice verde, corola verde com ápice verde mais escuro; brácteas florais verdes; em cultivo no JBRJ.",15780,"Martinelli, G.",01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.2266667,-48.0669445,E. Leme & C. M. Vieira,Jul-02,,Nidularium krisgreeniae Leme,Plantae,NA,BROMELIACEAE,Nidularium,krisgreeniae,,specie,Leme,15/10/2017,urn:catalog:RB:141120,RB
Collection,PreservedSpecimen,RB,RB,784878,Árvore de 7 m de altura.,319,"Moraes, Pedro L.R. de",04/11/1990,1990,11,4,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, beira de estrada.",NA,NA,NA,NA,"Tamashiro, J.R",Mar-91,,Pithecellobium langsdorfii Benth.,Plantae,NA,LEGUMINOSAE,Pithecellobium,langsdorfii,,specie,Benth.,11/09/2014,urn:catalog:RB:784878,RB
Collection,PreservedSpecimen,RB,RB,1056967,"Árvore, 7m, flores alvas",1343,G.D. Colletta,23/04/2014,2014,4,23,Brasil,São Paulo,São Miguel Arcanjo,P.E. Carlos Botelho. Trilha da represa.,NA,NA,NA,NA,G.D. Colletta et M.A.P. Ferreira,2014,,Symplocos estrellensis Casar.,Plantae,NA,SYMPLOCACEAE,Symplocos,estrellensis,,specie,Casar.,07/01/2016,urn:catalog:RB:1056967,RB
Collection,PreservedSpecimen,RB,RB,933366,"Arvoreta, +- 3m de altura.",78,P.L.R. de Moraes,08/06/1990,1990,6,8,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,,,,Capsicum,Plantae,NA,SOLANACEAE,Capsicum,,,genus,,09/03/2015,urn:catalog:RB:933366,RB
Collection,PreservedSpecimen,RB,RB,933378,"Arbusto, flores roxas.",859,P.L.R. de Moraes,29/10/1993,1993,10,29,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,P.L.R. de Moraes,11/11/1993,,Brunfelsia pauciflora (Cham. & Schltdl.) Benth.,Plantae,NA,SOLANACEAE,Brunfelsia,pauciflora,,specie,(Cham. & Schltdl.) Benth.,09/03/2015,urn:catalog:RB:933378,RB
Collection,PreservedSpecimen,RB,RB,933500,"Com flores e frutos, folhas bicolores, central mais prateada, frutos verdes, flores brancas com androceu amarelado.",465,P.L.R. de Moraes,03/07/1991,1991,7,3,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,L.L. Giacomin,Aug-09,,Solanum cinnamomeum Sendtn.,Plantae,NA,SOLANACEAE,Solanum,cinnamomeum,,specie,Sendtn.,09/03/2015,urn:catalog:RB:933500,RB
Collection,PreservedSpecimen,RB,RB,1176763,,965,P.L.P. Moraes,24/04/1994,1994,4,24,Brasil,São Paulo,São Miguel Arcanjo,Parque estadual de Carlos Botelho,NA,NA,NA,NA,M.A. Pinho- Ferreira,28/12/2005,,Psychotria vellosiana Benth.,Plantae,NA,RUBIACEAE,Psychotria,vellosiana,,specie,Benth.,18/10/2017,urn:catalog:RB:1176763,RB
Collection,PreservedSpecimen,RB,RB,604164,Liana com látex alvo.Cálice verde e corola alva.,1335,R.G.Udulutsch,16/12/2002,2002,12,16,Brasil,São Paulo,Sete Barras,Parque Estadual carlos Botelho.Núcleo Sete Barras.,NA,NA,NA,NA,M.B.GOES,21/09/2016,,Peplonia axillaris (Vell.) Fontella,Plantae,NA,APOCYNACEAE,Peplonia,axillaris,,specie,(Vell.) Fontella,23/09/2016,urn:catalog:RB:604164,RB
Collection,PreservedSpecimen,RB,RB,1310375,,527,A.R. Duarte,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Parque Estadual de Carlos Botelho. ,NA,NA,-24.1913889,-47.9247223,,,,Eugenia subavenia O.Berg,Plantae,NA,MYRTACEAE,Eugenia,subavenia,,specie,O.Berg,18/10/2017,urn:catalog:RB:1310375,RB
Collection,PreservedSpecimen,RB,RB,613904,"Culms to 1.5-2 cm diam., to 5-6 m long, erect at base, scandent and hanging. Clumps more or less diffuse. Vegetative, many vigorous new shoots. Branching infravaginal; subsidiary branches rebranching, at least once geniculate; central branch often developing, at least at upper nodes, trailing. Young internodes glaucous. Culm leaves persistent, sheath abaxially smooth; blades erect, persistent.",645,L. Clark,28/01/1990,1990,1,28,Brasil,São Paulo,,"SP-139, Km 78-79, Serra de Paranapiacaba, Reserva Florestal Carlos Botelho, just before Rio Taquaral.",NA,NA,-24.0172223,-48.0172223,L.G. Clark,13/03/2018,,Chusquea longispiculata L.G.Clark,Plantae,NA,POACEAE,Chusquea,longispiculata,,specie,L.G.Clark,02/04/2018,urn:catalog:RB:613904,RB
Collection,PreservedSpecimen,RB,RB,1343284,#,1065,P.L.R. de Moraes,29/11/1994,1994,11,29,Brasil,São Paulo,São Miguel Arcanjo,P.E. Carlos Botelho,NA,NA,NA,NA,M.Sobral,Jul-19,,Myrceugenia acutata D.Legrand,Plantae,NA,MYRTACEAE,Myrceugenia,acutata,,specie,D.Legrand,01/08/2019,urn:catalog:RB:1343284,RB
Collection,PreservedSpecimen,RB,RB,825959,"Planta com aproximadamente 5 m com flores amarela, uso economico.",4,G.H. Labate,24/10/1995,1995,10,24,Brasil,São Paulo,Piracicaba,"Av. Carlos Botelho, em frente á casa da Agricultura.",NA,NA,NA,NA,,,,Tipuana tipu (Benth.) Kuntze,Plantae,NA,LEGUMINOSAE,Tipuana,tipu,,specie,(Benth.) Kuntze,08/07/2014,urn:catalog:RB:825959,RB
Collection,PreservedSpecimen,RB,RB,514979,"Epífita, ciófila; caules castanhos; folhas na face ventral verde escura, face dorsal verde clara; pecíolo verde; inflorescência com pedúnculo verde claro; espata verde com margens vinosas; espiga castanho avermelhada.",15801,G. Martinelli,01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Nadruz,15/01/2008,,Anthurium sellowianum Kunth,Plantae,NA,ARACEAE,Anthurium,sellowianum,,specie,Kunth,15/10/2017,urn:catalog:RB:514979,RB
Collection,PreservedSpecimen,RB,RB,822456,"Planta perene, ereta, com aproximadamente 1,5m, uso econômico: adubo verde",3,G.H. Labate,08/11/1995,1995,11,8,Brasil,São Paulo,Piracicaba,Na horta da Av. Carlos Botelho.,NA,NA,NA,NA,,,,Cajanus cajan (L.) Huth,Plantae,NA,LEGUMINOSAE,Cajanus,cajan,,specie,(L.) Huth,08/07/2014,urn:catalog:RB:822456,RB
Collection,PreservedSpecimen,RB,RB,306556,"Árvore ca. 20 m. alt., flores brancas com odor, tronco cinza sem placas.",942,P. L. R. Morais,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho. Beira de estrada.,NA,NA,NA,NA,M. Sobral,2004,,Eugenia cerasiflora Miq.,Plantae,NA,MYRTACEAE,Eugenia,cerasiflora,,specie,Miq.,22/07/2014,urn:catalog:RB:306556,RB
Collection,PreservedSpecimen,RB,RB,317247,"Árvore, ca. 20m, meio de encosta, com frutos vermelhos, tronco esbranquiçado, escamante.",978,P.L.R. de Moraes,21/05/1994,1994,5,21,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,M. Sobral,2005,,Psidium myrsinoides O.Berg,Plantae,NA,MYRTACEAE,Psidium,myrsinoides,,specie,O.Berg,22/07/2014,urn:catalog:RB:317247,RB
