source,loc.correct,country_code,NAME_0,NAME_1,NAME_2,NAME_3
gadm,brazil_bahia_santa terezinha,BR,Brazil,Bahia,Santa Terezinha,NA
gadm_new,brazil_bahia_santa terezinha_santa teresinha,NA,Brazil,Bahia,Santa Terezinha,Santa Teresinha
ibge,brazil_bahia_santaluz,BR,Brazil,Bahia,Santaluz,NA
gadm_new,brazil_bahia_santaluz_pereira,NA,Brazil,Bahia,Santaluz,Pereira
gadm,brazil_bahia_santana,BR,Brazil,Bahia,Santana,NA
ibge,brazil_bahia_santanopolis,BR,Brazil,Bahia,Santanópolis,NA
ibge,brazil_bahia_santo amaro,BR,Brazil,Bahia,Santo Amaro,NA
ibge,brazil_bahia_santo antonio jesus,BR,Brazil,Bahia,Santo Antônio de Jesus,NA
ibge,brazil_bahia_santo estevao,BR,Brazil,Bahia,Santo Estêvão,NA
ibge,brazil_bahia_sao desiderio,BR,Brazil,Bahia,São Desidério,NA
gadm_new,brazil_bahia_sao desiderio_sitio grande,NA,Brazil,Bahia,São Desidério,Sitio Grande
gadm,brazil_bahia_sao domingos,BR,Brazil,Bahia,São Domingos,NA
ibge,brazil_bahia_sao felipe,BR,Brazil,Bahia,São Felipe,NA
gadm_new,brazil_bahia_sao felipe_caraipe,NA,Brazil,Bahia,São Felipe,Caraipe
ibge,brazil_bahia_sao felix,BR,Brazil,Bahia,São Félix,NA
ibge,brazil_bahia_sao felix coribe,BR,Brazil,Bahia,São Félix do Coribe,NA
ibge,brazil_bahia_sao francisco conde,BR,Brazil,Bahia,São Francisco do Conde,NA
gadm_new,brazil_bahia_sao francisco conde_monte reconcavo,NA,Brazil,Bahia,São Francisco do Conde,Monte Reconcavo
ibge,brazil_bahia_sao gabriel,BR,Brazil,Bahia,São Gabriel,NA
gadm_new,brazil_bahia_sao gabriel_gameleira jacare,NA,Brazil,Bahia,São Gabriel,Gameleira Jacare
ibge,brazil_bahia_sao goncalo campos,BR,Brazil,Bahia,São Gonçalo dos Campos,NA
ibge,brazil_bahia_sao jose jacuipe,BR,Brazil,Bahia,São José do Jacuípe,NA
gadm_new,brazil_bahia_sao jose jacuipe_itatiaia alto bonito,NA,Brazil,Bahia,São José do Jacuípe,Itatiaia Alto Bonito
ibge,brazil_bahia_sao jose vitoria,BR,Brazil,Bahia,São José da Vitória,NA
ibge,brazil_bahia_sao miguel matas,BR,Brazil,Bahia,São Miguel das Matas,NA
ibge,brazil_bahia_sao sebastiao passe,BR,Brazil,Bahia,São Sebastião do Passé,NA
gadm_new,brazil_bahia_sao sebastiao passe_jacuipe,NA,Brazil,Bahia,São Sebastião do Passé,Jacuipe
ibge,brazil_bahia_sapeacu,BR,Brazil,Bahia,Sapeaçu,NA
ibge,brazil_bahia_satiro dias,BR,Brazil,Bahia,Sátiro Dias,NA
ibge,brazil_bahia_saubara,BR,Brazil,Bahia,Saubara,NA
gadm_new,brazil_bahia_saubara_bom jesus pobres,NA,Brazil,Bahia,Saubara,Bom Jesus Pobres
ibge,brazil_bahia_saude,BR,Brazil,Bahia,Saúde,NA
ibge,brazil_bahia_seabra,BR,Brazil,Bahia,Seabra,NA
gadm_new,brazil_bahia_seabra_baraunas,NA,Brazil,Bahia,Seabra,Baraunas
gadm_new,brazil_bahia_seabra_varzea caldas,NA,Brazil,Bahia,Seabra,Varzea Caldas
ibge,brazil_bahia_sebastiao laranjeiras,BR,Brazil,Bahia,Sebastião Laranjeiras,NA
ibge,brazil_bahia_senhor bonfim,BR,Brazil,Bahia,Senhor do Bonfim,NA
gadm_new,brazil_bahia_senhor bonfim_tijuacu,NA,Brazil,Bahia,Senhor do Bonfim,Tijuacu
ibge,brazil_bahia_sento se,BR,Brazil,Bahia,Sento Sé,NA
gadm_new,brazil_bahia_sento se_amaniu,NA,Brazil,Bahia,Sento Sé,Amaniu
gadm_new,brazil_bahia_sento se_americo alves,NA,Brazil,Bahia,Sento Sé,Americo Alves
gadm_new,brazil_bahia_sento se_cajui,NA,Brazil,Bahia,Sento Sé,Cajui
gadm_new,brazil_bahia_sento se_picarrao,NA,Brazil,Bahia,Sento Sé,Picarrao
ibge,brazil_bahia_serra dourada,BR,Brazil,Bahia,Serra Dourada,NA
ibge,brazil_bahia_serra preta,BR,Brazil,Bahia,Serra Preta,NA
ibge,brazil_bahia_serra ramalho,BR,Brazil,Bahia,Serra do Ramalho,NA
gadm,brazil_bahia_serrinha,BR,Brazil,Bahia,Serrinha,NA
ibge,brazil_bahia_serrolandia,BR,Brazil,Bahia,Serrolândia,NA
ibge,brazil_bahia_simoes filho,BR,Brazil,Bahia,Simões Filho,NA
ibge,brazil_bahia_sitio mato,BR,Brazil,Bahia,Sítio do Mato,NA
ibge,brazil_bahia_sitio quinto,BR,Brazil,Bahia,Sítio do Quinto,NA
ibge,brazil_bahia_sobradinho,BR,Brazil,Bahia,Sobradinho,NA
ibge,brazil_bahia_souto soares,BR,Brazil,Bahia,Souto Soares,NA
gadm_new,brazil_bahia_souto soares_cisterna,NA,Brazil,Bahia,Souto Soares,Cisterna
gadm_new,brazil_bahia_souto soares_segredo,NA,Brazil,Bahia,Souto Soares,Segredo
ibge,brazil_bahia_tabocas brejo velho,BR,Brazil,Bahia,Tabocas do Brejo Velho,NA
ibge,brazil_bahia_tanhacu,BR,Brazil,Bahia,Tanhaçu,NA
ibge,brazil_bahia_tanque novo,BR,Brazil,Bahia,Tanque Novo,NA
ibge,brazil_bahia_tanquinho,BR,Brazil,Bahia,Tanquinho,NA
gadm,brazil_bahia_taperoa,BR,Brazil,Bahia,Taperoá,NA
ibge,brazil_bahia_tapiramuta,BR,Brazil,Bahia,Tapiramutá,NA
ibge,brazil_bahia_teixeira freitas,BR,Brazil,Bahia,Teixeira de Freitas,NA
ibge,brazil_bahia_teodoro sampaio,BR,Brazil,Bahia,Teodoro Sampaio,NA
ibge,brazil_bahia_teofilandia,BR,Brazil,Bahia,Teofilândia,NA
ibge,brazil_bahia_teolandia,BR,Brazil,Bahia,Teolândia,NA
gadm,brazil_bahia_terra nova,BR,Brazil,Bahia,Terra Nova,NA
ibge,brazil_bahia_tremedal,BR,Brazil,Bahia,Tremedal,NA
ibge,brazil_bahia_tucano,BR,Brazil,Bahia,Tucano,NA
ibge,brazil_bahia_uaua,BR,Brazil,Bahia,Uauá,NA
gadm_new,brazil_bahia_uaua_caldeirao,NA,Brazil,Bahia,Uauá,Caldeirao
ibge,brazil_bahia_ubaira,BR,Brazil,Bahia,Ubaíra,NA
ibge,brazil_bahia_ubaitaba,BR,Brazil,Bahia,Ubaitaba,NA
gadm_new,brazil_bahia_ubaitaba_faisqueira,NA,Brazil,Bahia,Ubaitaba,Faisqueira
gadm_new,brazil_bahia_ubaitaba_pirauna,NA,Brazil,Bahia,Ubaitaba,Pirauna
ibge,brazil_bahia_ubata,BR,Brazil,Bahia,Ubatã,NA
ibge,brazil_bahia_uibai,BR,Brazil,Bahia,Uibaí,NA
gadm_new,brazil_bahia_uibai_hidrolandia,NA,Brazil,Bahia,Uibaí,Hidrolandia
ibge,brazil_bahia_umburanas,BR,Brazil,Bahia,Umburanas,NA
ibge,brazil_bahia_una,BR,Brazil,Bahia,Una,NA
gadm_new,brazil_bahia_una_colonia,NA,Brazil,Bahia,Una,Colonia
gadm_new,brazil_bahia_una_comandatuba,NA,Brazil,Bahia,Una,Comandatuba
gadm_new,brazil_bahia_una_pedras una,NA,Brazil,Bahia,Una,Pedras Una
gadm_new,brazil_bahia_una_vila brazil,NA,Brazil,Bahia,Una,Vila Brazil
ibge,brazil_bahia_urandi,BR,Brazil,Bahia,Urandi,NA
ibge,brazil_bahia_urucuca,BR,Brazil,Bahia,Uruçuca,NA
ibge,brazil_bahia_utinga,BR,Brazil,Bahia,Utinga,NA
gadm_new,brazil_bahia_utinga_riachao utinga,NA,Brazil,Bahia,Utinga,Riachao Utinga
ibge,brazil_bahia_valenca,BR,Brazil,Bahia,Valença,NA
gadm_new,brazil_bahia_valenca_guerem,NA,Brazil,Bahia,Valença,Guerem
ibge,brazil_bahia_valente,BR,Brazil,Bahia,Valente,NA
ibge,brazil_bahia_varzea nova,BR,Brazil,Bahia,Várzea Nova,NA
ibge,brazil_bahia_varzea poco,BR,Brazil,Bahia,Várzea do Poço,NA
ibge,brazil_bahia_varzea roca,BR,Brazil,Bahia,Várzea da Roça,NA
ibge,brazil_bahia_varzedo,BR,Brazil,Bahia,Varzedo,NA
gadm,brazil_bahia_vera cruz,BR,Brazil,Bahia,Vera Cruz,NA
ibge,brazil_bahia_vereda,BR,Brazil,Bahia,Vereda,NA
ibge,brazil_bahia_vitoria conquista,BR,Brazil,Bahia,Vitória da Conquista,NA
gadm_new,brazil_bahia_vitoria conquista_bate pe,NA,Brazil,Bahia,Vitória da Conquista,Bate Pe
gadm_new,brazil_bahia_vitoria conquista_dantilandia,NA,Brazil,Bahia,Vitória da Conquista,Dantilandia
gadm_new,brazil_bahia_vitoria conquista_igua,NA,Brazil,Bahia,Vitória da Conquista,Igua
gadm_new,brazil_bahia_vitoria conquista_jose goncalves,NA,Brazil,Bahia,Vitória da Conquista,Jose Goncalves
gadm_new,brazil_bahia_vitoria conquista_sao sebastiao,NA,Brazil,Bahia,Vitória da Conquista,Sao Sebastiao
ibge,brazil_bahia_wagner,BR,Brazil,Bahia,Wagner,NA
ibge,brazil_bahia_wanderley,BR,Brazil,Bahia,Wanderley,NA
ibge,brazil_bahia_wenceslau guimaraes,BR,Brazil,Bahia,Wenceslau Guimarães,NA
ibge,brazil_bahia_xique xique,BR,Brazil,Bahia,Xique-Xique,NA
gadm,brazil_ceara,BR,Brazil,Ceará,NA,NA
ibge,brazil_ceara_abaiara,BR,Brazil,Ceará,Abaiara,NA
gadm_new,brazil_ceara_abaiara_sao jose,NA,Brazil,Ceará,Abaiara,Sao Jose
ibge,brazil_ceara_acarape,BR,Brazil,Ceará,Acarape,NA
ibge,brazil_ceara_acarau,BR,Brazil,Ceará,Acaraú,NA
gadm_new,brazil_ceara_acarau_aranau,NA,Brazil,Ceará,Acaraú,Aranau
ibge,brazil_ceara_acopiara,BR,Brazil,Ceará,Acopiara,NA
gadm_new,brazil_ceara_acopiara_barra inga,NA,Brazil,Ceará,Acopiara,Barra Inga
gadm_new,brazil_ceara_acopiara_quincoe,NA,Brazil,Ceará,Acopiara,Quincoe
gadm_new,brazil_ceara_acopiara_santa felicia,NA,Brazil,Ceará,Acopiara,Santa Felicia
gadm_new,brazil_ceara_acopiara_santo antonio,NA,Brazil,Ceará,Acopiara,Santo Antonio
gadm_new,brazil_ceara_acopiara_sao paulinho,NA,Brazil,Ceará,Acopiara,Sao Paulinho
gadm_new,brazil_ceara_acopiara_solido,NA,Brazil,Ceará,Acopiara,Solido
ibge,brazil_ceara_aiuaba,BR,Brazil,Ceará,Aiuaba,NA
ibge,brazil_ceara_alcantaras,BR,Brazil,Ceará,Alcântaras,NA
ibge,brazil_ceara_altaneira,BR,Brazil,Ceará,Altaneira,NA
gadm_new,brazil_ceara_altaneira_sao romao,NA,Brazil,Ceará,Altaneira,Sao Romao
ibge,brazil_ceara_alto santo,BR,Brazil,Ceará,Alto Santo,NA
gadm_new,brazil_ceara_alto santo_castanhao,NA,Brazil,Ceará,Alto Santo,Castanhao
ibge,brazil_ceara_amontada,BR,Brazil,Ceará,Amontada,NA
gadm_new,brazil_ceara_amontada_garcas,NA,Brazil,Ceará,Amontada,Garcas
gadm_new,brazil_ceara_amontada_icarai,NA,Brazil,Ceará,Amontada,Icarai
gadm_new,brazil_ceara_amontada_poco comprido,NA,Brazil,Ceará,Amontada,Poco Comprido
ibge,brazil_ceara_antonina norte,BR,Brazil,Ceará,Antonina do Norte,NA
ibge,brazil_ceara_apuiares,BR,Brazil,Ceará,Apuiarés,NA
gadm_new,brazil_ceara_apuiares_canafistula,NA,Brazil,Ceará,Apuiarés,Canafistula
ibge,brazil_ceara_aquiraz,BR,Brazil,Ceará,Aquiraz,NA
gadm_new,brazil_ceara_aquiraz_camara,NA,Brazil,Ceará,Aquiraz,Camara
gadm_new,brazil_ceara_aquiraz_jacauna,NA,Brazil,Ceará,Aquiraz,Jacauna
gadm_new,brazil_ceara_aquiraz_joao castro,NA,Brazil,Ceará,Aquiraz,Joao Castro
ibge,brazil_ceara_aracati,BR,Brazil,Ceará,Aracati,NA
gadm_new,brazil_ceara_aracati_corrego fernandes,NA,Brazil,Ceará,Aracati,Corrego Fernandes
ibge,brazil_ceara_aracoiaba,BR,Brazil,Ceará,Aracoiaba,NA
gadm_new,brazil_ceara_aracoiaba_jaguarao,NA,Brazil,Ceará,Aracoiaba,Jaguarao
gadm_new,brazil_ceara_aracoiaba_lagoa sao joao,NA,Brazil,Ceará,Aracoiaba,Lagoa Sao Joao
gadm_new,brazil_ceara_aracoiaba_placido martins,NA,Brazil,Ceará,Aracoiaba,Placido Martins
ibge,brazil_ceara_ararenda,BR,Brazil,Ceará,Ararendá,NA
ibge,brazil_ceara_araripe,BR,Brazil,Ceará,Araripe,NA
gadm_new,brazil_ceara_araripe_pajeu,NA,Brazil,Ceará,Araripe,Pajeu
ibge,brazil_ceara_aratuba,BR,Brazil,Ceará,Aratuba,NA
ibge,brazil_ceara_arneiroz,BR,Brazil,Ceará,Arneiroz,NA
ibge,brazil_ceara_assare,BR,Brazil,Ceará,Assaré,NA
ibge,brazil_ceara_aurora,BR,Brazil,Ceará,Aurora,NA
ibge,brazil_ceara_baixio,BR,Brazil,Ceará,Baixio,NA
ibge,brazil_ceara_banabuiu,BR,Brazil,Ceará,Banabuiú,NA
gadm_new,brazil_ceara_banabuiu_rinare,NA,Brazil,Ceará,Banabuiú,Rinare
gadm_new,brazil_ceara_banabuiu_sitia,NA,Brazil,Ceará,Banabuiú,Sitia
ibge,brazil_ceara_barbalha,BR,Brazil,Ceará,Barbalha,NA
ibge,brazil_ceara_barreira,BR,Brazil,Ceará,Barreira,NA
gadm_new,brazil_ceara_barreira_corrego,NA,Brazil,Ceará,Barreira,Corrego
ibge,brazil_ceara_barro,BR,Brazil,Ceará,Barro,NA
gadm_new,brazil_ceara_barro_santo antonio,NA,Brazil,Ceará,Barro,Santo Antonio
ibge,brazil_ceara_barroquinha,BR,Brazil,Ceará,Barroquinha,NA
gadm_new,brazil_ceara_barroquinha_bitupita,NA,Brazil,Ceará,Barroquinha,Bitupita
ibge,brazil_ceara_baturite,BR,Brazil,Ceará,Baturité,NA
gadm_new,brazil_ceara_baturite_sao sebastiao,NA,Brazil,Ceará,Baturité,Sao Sebastiao
ibge,brazil_ceara_beberibe,BR,Brazil,Ceará,Beberibe,NA
gadm_new,brazil_ceara_beberibe_serra felix,NA,Brazil,Ceará,Beberibe,Serra Felix
ibge,brazil_ceara_bela cruz,BR,Brazil,Ceará,Bela Cruz,NA
ibge,brazil_ceara_boa viagem,BR,Brazil,Ceará,Boa Viagem,NA
gadm_new,brazil_ceara_boa viagem_aguas belas,NA,Brazil,Ceará,Boa Viagem,Aguas Belas
gadm_new,brazil_ceara_boa viagem_ibuacu,NA,Brazil,Ceará,Boa Viagem,Ibuacu
gadm_new,brazil_ceara_boa viagem_ipiranga,NA,Brazil,Ceará,Boa Viagem,Ipiranga
ibge,brazil_ceara_brejo santo,BR,Brazil,Ceará,Brejo Santo,NA
gadm_new,brazil_ceara_brejo santo_poco,NA,Brazil,Ceará,Brejo Santo,Poco
gadm_new,brazil_ceara_brejo santo_sao filipe,NA,Brazil,Ceará,Brejo Santo,Sao Filipe
ibge,brazil_ceara_camocim,BR,Brazil,Ceará,Camocim,NA
gadm_new,brazil_ceara_camocim_guriu,NA,Brazil,Ceará,Camocim,Guriu
ibge,brazil_ceara_campos sales,BR,Brazil,Ceará,Campos Sales,NA
gadm_new,brazil_ceara_campos sales_barao aquiraz,NA,Brazil,Ceará,Campos Sales,Barao Aquiraz
gadm_new,brazil_ceara_campos sales_carmelopolis,NA,Brazil,Ceará,Campos Sales,Carmelopolis
gadm_new,brazil_ceara_campos sales_itagua,NA,Brazil,Ceará,Campos Sales,Itagua
gadm_new,brazil_ceara_campos sales_quixariu,NA,Brazil,Ceará,Campos Sales,Quixariu
ibge,brazil_ceara_caninde,BR,Brazil,Ceará,Canindé,NA
gadm_new,brazil_ceara_caninde_capitao pedro sampaio,NA,Brazil,Ceará,Canindé,Capitao Pedro Sampaio
gadm_new,brazil_ceara_caninde_esperanca,NA,Brazil,Ceará,Canindé,Esperanca
gadm_new,brazil_ceara_caninde_iguacu,NA,Brazil,Ceará,Canindé,Iguacu
gadm_new,brazil_ceara_caninde_ipueiras gomes,NA,Brazil,Ceará,Canindé,Ipueiras Gomes
gadm_new,brazil_ceara_caninde_salitre,NA,Brazil,Ceará,Canindé,Salitre
ibge,brazil_ceara_capistrano,BR,Brazil,Ceará,Capistrano,NA
ibge,brazil_ceara_caridade,BR,Brazil,Ceará,Caridade,NA
gadm_new,brazil_ceara_caridade_sao domingos,NA,Brazil,Ceará,Caridade,Sao Domingos
ibge,brazil_ceara_carire,BR,Brazil,Ceará,Cariré,NA
gadm_new,brazil_ceara_carire_ararius,NA,Brazil,Ceará,Cariré,Ararius
ibge,brazil_ceara_caririacu,BR,Brazil,Ceará,Caririaçu,NA
ibge,brazil_ceara_carius,BR,Brazil,Ceará,Cariús,NA
gadm_new,brazil_ceara_carius_bela vista,NA,Brazil,Ceará,Cariús,Bela Vista
gadm_new,brazil_ceara_carius_sao bartolomeu,NA,Brazil,Ceará,Cariús,Sao Bartolomeu
gadm_new,brazil_ceara_carius_sao sebastiao,NA,Brazil,Ceará,Cariús,Sao Sebastiao
ibge,brazil_ceara_carnaubal,BR,Brazil,Ceará,Carnaubal,NA
ibge,brazil_ceara_cascavel,BR,Brazil,Ceará,Cascavel,NA
gadm_new,brazil_ceara_cascavel_guanaces,NA,Brazil,Ceará,Cascavel,Guanaces
ibge,brazil_ceara_catarina,BR,Brazil,Ceará,Catarina,NA
ibge,brazil_ceara_catunda,BR,Brazil,Ceará,Catunda,NA
gadm_new,brazil_ceara_catunda_paraiso,NA,Brazil,Ceará,Catunda,Paraiso
ibge,brazil_ceara_caucaia,BR,Brazil,Ceará,Caucaia,NA
gadm_new,brazil_ceara_caucaia_bom principio,NA,Brazil,Ceará,Caucaia,Bom Principio
gadm_new,brazil_ceara_caucaia_mirambe,NA,Brazil,Ceará,Caucaia,Mirambe
gadm_new,brazil_ceara_caucaia_sitios novos,NA,Brazil,Ceará,Caucaia,Sitios Novos
ibge,brazil_ceara_cedro,BR,Brazil,Ceará,Cedro,NA
gadm_new,brazil_ceara_cedro_assuncao,NA,Brazil,Ceará,Cedro,Assuncao
gadm_new,brazil_ceara_cedro_santo antonio,NA,Brazil,Ceará,Cedro,Santo Antonio
gadm_new,brazil_ceara_cedro_sao miguel,NA,Brazil,Ceará,Cedro,Sao Miguel
gadm_new,brazil_ceara_cedro_varzea conceicao,NA,Brazil,Ceará,Cedro,Varzea Conceicao
ibge,brazil_ceara_chaval,BR,Brazil,Ceará,Chaval,NA
ibge,brazil_ceara_choro,BR,Brazil,Ceará,Choró,NA
gadm_new,brazil_ceara_choro_caicarinha,NA,Brazil,Ceará,Choró,Caicarinha
ibge,brazil_ceara_chorozinho,BR,Brazil,Ceará,Chorozinho,NA
gadm_new,brazil_ceara_chorozinho_timbauba marinheiros,NA,Brazil,Ceará,Chorozinho,Timbauba Marinheiros
gadm_new,brazil_ceara_chorozinho_triangulo,NA,Brazil,Ceará,Chorozinho,Triangulo
ibge,brazil_ceara_coreau,BR,Brazil,Ceará,Coreaú,NA
gadm_new,brazil_ceara_coreau_araquem,NA,Brazil,Ceará,Coreaú,Araquem
gadm_new,brazil_ceara_coreau_ubauna,NA,Brazil,Ceará,Coreaú,Ubauna
ibge,brazil_ceara_crateus,BR,Brazil,Ceará,Crateús,NA
gadm_new,brazil_ceara_crateus_assis,NA,Brazil,Ceará,Crateús,Assis
gadm_new,brazil_ceara_crateus_curral velho,NA,Brazil,Ceará,Crateús,Curral Velho
gadm_new,brazil_ceara_crateus_irapua,NA,Brazil,Ceará,Crateús,Irapua
gadm_new,brazil_ceara_crateus_lagoa pedras,NA,Brazil,Ceará,Crateús,Lagoa Pedras
gadm_new,brazil_ceara_crateus_realejo,NA,Brazil,Ceará,Crateús,Realejo
gadm_new,brazil_ceara_crateus_santana,NA,Brazil,Ceará,Crateús,Santana
gadm_new,brazil_ceara_crateus_santo antonio,NA,Brazil,Ceará,Crateús,Santo Antonio
ibge,brazil_ceara_crato,BR,Brazil,Ceará,Crato,NA
gadm_new,brazil_ceara_crato_santa fe,NA,Brazil,Ceará,Crato,Santa Fe
ibge,brazil_ceara_croata,BR,Brazil,Ceará,Croatá,NA
gadm_new,brazil_ceara_croata_betania,NA,Brazil,Ceará,Croatá,Betania
gadm_new,brazil_ceara_croata_sao roque,NA,Brazil,Ceará,Croatá,Sao Roque
ibge,brazil_ceara_cruz,BR,Brazil,Ceará,Cruz,NA
gadm_new,brazil_ceara_cruz_caicara,NA,Brazil,Ceará,Cruz,Caicara
ibge,brazil_ceara_deputado irapuan pinheiro,BR,Brazil,Ceará,Deputado Irapuan Pinheiro,NA
gadm_new,brazil_ceara_deputado irapuan pinheiro_betania,NA,Brazil,Ceará,Deputado Irapuan Pinheiro,Betania
ibge,brazil_ceara_erere,BR,Brazil,Ceará,Ererê,NA
ibge,brazil_ceara_eusebio,BR,Brazil,Ceará,Eusébio,NA
ibge,brazil_ceara_farias brito,BR,Brazil,Ceará,Farias Brito,NA
gadm_new,brazil_ceara_farias brito_nova betania,NA,Brazil,Ceará,Farias Brito,Nova Betania
gadm_new,brazil_ceara_farias brito_quincunca,NA,Brazil,Ceará,Farias Brito,Quincunca
ibge,brazil_ceara_forquilha,BR,Brazil,Ceará,Forquilha,NA
gadm_new,brazil_ceara_forquilha_trapia,NA,Brazil,Ceará,Forquilha,Trapia
ibge,brazil_ceara_fortaleza,BR,Brazil,Ceará,Fortaleza,NA
gadm_new,brazil_ceara_fortaleza_antonio bezerra,NA,Brazil,Ceará,Fortaleza,Antonio Bezerra
gadm_new,brazil_ceara_fortaleza_barra ceara,NA,Brazil,Ceará,Fortaleza,Barra Ceara
gadm_new,brazil_ceara_fortaleza_centro,NA,Brazil,Ceará,Fortaleza,Centro
gadm_new,brazil_ceara_fortaleza_cidade funcionarios,NA,Brazil,Ceará,Fortaleza,Cidade Funcionarios
gadm_new,brazil_ceara_fortaleza_conjunto ceara,NA,Brazil,Ceará,Fortaleza,Conjunto Ceara
gadm_new,brazil_ceara_fortaleza_mucuripe,NA,Brazil,Ceará,Fortaleza,Mucuripe
ibge,brazil_ceara_fortim,BR,Brazil,Ceará,Fortim,NA
gadm_new,brazil_ceara_fortim_maceio,NA,Brazil,Ceará,Fortim,Maceio
gadm_new,brazil_ceara_fortim_vicosa,NA,Brazil,Ceará,Fortim,Vicosa
ibge,brazil_ceara_frecheirinha,BR,Brazil,Ceará,Frecheirinha,NA
ibge,brazil_ceara_general sampaio,BR,Brazil,Ceará,General Sampaio,NA
ibge,brazil_ceara_graca,BR,Brazil,Ceará,Graça,NA
ibge,brazil_ceara_granja,BR,Brazil,Ceará,Granja,NA
gadm_new,brazil_ceara_granja_adrianopolis,NA,Brazil,Ceará,Granja,Adrianopolis
gadm_new,brazil_ceara_granja_ibuguacu,NA,Brazil,Ceará,Granja,Ibuguacu
gadm_new,brazil_ceara_granja_sambaiba,NA,Brazil,Ceará,Granja,Sambaiba
ibge,brazil_ceara_granjeiro,BR,Brazil,Ceará,Granjeiro,NA
ibge,brazil_ceara_groairas,BR,Brazil,Ceará,Groaíras,NA
gadm_new,brazil_ceara_groairas_itamaraca,NA,Brazil,Ceará,Groaíras,Itamaraca
ibge,brazil_ceara_guaiuba,BR,Brazil,Ceará,Guaiúba,NA
gadm_new,brazil_ceara_guaiuba_ba,NA,Brazil,Ceará,Guaiúba,Ba
gadm_new,brazil_ceara_guaiuba_dourado,NA,Brazil,Ceará,Guaiúba,Dourado
gadm_new,brazil_ceara_guaiuba_ncleo colonial pio xii,NA,Brazil,Ceará,Guaiúba,Ncleo Colonial Pio Xii
ibge,brazil_ceara_guaraciaba norte,BR,Brazil,Ceará,Guaraciaba do Norte,NA
gadm_new,brazil_ceara_guaraciaba norte_martinslandia,NA,Brazil,Ceará,Guaraciaba do Norte,Martinslandia
gadm_new,brazil_ceara_guaraciaba norte_varzea espinhos,NA,Brazil,Ceará,Guaraciaba do Norte,Varzea Espinhos
ibge,brazil_ceara_guaramiranga,BR,Brazil,Ceará,Guaramiranga,NA
ibge,brazil_ceara_hidrolandia,BR,Brazil,Ceará,Hidrolândia,NA
gadm_new,brazil_ceara_hidrolandia_betania,NA,Brazil,Ceará,Hidrolândia,Betania
gadm_new,brazil_ceara_hidrolandia_conceicao,NA,Brazil,Ceará,Hidrolândia,Conceicao
gadm_new,brazil_ceara_hidrolandia_iraja,NA,Brazil,Ceará,Hidrolândia,Iraja
ibge,brazil_ceara_horizonte,BR,Brazil,Ceará,Horizonte,NA
ibge,brazil_ceara_ibaretama,BR,Brazil,Ceará,Ibaretama,NA
ibge,brazil_ceara_ibiapina,BR,Brazil,Ceará,Ibiapina,NA
gadm_new,brazil_ceara_ibiapina_santo antonio pindoba,NA,Brazil,Ceará,Ibiapina,Santo Antonio Pindoba
ibge,brazil_ceara_ibicuitinga,BR,Brazil,Ceará,Ibicuitinga,NA
gadm_new,brazil_ceara_ibicuitinga_acude pinheiros,NA,Brazil,Ceará,Ibicuitinga,Acude Pinheiros
gadm_new,brazil_ceara_ibicuitinga_vicosa,NA,Brazil,Ceará,Ibicuitinga,Vicosa
ibge,brazil_ceara_icapui,BR,Brazil,Ceará,Icapuí,NA
gadm_new,brazil_ceara_icapui_manibu,NA,Brazil,Ceará,Icapuí,Manibu
ibge,brazil_ceara_ico,BR,Brazil,Ceará,Icó,NA
gadm_new,brazil_ceara_ico_sao vicente,NA,Brazil,Ceará,Icó,Sao Vicente
ibge,brazil_ceara_iguatu,BR,Brazil,Ceará,Iguatu,NA
gadm_new,brazil_ceara_iguatu_barro alto,NA,Brazil,Ceará,Iguatu,Barro Alto
gadm_new,brazil_ceara_iguatu_gadelha,NA,Brazil,Ceará,Iguatu,Gadelha
gadm_new,brazil_ceara_iguatu_jose alencar,NA,Brazil,Ceará,Iguatu,Jose Alencar
gadm_new,brazil_ceara_iguatu_riacho vermelho,NA,Brazil,Ceará,Iguatu,Riacho Vermelho
ibge,brazil_ceara_independencia,BR,Brazil,Ceará,Independência,NA
ibge,brazil_ceara_ipaporanga,BR,Brazil,Ceará,Ipaporanga,NA
ibge,brazil_ceara_ipaumirim,BR,Brazil,Ceará,Ipaumirim,NA
gadm_new,brazil_ceara_ipaumirim_canauna,NA,Brazil,Ceará,Ipaumirim,Canauna
ibge,brazil_ceara_ipu,BR,Brazil,Ceará,Ipu,NA
gadm_new,brazil_ceara_ipu_abilio martins,NA,Brazil,Ceará,Ipu,Abilio Martins
gadm_new,brazil_ceara_ipu_varzea gilo,NA,Brazil,Ceará,Ipu,Varzea Gilo
gadm,brazil_ceara_ipueiras,BR,Brazil,Ceará,Ipueiras,NA
gadm_new,brazil_ceara_ipueiras_america,NA,Brazil,Ceará,Ipueiras,America
gadm_new,brazil_ceara_ipueiras_engenheiro joao tome,NA,Brazil,Ceará,Ipueiras,Engenheiro Joao Tome
gadm_new,brazil_ceara_ipueiras_gazea,NA,Brazil,Ceará,Ipueiras,Gazea
gadm_new,brazil_ceara_ipueiras_nova fatima,NA,Brazil,Ceará,Ipueiras,Nova Fatima
gadm_new,brazil_ceara_ipueiras_sao jose lontras,NA,Brazil,Ceará,Ipueiras,Sao Jose Lontras
gadm,brazil_ceara_iracema,BR,Brazil,Ceará,Iracema,NA
