source,tax,tax.rank,full.name1,tdwg.name,tax.kingdom
huh,Gentianaceae,family,Lena Struwe,"Struwe, L.",plantae
huh,Gentianaceae,family,Lena Struwe,"Struwe, L.",plantae
aspt,Loganiaceae,family,Lena Struwe,"Struwe, L.",plantae
herbaria,Rubiaceae,family,Lennart Andersson,"Anderson, L.",plantae
herbaria,Rubiaceae,family,Lennart Andersson,Andersson,plantae
herbaria,Rubiaceae,family,Lennart Andersson,"Andersson, L.",plantae
aspt,Cyperaceae,family,Leo P. Bruederle,"Bruederle, L.P.",plantae
huh,Cactaceae,family,Leon Camille Marius Croizat,"Chaley, L.C.",plantae
huh,Euphorbiaceae,family,Leon Camille Marius Croizat,"Chaley, L.C.",plantae
huh,Cactaceae,family,Leon Camille Marius Croizat,Croizat,plantae
huh,Euphorbiaceae,family,Leon Camille Marius Croizat,Croizat,plantae
huh,Cactaceae,family,Leon Camille Marius Croizat,"Croizat, L.",plantae
huh,Euphorbiaceae,family,Leon Camille Marius Croizat,"Croizat, L.",plantae
huh,Cactaceae,family,Leon Camille Marius Croizat,"Croizat, L.C.M.",plantae
huh,Euphorbiaceae,family,Leon Camille Marius Croizat,"Croizat, L.C.M.",plantae
huh,Orchidaceae,family,Leon Glicenstein,"Glicenstein, L.",plantae
huh,Cyperaceae,family,Leon Hugh Kelso,"Kelso, L.H.",plantae
herbaria,Celastraceae,family,Leonardo Biral dos Santos,"Biral dos Santos, L.",plantae
herbaria,Celastraceae,family,Leonardo Biral dos Santos,"Biral, L.",plantae
herbaria,Celastraceae,family,Leonardo Biral dos Santos,"Biral, L.",plantae
herbaria,Celastraceae,family,Leonardo Biral dos Santos,"Santos, L.B.",plantae
rbh,Bromeliaceae,family,Leonardo de Melo Versieux,"Versieux, L.M.",plantae
rbh,Myrtaceae,family,Leonardo Dias Meireles,Ldmeireles,plantae
rbh,Myrtaceae,family,Leonardo Dias Meireles,"Meireles, L.",plantae
wfoChecklistBank,Fabaceae,family,Leonardo M. Borges,"Borges, L.",plantae
rbh,Fabaceae,family,Leonardo M. Borges,"Borges, L.M.",plantae
rbh,Orchidaceae,family,Leonardo Pessoa Felix,"Felix, L.P.",plantae
huh,Orchidaceae,family,Leonid Vladimirovich Averyanov,"Averyanov, L.V.",plantae
huh,Orchidaceae,family,Leonid Vladimirovich Averyanov,"Averyanov, L.V.",plantae
herbaria,Rhamnaceae,family,Leonor Cusato,"Cusato, L.",plantae
herbaria,Rhamnaceae,family,Leonor Cusato,"Cusato, L.I.",plantae
huh,Rhizophoraceae,family,Leopold Madani,"Madani, L.",plantae
herbaria,Fabaceae,family,Les Pedley,"Pedley, L.",plantae
huh,Orchidaceae,family,Leslie Andrew Garay,"Garay, L.A.",plantae
herbaria,Magnoliopsida,class,Leslie Cayola Pérez,"Cayola, L.",plantae
huh,Myrtaceae,family,Leslie R. Landrum,"Landrum, L.",plantae
huh,Myrtaceae,family,Leslie R. Landrum,"Landrum, L.R.",plantae
huh,Myrtaceae,family,Leslie R. Landrum,"Landrum, L.R.",plantae
huh,Berberidaceae,family,Leslie Walter Allen Ahrendt,"Ahrendt, L.W.A.",plantae
huh,Asteraceae,family,Leticia Cabrera Rodriguez,"Rodriguez, L.C.",plantae
rbh,Euphorbiaceae,family,Letícia Ribes de Lima,"Lima, L.R.",plantae
huh,Menispermaceae,family,Lewis Leonard Forman,"Forman, L.L.",plantae
huh,Oleaceae,family,Li-Huan Zhuo,"Zhuo, L.",plantae
huh,Caryophyllaceae,family,Li Hua Zhou,"Chou, L.H.",plantae
huh,Caryophyllaceae,family,Li Hua Zhou,"Zhou, L.H.",plantae
huh,Caryophyllaceae,family,Li Hua Zhou,"Zhou, L.H.",plantae
huh,Orchidaceae,family,Li Jun Chen,"Chen, L.J.",plantae
huh,Poaceae,family,Lian-bing Cai,"Cai, L.",plantae
huh,Poaceae,family,Liang-Chi(h) Chia,"Chia, L.",plantae
huh,Fagaceae,family,Liang-neng Chao,"Chao, L.",plantae
huh,Lauraceae,family,Liang-neng Chao,"Chao, L.",plantae
huh,Salicaceae,family,Liang-neng Chao,"Chao, L.",plantae
huh,Ranunculaceae,family,Liang-Qian Li,"Liang-Qian, L.",plantae
huh,Poaceae,family,Liang Liu,"Liou, L.",plantae
huh,Poaceae,family,Liang Liu,"Liou, L.",plantae
huh,Poaceae,family,Liang Liu,"Liou, L.",plantae
huh,Poaceae,family,Liang Liu,"Liu, L.",plantae
huh,Poaceae,family,Liang Liu,"Liu, L.",plantae
huh,Poaceae,family,Liang Liu,"Liu, L.",plantae
huh,Poaceae,family,Liang Liu,"Liu, L.",plantae
huh,Poaceae,family,Liang Liu,"Liu, L.",plantae
huh,Cactaceae,family,Libor Kunte,"Kunte, L.",plantae
aspt,Orchidaceae,family,Lidia I. Cabrera,"Cabrera, L.I.",plantae
huh,Poaceae,family,Lidia I. Cabrera,"Cabrera, L.I.",plantae
rbh,Commelinaceae,family,Lidyanne Y.S. Aona,"Aona, L.Y.S.",plantae
rbh,Alismataceae,family,Lígia Queiroz Matias,"Matias, L.Q.",plantae
huh,Lamiaceae,family,Lígia Salgueiro,"Salgueiro, L.",plantae
herbaria,Solanaceae,family,Lilian Auler Mentz,Mentz,plantae
herbaria,Solanaceae,family,Lilian Auler Mentz,"Mentz, L.",plantae
herbaria,Solanaceae,family,Lilian Auler Mentz,"Mentz, L.A.",plantae
rbh,Iridaceae,family,Lilian Eggers,"Eggers, L.",plantae
rbh,Poaceae,family,Liliana Esii,"Esii, L.",plantae
aspt,Asteraceae,family,Liliana Katinas,Katinas,plantae
aspt,Asteraceae,family,Liliana Katinas,"Katinas, L.",plantae
aspt,Poaceae,family,Liliana Monica Giussani,"Giussani, L.M.",plantae
huh,Clethraceae,family,Lin-cheng Hu,"Lin-Cheng, H.",plantae
huh,Elaeagnaceae,family,Lin-cheng Hu,"Lin-Cheng, H.",plantae
huh,Brassicaceae,family,Linda A. Vorobik,"Vorobik, L.A.",plantae
herbaria,Passifloraceae,family,Linda Katherine Escobar,"Escobar, L.",plantae
herbaria,Passifloraceae,family,Linda Katherine Escobar,"Escobar, L.K.",plantae
aspt,Asteraceae,family,Linda Watson,"Watson, L.",plantae
rbh,Aristolochiaceae,family,Lindolpho Capellari Junior,"Capellari Junior, L.",plantae
rbh,Iridaceae,family,Lindolpho Capellari Junior,"Capellari Junior, L.",plantae
huh,Rosaceae,family,Ling-ti (Di) Lu,"Ling-Ti, L.",plantae
huh,Rosaceae,family,Ling-ti (Di) Lu,"Ling-Ti, L.",plantae
huh,Rosaceae,family,Ling-ti (Di) Lu,"Lingdi, L.",plantae
huh,Cyperaceae,family,Lisa Anne Standley,"Standley, L.A.",plantae
huh,Sterculiaceae,family,Lisa C. Barnett,"Barnett, L.C.",plantae
aspt,Fabaceae,family,Lisa Wallace,"Wallace, L.",plantae
aspt,Orchidaceae,family,Lisa Wallace,"Wallace, L.",plantae
huh,Chenopodiaceae,family,Liu-ying Wang,"Wang, L.",plantae
huh,Cyperaceae,family,Liu-ying Wang,"Wang, L.",plantae
rbh,Eriocaulaceae,family,Lívia Echternach Andrade,"Andrade, L.E.",plantae
huh,Eriocaulaceae,family,Livia Echternacht,"Echternacht, L.",plantae
rbh,Araceae,family,Livia Godinho Temponi,"Temponi, L.G.",plantae
aspt,Apocynaceae,family,Lize Joubert,"Joubert, L.",plantae
aspt,Scrophulariaceae,family,Lize Joubert,"Joubert, L.",plantae
huh,Proteaceae,family,Lizeth Swart,"Swart, L.",plantae
huh,Asteraceae,family,Ljubov I. Krytzka,"Kritska, L.I.",plantae
huh,Fabaceae,family,Ljubov I. Krytzka,"Kritska, L.I.",plantae
huh,Linaceae,family,Ljubov I. Krytzka,"Kritska, L.I.",plantae
huh,Asteraceae,family,Ljubov I. Krytzka,"Krytzka, L.I.",plantae
huh,Asteraceae,family,Ljubov I. Krytzka,"Krytzka, L.I.",plantae
huh,Fabaceae,family,Ljubov I. Krytzka,"Krytzka, L.I.",plantae
huh,Fabaceae,family,Ljubov I. Krytzka,"Krytzka, L.I.",plantae
huh,Linaceae,family,Ljubov I. Krytzka,"Krytzka, L.I.",plantae
huh,Linaceae,family,Ljubov I. Krytzka,"Krytzka, L.I.",plantae
huh,Asteraceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Asteraceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Asteraceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Cannabaceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Cannabaceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Cannabaceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Theaceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Theaceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Theaceae,family,Loran Crittenden Anderson,"Anderson, L.C.",plantae
huh,Asteraceae,family,Loren H. Rieseberg,"Rieseberg, L.H.",plantae
aspt,Orchidaceae,family,Lorena Endara,Endara,plantae
aspt,Orchidaceae,family,Lorena Endara,"Endara, L.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Poaceae,family,Lorenzo R. Parodi,"Parodi, L.R.",plantae
huh,Thymelaeaceae,family,Lorin Ives Nevling,"Nevling, L.I.",plantae
huh,Thymelaeaceae,family,Lorin Ives Nevling,"Nevling, L.I.",plantae
huh,Thymelaeaceae,family,Lorin Ives Nevling,"Nevling, L.I.",plantae
huh,Thymelaeaceae,family,Lorin Ives Nevling,"Nevling, L.I.",plantae
huh,Orchidaceae,family,Lothar Alfred Braas,"Braas, L.A.",plantae
huh,Cactaceae,family,Lothar Diers,"Diers, L.",plantae
huh,Primulaceae,family,Lothar Lepper,"Lepper, L.",plantae
huh,Primulaceae,family,Lothar Lepper,"Lepper, L.",plantae
huh,Theophrastaceae,family,Lothar Lepper,"Lepper, L.",plantae
huh,Theophrastaceae,family,Lothar Lepper,"Lepper, L.",plantae
huh,Orchidaceae,family,Lou Christian Menezes,"Menezes, L.C.",plantae
huh,Orchidaceae,family,Lou Christian Menezes,"Menzes, L.C.",plantae
huh,Cactaceae,family,Louis Murillo,"Murillo, L.",plantae
huh,Fabaceae,family,Lourdes Cardenas de Guevara,"Guevara, L.",plantae
huh,Fabaceae,family,Lourdes Cardenas de Guevara,"Guevara, L.C.",plantae
aspt,Asteraceae,family,Lowell E. Urbatsch,"Urbatsch, L.E.",plantae
rbh,Araceae,family,Luana Calazans,"Calazans, L.",plantae
huh,Annonaceae,family,Lubbert Ybele Theodoor Westra,"Westra, L.Y.T.",plantae
huh,Annonaceae,family,Lubbert Ybele Theodoor Westra,"Westra, L.Y.T.",plantae
huh,Annonaceae,family,Lubbert Ybele Theodoor Westra,"Westra, L.Y.T.",plantae
huh,Asteraceae,family,Luc Brouillet,"Brouillet, L.",plantae
herbaria,Cannabaceae,family,Luc St-Laurent,"St-Laurent, L.",plantae
huh,Clusiaceae,family,Lucas Cardoso Marinho,"Marinho, L.",plantae
huh,Clusiaceae,family,Lucas Cardoso Marinho,"Marinho, L.C.",plantae
herbaria,Guttiferae,family,Lucas Cardoso Marinho,"Marinho, L.C.",plantae
herbaria,Hypericaceae,family,Lucas Cardoso Marinho,"Marinho, L.C.",plantae
herbaria,Guttiferae,family,Lucas Cardoso Marinho,"Marinho/, L.C.",plantae
aspt,Cactaceae,family,Lucas Majure,"Majure, L.",plantae
aspt,Melastomataceae,family,Lucas Majure,"Majure, L.",plantae
herbaria,Gleicheniaceae,family,Lucas Vieira Lima,"Lima, L.V.",plantae
rbh,Euphorbiaceae,family,Luci de Senna-Valle,"Senna-Valle, L.",plantae
huh,Solanaceae,family,Lucia d'Avila Freire de Carvalho,"Carvalho, L.A.F.",plantae
gbif_GSG,Solanaceae,family,Lucia d'Avila Freire de Carvalho,"Carvalho, L.D.'A.F.",plantae
huh,Solanaceae,family,Lucia d'Avila Freire de Carvalho,"Carvalho, L.D.A.F.",plantae
huh,Solanaceae,family,Lucia d'Avila Freire de Carvalho,"Carvalho, L.D.F.",plantae
huh,Solanaceae,family,Lucia d'Avila Freire de Carvalho,"Carvalho, L.F.",plantae
rbh,Bignoniaceae,family,Lucia G. Lohmann,Lohmann,plantae
rbh,Bignoniaceae,family,Lucia G. Lohmann,"Lohmann, L.",plantae
rbh,Bignoniaceae,family,Lucia G. Lohmann,"Lohmann, L.G.",plantae
huh,Bromeliaceae,family,Lucía Hechavarría Schwesinger,"Hechavarria, L.",plantae
huh,Bromeliaceae,family,Lucía Hechavarría Schwesinger,"Schwesinger, L.H.",plantae
huh,Bromeliaceae,family,Lucía Hechavarría Schwesinger,"Schwesinger, L.H.",plantae
huh,Myrtaceae,family,Lúcia Helena Soares-Silva,"Soares-Silva, L.H.",plantae
huh,Myrtaceae,family,Lúcia Helena Soares-Silva,"Soares-Soares, L.H.",plantae
rbh,Thymelaeaceae,family,Lúcia Rossi,"Rossi, L.",plantae
herbaria,Euphorbiaceae,family,Luciana dos Santos Dias de Oliveira,"Oliveira, L.S.D.",plantae
huh,Boraginaceae,family,Luciana Mautone,"Mautone, L.",plantae
rbh,Solanaceae,family,Luciano de Bem Bianchetti,"Bianchetti, L.",plantae
rbh,Orchidaceae,family,Luciano de Bem Bianchetti,"Bianchetti, L.B.",plantae
rbh,Solanaceae,family,Luciano de Bem Bianchetti,"Bianchetti, L.B.",plantae
rbh,Fabaceae,family,Luciano Paganucci de Queiroz,Queiroz,plantae
rbh,Fabaceae,family,Luciano Paganucci de Queiroz,"Queiroz, L.P.",plantae
huh,Orchidaceae,family,Luciano Paganucci de Queiroz,"Queiroz, L.P.",plantae
huh,Orchidaceae,family,Luciano Paganucci de Queiroz,"Queiroz, L.P.",plantae
huh,Orchidaceae,family,Luciano Paganucci de Queiroz,"Queiroz, L.P.",plantae
huh,Apocynaceae,family,Lucile Allorge,Allorge,plantae
huh,Apocynaceae,family,Lucile Allorge,"Allorge-Boiteau, L.",plantae
huh,Apocynaceae,family,Lucile Allorge,"Allorge, L.",plantae
huh,Apocynaceae,family,Lucile Allorge,"Allorge, L.",plantae
huh,Lauraceae,family,Lucille E. Kopp,"Kopp, L.E.",plantae
huh,Acanthaceae,family,Lucinda A. McDade,"Mcdade, L.",plantae
huh,Acanthaceae,family,Lucinda A. McDade,"Mcdade, L.A.",plantae
huh,Acanthaceae,family,Lucinda A. McDade,"Mcdade, L.A.",plantae
rbh,Orchidaceae,family,Lúcio S. Leoni,"Leoni, L.S.",plantae
rbh,Orchidaceae,family,Ludmila Mickeliunas Pansarin,"Pansarin, L.M.",plantae
rbh,Begoniaceae,family,Ludovic Kollmann,"Kollmann, L.",plantae
rbh,Orchidaceae,family,Ludovic Kollmann,"Kollmann, L.",plantae
users,Sapindaceae,family,Ludwig Adolph Timotheus Radlkofer,Radlkofer,plantae
users,Sapindaceae,family,Ludwig Adolph Timotheus Radlkofer,"Radlkofer, L.",plantae
users,Sapindaceae,family,Ludwig Adolph Timotheus Radlkofer,"Radlkofer, L.A.T.",plantae
huh,Asteraceae,family,Ludwig J. Triest,"Triest, L.J.",plantae
aspt,Asteraceae,family,Ludwig Martins,"Martins, L.",plantae
gbif_GSG,Asteraceae,family,Luis Ariza Espinar,"Ariza Espinar, L.",plantae
huh,Asteraceae,family,Luis Ariza Espinar,"Espinar, L.",plantae
huh,Asteraceae,family,Luis Ariza Espinar,"Espinar, L.A.",plantae
huh,Myrsinaceae,family,Luis Carlos Bernacci,"Bernacci, L.C.",plantae
rbh,Passifloraceae,family,Luis Carlos Bernacci,"Bernacci, L.C.",plantae
herbaria,Primulaceae,family,Luis Carlos Bernacci,"Bernacci, L.C.",plantae
herbaria,Sapotaceae,family,Luis Cláudio Fabris,"Fabris, L.C.",plantae
aspt,Poaceae,family,Luis Cuellar,"Cuellar, L.",plantae
aspt,Loranthaceae,family,Luis G. Galvan Gonzalez,"Gonzalez, L.G.G.",plantae
aspt,Asparagaceae,family,Luis Hernández Sandoval,"Hernandez-Sandoval, L.",plantae
huh,Nolinaceae,family,Luis Hernández Sandoval,"Hernandez-Sandoval, L.",plantae
huh,Nolinaceae,family,Luis Hernández Sandoval,"Hernandez-Sandoval, L.G.",plantae
huh,Nolinaceae,family,Luis Hernández Sandoval,"Sandoval, L.H.",plantae
huh,Nolinaceae,family,Luis Hernández Sandoval,"Sandoval, L.H.",plantae
huh,Nolinaceae,family,Luis Hernández Sandoval,"Sandoval, L.H.",plantae
huh,Orchidaceae,family,Luis M. Sánchez,"Sanchez Saldana, L.M.",plantae
huh,Orchidaceae,family,Luis M. Sánchez,"Sanchez, L.M.",plantae
huh,Orchidaceae,family,Luis M. Sánchez,"Sanchez, L.M.",plantae
herbaria,Vochysiaceae,family,Luis Marcano-Berti,"Berti, L.",plantae
herbaria,Vochysiaceae,family,Luis Marcano-Berti,"Berti, L.M.",plantae
huh,Vochysiaceae,family,Luis Marcano-Berti,"Marcano Berti, L.",plantae
huh,Vochysiaceae,family,Luis Marcano-Berti,Marcano-Berti,plantae
huh,Vochysiaceae,family,Luis Marcano-Berti,"Marcano-Berti, L.",plantae
huh,Vochysiaceae,family,Luis Marcano-Berti,"Marcano-Berti, L.",plantae
huh,Iridaceae,family,Luis Ortiz-Catedral,"Ortiz-Catedral, L.",plantae
huh,Cactaceae,family,Luis Wolman,"Wolman, L.",plantae
huh,Aristolochiaceae,family,Luisa Zulema Ahumada,Ahumada,plantae
huh,Euphorbiaceae,family,Luisa Zulema Ahumada,Ahumada,plantae
huh,Aristolochiaceae,family,Luisa Zulema Ahumada,"Ahumada, L.",plantae
huh,Euphorbiaceae,family,Luisa Zulema Ahumada,"Ahumada, L.",plantae
huh,Aristolochiaceae,family,Luisa Zulema Ahumada,"Ahumada, L.Z.",plantae
huh,Euphorbiaceae,family,Luisa Zulema Ahumada,"Ahumada, L.Z.",plantae
rbh,Bignoniaceae,family,Luiz Antonio Acra,"Acra, L.A.",plantae
huh,Humiriaceae,family,Luiz Carlos da Silva Giordano,"Giordano, L.C.",plantae
huh,Humiriaceae,family,Luiz Carlos da Silva Giordano,"Giordano, L.C.S.",plantae
herbaria,Sapindaceae,family,Luiz de Aquino Pereira,"Pereira, L.A.",plantae
rbh,Euphorbiaceae,family,Luiz José Soares Pinto,"Pinto, L.J.S.",plantae
rbh,Orchidaceae,family,Luiz Menini Neto,"Menini Neto, L.",plantae
huh,Apocynaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita-Gouvea, L.S.",plantae
huh,Apocynaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita-Gouvea, L.S.",plantae
huh,Ericaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita-Gouvea, L.S.",plantae
huh,Ericaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita-Gouvea, L.S.",plantae
huh,Rubiaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita-Gouvea, L.S.",plantae
huh,Rubiaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita-Gouvea, L.S.",plantae
huh,Apocynaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita, L.S.",plantae
huh,Ericaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita, L.S.",plantae
huh,Rubiaceae,family,Luíza Sumiko Kinoshita-Gouvêa,"Kinoshita, L.S.",plantae
huh,Asteraceae,family,Lulu Odell Gaiser,"Gaiser, L.O.",plantae
huh,Cyperaceae,family,Lun-Kai Dai,"Dai, L.",plantae
herbaria,Capparaceae,family,Lupita Sánchez-Acebo,"Sanchez-Acebo, L.",plantae
herbaria,Capparaceae,family,Lupita Sánchez-Acebo,"Sanchez, L.",plantae
huh,Zamiaceae,family,Lutgarda González Géigel,"Geigel, L.G.",plantae
huh,Clethraceae,family,Luz Maria Gonzalez Villarreal,"Gonzalez Villarreal, L.M.",plantae
huh,Ericaceae,family,Luz Maria Gonzalez Villarreal,"Gonzalez Villarreal, L.M.",plantae
huh,Fagaceae,family,Luz Maria Gonzalez Villarreal,"Gonzalez Villarreal, L.M.",plantae
herbaria,Clethraceae,family,Luz Maria Gonzalez Villarreal,"Gonzalez-Villarreal, L.M.",plantae
huh,Clethraceae,family,Luz Maria Gonzalez Villarreal,"Gonzalez-Villarreal, L.M.",plantae
huh,Fagaceae,family,Luz Maria Gonzalez Villarreal,"Gonzalez-Villarreal, L.M.",plantae
huh,Fagaceae,family,Luz Maria Gonzalez Villarreal,"Villareal, L.M.G.",plantae
huh,Clethraceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.",plantae
herbaria,Betulaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G.",plantae
huh,Clethraceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G.",plantae
huh,Clethraceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G.",plantae
huh,Ericaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G.",plantae
huh,Ericaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G.",plantae
huh,Fagaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G.",plantae
huh,Fagaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G.",plantae
gbif_GSG,Clethraceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, M.",plantae
gbif_GSG,Ericaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, M.",plantae
gbif_GSG,Fagaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, M.",plantae
gbif_GSG,Betulaceae,family,Luz Maria Gonzalez Villarreal,"Villarreal, M.",plantae
rbh,Vochysiaceae,family,Luzia Francisca de Souza,"Souza, L.F.",plantae
ctfb,Thyrididae,family,Luziany Queiroz Santos,"Santos, L.Q.",animalia
huh,Bromeliaceae,family,Lyman Bradford Smith,"Smith, L.B.",plantae
huh,Bromeliaceae,family,Lyman Bradford Smith,"Smith, L.B.",plantae
huh,Cactaceae,family,Lyman David Benson,"Benson, L.",plantae
huh,Cactaceae,family,Lyman David Benson,"Benson, L.D.",plantae
huh,Ranunculaceae,family,Lyman David Benson,"Benson, L.D.",plantae
huh,Malvaceae,family,Lyndley Alan & Pfeil Craven,"Craven, L.A.&.P.",plantae
huh,Solanaceae,family,Lynn A. Bohs,Bohs,plantae
huh,Solanaceae,family,Lynn A. Bohs,"Bohs-Sperry, L.A.",plantae
huh,Solanaceae,family,Lynn A. Bohs,"Bohs, L.",plantae
huh,Solanaceae,family,Lynn A. Bohs,"Bohs, L.A.",plantae
huh,Solanaceae,family,Lynn A. Bohs,"Bohs, L.A.",plantae
huh,Poaceae,family,Lynn G. Clark,"Clark, L.",plantae
huh,Poaceae,family,Lynn G. Clark,"Clark, L.G.",plantae
huh,Poaceae,family,Lynn G. Clark,"Clark, L.G.",plantae
huh,Euphorbiaceae,family,Lynn J. Gillespie,"Gillespie, L.",plantae
huh,Euphorbiaceae,family,Lynn J. Gillespie,"Gillespie, L.J.",plantae
huh,Poaceae,family,Lynn J. Gillespie,"Gillespie, L.J.",plantae
huh,Araceae,family,Lynn P. Hannon,"Hannon, L.P.",plantae
huh,Gesneriaceae,family,Lyudmila Ivanovna Ivanina,"Ivanina, L.I.",plantae
huh,Scrophulariaceae,family,Lyudmila Ivanovna Ivanina,"Ivanina, L.I.",plantae
huh,Lamiaceae,family,M. A. Ivanischvili,"Ivanischvili, M.A.",plantae
huh,Annonaceae,family,M. B. Viswanathan,"Viswanathan, M.B.",plantae
huh,Bromeliaceae,family,M. D. Moffler,"Moffler, M.D.",plantae
huh,Asteraceae,family,M. Fernando Zermoglio,"Zermoglio, M.F.",plantae
huh,Cyperaceae,family,M. Gabriela López,"Lopez, M.G.",plantae
herbaria,Myrtaceae,family,M. I. H. Brooker,"Brooker, M.I.H.",plantae
huh,Araceae,family,M. Knecht,"Knecht, M.",plantae
huh,Caprifoliaceae,family,M. L. Samutina,"Samutina, M.L.",plantae
huh,Asteraceae,family,M. M. Nabiev,"Nabiev, M.M.",plantae
huh,Boraginaceae,family,M. M. Nabiev,"Nabiev, M.M.",plantae
huh,Cucurbitaceae,family,M. M. Nabiev,"Nabiev, M.M.",plantae
huh,Polygonaceae,family,M. M. Nabiev,"Nabiev, M.M.",plantae
aspt,Asteraceae,family,M. Montserrat Martinez-Ortega,"Martinez-Ortega, M.M.",plantae
aspt,Scrophulariaceae,family,M. Montserrat Martinez-Ortega,"Martinez-Ortega, M.M.",plantae
huh,Malvaceae,family,M. N. Abdullaeva,"Abdullaeva, M.N.",plantae
huh,Rhamnaceae,family,M. N. Olabi,"Olabi, M.N.",plantae
herbaria,Myrtaceae,family,M. Peron,"Peron, M.",plantae
huh,Lamiaceae,family,M. R. Garcia-Pena,"Garcia-Pena, M.R.",plantae
huh,Scrophulariaceae,family,M. S. Knjasev,"Knjasev, M.S.",plantae
huh,Scrophulariaceae,family,M. S. Knjasev,"Knjasev, M.S.",plantae
huh,Scrophulariaceae,family,M. S. Knjasev,"Knjazev, M.S.",plantae
huh,Cactaceae,family,M. van den Broek,"Broek, M.V.D.",plantae
huh,Cactaceae,family,M. van den Broek,Mbroek,plantae
huh,Rubiaceae,family,M. Victoria (Sister) Hayden,"Hayden, M.V.",plantae
huh,Menispermaceae,family,M. Yang,"Yang, M.",plantae
herbaria,Fabaceae,family,M.F. Mata,"Mata, M.F.",plantae
rbh,Euphorbiaceae,family,M.L. Martins,"Martins, M.",plantae
rbh,Euphorbiaceae,family,M.L. Martins,"Martins, M.L.",plantae
rbh,Euphorbiaceae,family,M.L. Martins,"Martins, M.L.L.",plantae
huh,Euphorbiaceae,family,Maarten Joost Maria Christenhusz,"Christenhusz, M.J.M.",plantae
huh,Marattiaceae,family,Maarten Joost Maria Christenhusz,"Christenhusz, M.J.M.",plantae
herbaria,Poaceae,family,Mabel A. Lizarazu,"Lizarazu, M.",plantae
herbaria,Poaceae,family,Mabel A. Lizarazu,"Lizarazu, M.A.",plantae
huh,Rosaceae,family,Maboubeh Khatamsaz,"Khatamsaz, M.",plantae
huh,Salicaceae,family,Mac Haverson Alford,"Alford, M.",plantae
aspt,Achariaceae,family,Mac Haverson Alford,"Alford, M.H.",plantae
huh,Salicaceae,family,Mac Haverson Alford,"Alford, M.H.",plantae
aspt,Salicaceae,family,Mac Haverson Alford,"Alford, M.H.",plantae
aspt,Samydaceae,family,Mac Haverson Alford,"Alford, M.H.",plantae
aspt,Scyphostegiaceae,family,Mac Haverson Alford,"Alford, M.H.",plantae
huh,Poaceae,family,Madhavan Mohanan,"Mohanan, M.",plantae
huh,Eriocaulaceae,family,Madjit Ismail Hakki,"Hakki, M.I.",plantae
huh,Orchidaceae,family,Maevia Noemi Correa,"Correa, M.",plantae
huh,Orchidaceae,family,Maevia Noemi Correa,"Correa, M.N.",plantae
huh,Malvaceae,family,Magda Chanco,"Chanco Estela, M.",plantae
huh,Malvaceae,family,Magda Chanco,"Chanco, M.",plantae
huh,Malvaceae,family,Magda Chanco,"Chanco, M.",plantae
huh,Asteraceae,family,Majid Eskandari,"Eskandari, M.",plantae
huh,Acanthaceae,family,Mandy-Jan Balkwill,"Balkwill, M.",plantae
huh,Malvaceae,family,Maneezhe Pakravan,"Pakravan, M.",plantae
huh,Fabaceae,family,Manfred Bässler,"Bassler, M.",plantae
huh,Mimosaceae,family,Manfred Bässler,"Bassler, M.",plantae
huh,Orchidaceae,family,Manfred Speckmaier,"Speckmaier-Kinast, M.",plantae
huh,Orchidaceae,family,Manfred Speckmaier,"Speckmaier, M.",plantae
huh,Orchidaceae,family,Manfred Speckmaier,"Speckmaier, M.",plantae
