source,tax,tax.rank,full.name1,tdwg.name,tax.kingdom
huh,Poaceae,family,(=Simon?) Laegaard,Laegaard,plantae
huh,Poaceae,family,(=Simon?) Laegaard,"Laegaard, S.",plantae
huh,Convolvulaceae,family,(Gustav) Albert Peter,"Peter, A.",plantae
huh,Convolvulaceae,family,(Gustav) Albert Peter,"Peter, A.",plantae
huh,Hydrophyllaceae,family,(Gustav) Albert Peter,"Peter, A.",plantae
huh,Hydrophyllaceae,family,(Gustav) Albert Peter,"Peter, A.",plantae
huh,Polemoniaceae,family,(Gustav) Albert Peter,"Peter, A.",plantae
huh,Polemoniaceae,family,(Gustav) Albert Peter,"Peter, A.",plantae
huh,Convolvulaceae,family,(Gustav) Albert Peter,"Peter, G.A.",plantae
huh,Hydrophyllaceae,family,(Gustav) Albert Peter,"Peter, G.A.",plantae
huh,Polemoniaceae,family,(Gustav) Albert Peter,"Peter, G.A.",plantae
huh,Xyridaceae,family,[Lars] Albert NIlsson,"Nilsson, A.",plantae
huh,Xyridaceae,family,[Lars] Albert NIlsson,"Nilsson, L.A.",plantae
huh,Aquifoliaceae,family,[Ludwig Eduard] Theodor Loesener,Loesener,plantae
huh,Aquifoliaceae,family,[Ludwig Eduard] Theodor Loesener,"Loesener, E.T.",plantae
huh,Aquifoliaceae,family,[Ludwig Eduard] Theodor Loesener,"Loesener, L.E.T.",plantae
huh,Aquifoliaceae,family,[Ludwig Eduard] Theodor Loesener,"Loesener, T.",plantae
huh,Cactaceae,family,A T. Powell,"Powell, A.T.",plantae
herbaria,Combretaceae,family,A. A. Alwan,"Alwan, A.A.",plantae
huh,Poaceae,family,A. A. Ataeva,"Ataeva, A.A.",plantae
huh,Fabaceae,family,A. A. Avazneli,"Avazneli, A.A.",plantae
huh,Polygonaceae,family,A. E. Borodina,"Borodina, A.E.",plantae
huh,Polygonaceae,family,A. E. Borodina,"Borodina, A.E.",plantae
huh,Polygonaceae,family,A. E. Borodina,"Grabovskaja, A.E.",plantae
huh,Cyperaceae,family,A. Gross,"Gross, A.",plantae
huh,Asteraceae,family,A. H. Winward,"Winward, A.H.",plantae
huh,Poaceae,family,A. J. Brown,"Brown, A.J.",plantae
huh,Myrtaceae,family,A. J. Ford,"Ford, A.J.",plantae
huh,Cactaceae,family,A. Jostmann,"Jostmann, A.",plantae
huh,Fabaceae,family,A. K. Sytin,"Sytin, A.K.",plantae
huh,Cactaceae,family,A. Keizer,"Keizer, A.",plantae
herbaria,Fabaceae,family,A. L. Mesquita,"Mesquita, A.",plantae
herbaria,Fabaceae,family,A. L. Mesquita,"Mesquita, A.L.",plantae
huh,Hamamelidaceae,family,A. Linn Bogle,"Bogle, A.L.",plantae
huh,Hamamelidaceae,family,A. Linn Bogle,"Bogle, L.",plantae
huh,Lamiaceae,family,A. M. Makhmedov,"Makhmedov, A.M.",plantae
huh,Ranunculaceae,family,A. N. Luferov,"Luferov, A.N.",plantae
huh,Rosaceae,family,A. Pyak,"Pyak, A.",plantae
rbh,Lauraceae,family,A. Quinet,"Quinet, A.",plantae
rbh,Lauraceae,family,A. Quinet,"Quinet/-, A.",plantae
huh,Aquifoliaceae,family,A. S. Sherif,"Sherif, A.S.",plantae
huh,Cyperaceae,family,A. S. Sherif,"Sherif, A.S.",plantae
huh,Poaceae,family,A. S. Sherif,"Sherif, A.S.",plantae
huh,Ulmaceae,family,A. S. Sherif,"Sherif, A.S.",plantae
huh,Annonaceae,family,A. Timmerman,"Timmerman, A.",plantae
herbaria,Myrtaceae,family,A. V. Slee,"Slee, A.V.",plantae
huh,Annonaceae,family,A. V. Thomas,"Thomas, A.V.",plantae
huh,Fabaceae,family,Aaron Irving Liston,"Liston, A.I.",plantae
huh,Pinaceae,family,Aaron Irving Liston,"Liston, A.I.",plantae
aspt,Asclepiadaceae,family,Aaron Liston,"Liston, A.",plantae
aspt,Rosaceae,family,Aaron Liston,"Liston, A.",plantae
huh,Asteraceae,family,Abdul Ghafoor,"Ghafoor, A.",plantae
huh,Myretaceae,family,Abdul Ghafoor,"Ghafoor, A.",plantae
huh,Vitaceae,family,Abdul Latiff,"Latiff, A.",plantae
huh,Vitaceae,family,Abdul Latiff,"Latiff, A.",plantae
huh,Vitaceae,family,Abdul Latiff,"Mohamad, A.L.",plantae
aspt,Anacampserotaceae,family,Abigail J. Moore,"Moore, A.J.",plantae
aspt,Asteraceae,family,Abigail J. Moore,"Moore, A.J.",plantae
aspt,Caryophyllaceae,family,Abigail J. Moore,"Moore, A.J.",plantae
huh,Amaryllidaceae,family,Abilio Fernandes,"Fernandes, A.",plantae
ctfb,Araneae,order,Adalberto J. Santos,"Santos, A.J.",animalia
aspt,Linaceae,family,Adam Schneider,"Schneider, A.",plantae
aspt,Orobanchaceae,family,Adam Schneider,"Schneider, A.",plantae
aspt,Viscaceae,family,Adam Schneider,"Schneider, A.",plantae
ctfb,Cerylonidae,family,Adam Slipinski,"Slipinski, A.",animalia
huh,Fabaceae,family,Adelaida Barreto Valdes,"Valdes, A.B.",plantae
huh,Fabaceae,family,Adelaida Barreto Valdes,"Valdes, A.B.",plantae
huh,Brassicaceae,family,Adelaide Louise Stork,"Stork, A.L.",plantae
rbh,Annonaceae,family,Ademir Reis,"Reis, A.",plantae
herbaria,Fabaceae,family,Adilva de Souza Conceição,"Conceicao, A.S.",plantae
huh,Characeae,family,Adolf Ernst,"Ernst, A.",plantae
huh,Characeae,family,Adolf Ernst,"Ernst, A.",plantae
huh,Characeae,family,Adolf Ernst,"Ernst, A.",plantae
huh,Characeae,family,Adolf Ernst,"Ernst, G.A.",plantae
huh,Brassicaceae,family,Adolf Polatschek,"Polatschek, A.",plantae
herbaria,Fabaceae,family,Adolpho Ducke,Ducke,plantae
herbaria,Fabaceae,family,Adolpho Ducke,"Ducke, A.",plantae
herbaria,Marcgraviaceae,family,Adrian C. de Roon,"Roon, A.",plantae
herbaria,Marcgraviaceae,family,Adrian C. de Roon,"Roon, A.C.",plantae
huh,Cactaceae,family,Adrian D. Luethy,"Luethy, A.D.",plantae
huh,Cactaceae,family,Adrian D. Luethy,"Luthy, A.D.",plantae
huh,Asteraceae,family,Adrian John Richards,"Richards, A.J.",plantae
huh,Orchidaceae,family,Adrian John Richards,"Richards, A.J.",plantae
huh,Primulaceae,family,Adrian John Richards,"Richards, A.J.",plantae
herbaria,Myrtaceae,family,Adriana A. Arantes,"Arantes, A.A.",plantae
huh,Asteraceae,family,Adriana Bartoli,"Bartoli, A.",plantae
huh,Cactaceae,family,Adriana E. Hoffmann,"Hoffmann J., Adriana E.",plantae
huh,Cactaceae,family,Adriana E. Hoffmann,"Hoffmann, A.",plantae
huh,Cactaceae,family,Adriana E. Hoffmann,"Hoffmann, A.E.",plantae
huh,Cactaceae,family,Adriana E. Hoffmann,"Hoffmann, A.E.",plantae
huh,Asteraceae,family,Adriana Mariel Echartes,"Echartes, A.M.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lob?o, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobao, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobao, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobao, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobao, A.Q.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobao/-, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobaœo, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobaœo, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"LobAœo, A.",plantae
rbh,Annonaceae,family,Adriana Quintella Lobão,"Lobaœo, A.Q.",plantae
herbaria,Polygonaceae,family,Adriana Sanchez,"Sanchez, A.",plantae
herbaria,Symplocaceae,family,Adriano Bid ,Bida,plantae
herbaria,Symplocaceae,family,Adriano Bid ,"Bida, A.",plantae
herbaria,Symplocaceae,family,Adriano Bid ,"Bida­, A.",plantae
aspt,Iridaceae,family,Adriano Silvério,"Silverio, A.",plantae
aspt,Passifloraceae,family,Adriano Silvério,"Silverio, A.",plantae
huh,Fabaceae,family,Afranio Gomes Fernandes,"Fernandes, A.",plantae
huh,Fabaceae,family,Afranio Gomes Fernandes,"Fernandes, A.G.",plantae
huh,Fabaceae,family,Agustín Rudas,Rudas A.,plantae
huh,Fabaceae,family,Agustín Rudas,"Rudas, A.",plantae
huh,Fabaceae,family,Agustín Rudas,"Rudas, A.",plantae
huh,Fabaceae,family,Agustín Rudas,"Rudas, A.",plantae
herbaria,Verbenaceae,family,Ahmad Abid Munir,"Munir, A.A.",plantae
aspt,Loranthaceae,family,Ainsley Calladine,"Calladine, A.",plantae
huh,Gesneriaceae,family,Alain Chautems,"Chautems, A.",plantae
aspt,Cyatheaceae,family,Alan R. Smith,Smith,plantae
herbaria,Blechnaceae,family,Alan R. Smith,Smith A.R.,plantae
aspt,Cyatheaceae,family,Alan R. Smith,Smith A.R.,plantae
aspt,Blechnaceae,family,Alan R. Smith,"Smith, A.",plantae
aspt,Cyatheaceae,family,Alan R. Smith,"Smith, A.",plantae
aspt,Polypodiaceae,family,Alan R. Smith,"Smith, A.",plantae
aspt,Thelypteridaceae,family,Alan R. Smith,"Smith, A.",plantae
aspt,Thelypteridaceae,family,Alan R. Smith,"Smith, A.R.",plantae
huh,Euphorbiaceae,family,Alan Radcliffe-Smith,"Radcliffe-Smith, A.",plantae
huh,Euphorbiaceae,family,Alan Radcliffe-Smith,"Radcliffe-Smith, A.",plantae
huh,Euphorbiaceae,family,Alan Radcliffe-Smith,"Smith, A.R.",plantae
gbif_GSG,Asteraceae,family,Alan S. Weakley,"Weakley, A.",plantae
gbif_GSG,Magnoliopsida,class,Alan S. Weakley,"Weakley, A.",plantae
rbh,Fabaceae,family,Alan Sciamarelli,"Sciamarelli, A.",plantae
aspt,Alstroemeriaceae,family,Alan W. Meerow,"Meerow, A.W.",plantae
huh,Amaryllidaceae,family,Alan W. Meerow,"Meerow, A.W.",plantae
huh,Amaryllidaceae,family,Alan W. Meerow,"Meerow, A.W.",plantae
aspt,Arecaceae,family,Alan W. Meerow,"Meerow, A.W.",plantae
aspt,Cycadaceae,family,Alan W. Meerow,"Meerow, A.W.",plantae
huh,Primulaceae,family,Alarich Alban Herwig Ludwig Kress,"Kress, A.A.H.L.",plantae
huh,Poaceae,family,Alasdair Graham Burman,"Burman, A.G.",plantae
huh,Poaceae,family,Alasdair Graham Burman,"Burman, A.G.",plantae
huh,Cactaceae,family,Albert Frederik Hendrik Buining,"Buining, A.F.H.",plantae
huh,Cactaceae,family,Albert Frederik Hendrik Buining,"Buining, A.F.H.",plantae
huh,Asteraceae,family,Albert Michael Powell,"Powell, A.M.",plantae
huh,Asteraceae,family,Albert Michael Powell,"Powell, A.M.",plantae
huh,Asteraceae,family,Albert Michael Powell,"Powell, A.M.",plantae
huh,Polygonaceae,family,Albert Newton Steward,"Steward, A.N.",plantae
herbaria,Celastraceae,family,Alberta Maria Wilhelmina Mennega,"Amw, M.",plantae
herbaria,Celastraceae,family,Alberta Maria Wilhelmina Mennega,Mennega,plantae
herbaria,Celastraceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.",plantae
herbaria,Celastraceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.M.W.",plantae
huh,Euphorbiaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.M.W.",plantae
huh,Euphorbiaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.M.W.",plantae
huh,Euphorbiaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.M.W.",plantae
huh,Hippocrateaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.M.W.",plantae
huh,Hippocrateaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.M.W.",plantae
huh,Hippocrateaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, A.M.W.",plantae
herbaria,Celastraceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, M.A.M.W.",plantae
huh,Euphorbiaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, M.A.M.W.",plantae
huh,Hippocrateaceae,family,Alberta Maria Wilhelmina Mennega,"Mennega, M.A.M.W.",plantae
huh,Bromeliaceae,family,Alberto Balduzzi,"Balduzzi, A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Cactaceae,family,Alberto Castellanos,"Castellanos, A.",plantae
aspt,Lardizabalaceae,family,Alberto Sidney Taylor,"Taylor, A.S.",plantae
huh,Lauraceae,family,Alberto Vicentini,Vicentini,plantae
huh,Lauraceae,family,Alberto Vicentini,"Vicentini, A.",plantae
rbh,Rubiaceae,family,Alberto Vicentini,"Vicentini, A.",plantae
huh,Asteraceae,family,Alcides Aroldo Saenz,"Saenz, A.A.",plantae
huh,Asteraceae,family,Alcides Aroldo Saenz,"Saenz, A.A.",plantae
rbh,Podostemaceae,family,Aldaléa Sprada Tavares,"Tavares, A.S.",plantae
flora_neotropica,Nolanaceae,family,Aldo Mesa,"Mesa, A.",plantae
huh,Asteraceae,family,Alejandra Correa,"Correa, A.",plantae
huh,Apocynaceae,family,Alessandro Rapini,Rapini,plantae
huh,Apocynaceae,family,Alessandro Rapini,"Rapini, A.",plantae
huh,Apocynaceae,family,Alessandro Rapini,"Rapini, A.",plantae
huh,Apocynaceae,family,Alessandro Rapini,"Rapini, A.",plantae
huh,Asclepiadaceae,family,Alessandro Rapini,"Rapini, A.",plantae
huh,Asclepiadaceae,family,Alessandro Rapini,"Rapini, A.",plantae
huh,Asclepiadaceae,family,Alessandro Rapini,"Rapini, A.",plantae
rbh,Orchidaceae,family,Alessandro W. Coelho,"Coelho, A.W.",plantae
herbaria,Urticaceae,family,Alex K Monro,"Monro, A.K.",plantae
rbh,Caryophyllales,order,Alexa Paes Coelho,"Coelho, A.P.",plantae
huh,Cactaceae,family,Alexander Borissovitch Doweld,"Doweld, A.B.",plantae
gbif_GSG,Melastomataceae,family,Alexander Curt Brade,"Brade, A.C.",plantae
tropicos,Begoniaceae,family,Alexander Curt Brade,"Brade, A.C.",plantae
tropicos,Blechnaceae,family,Alexander Curt Brade,"Brade, A.C.",plantae
tropicos,Dryopteridaceae,family,Alexander Curt Brade,"Brade, A.C.",plantae
tropicos,Orchidaceae,family,Alexander Curt Brade,"Brade, A.C.",plantae
herbaria,Cyatheaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas-Alvarado, A.F.",plantae
herbaria,Dicksoniaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas-Alvarado, A.F.",plantae
herbaria,Gleicheniaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas-Alvarado, A.F.",plantae
herbaria,Polypodiaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas-Alvarado, A.F.",plantae
herbaria,Cyatheaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas, A.",plantae
herbaria,Dicksoniaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas, A.",plantae
herbaria,Gleicheniaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas, A.",plantae
herbaria,Polypodiaceae,family,Alexander Fco. Rojas - Alvarado,"Rojas, A.",plantae
huh,Orobanchaceae,family,Alexander Gilli,"Gilli, A.",plantae
huh,Cactaceae,family,Alexander Lux,"Lux, A.",plantae
huh,Euphorbiaceae,family,Alexander McGowan Ferguson,"Ferguson, A.M.",plantae
huh,Brassicaceae,family,Alexandr L. Ebel,"Ebel, A.L.",plantae
huh,Rubiaceae,family,Alexandre Antonelli,"Antonelli, A.",plantae
huh,Asteraceae,family,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G.",plantae
huh,Asteraceae,family,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G.",plantae
huh,Asteraceae,family,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G.",plantae
huh,Asteraceae,family,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G.C.",plantae
huh,Asteraceae,family,Alexandre Henri Gabriel de Cassini,"De Cassini, A.H.G.",plantae
herbaria,Bignoniaceae,family,Alexandre Rizzo Zuntini,"Zuntini, A.",plantae
herbaria,Bignoniaceae,family,Alexandre Rizzo Zuntini,"Zuntini, A.R.",plantae
herbaria,Blechnaceae,family,Alexandre Salino,"Salino, A.",plantae
rbh,Cyatheaceae,family,Alexandre Salino,"Salino, A.",plantae
huh,Dryopteridaceae,family,Alexandre Salino,"Salino, A.",plantae
huh,Thelypteridaceae,family,Alexandre Salino,"Salino, A.",plantae
huh,Betulaceae,family,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K.",plantae
huh,Betulaceae,family,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K.",plantae
huh,Onagraceae,family,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K.",plantae
huh,Onagraceae,family,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K.",plantae
huh,Salicaceae,family,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K.",plantae
huh,Salicaceae,family,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K.",plantae
huh,Onagraceae,family,Alf Oredsson,"Oredsson, A.",plantae
huh,Rosaceae,family,Alf Oredsson,"Oredsson, A.",plantae
huh,Cyperaceae,family,Alfred Ernest Schuyler,"Schuyler, A.E.",plantae
huh,Cyperaceae,family,Alfred Ernest Schuyler,"Schuyler, A.E.",plantae
huh,Cyperaceae,family,Alfred Ernest Schuyler,"Schuyler, E.",plantae
huh,Arecaceae,family,Alfredo Cascante,"Cascante, A.",plantae
huh,Arecaceae,family,Alfredo Cascante,"Cascante, A.",plantae
huh,Polygonaceae,family,Alfredo Elio Cocucci,"Cocucci, A.",plantae
huh,Orchidaceae,family,Alfredo Elio Cocucci,"Cocucci, A.E.",plantae
huh,Polygonaceae,family,Alfredo Elio Cocucci,"Cocucci, A.E.",plantae
huh,Melastomataceae,family,Alice Crawford Nicolson,"Crawford, A.B.",plantae
huh,Melastomataceae,family,Alice Crawford Nicolson,"Nicolson, A.C.",plantae
huh,Melastomataceae,family,Alice Crawford Nicolson,"Nicolson, A.C.",plantae
rbh,Cactaceae,family,Alice de Moraes Calvente,"Calvente, A.",plantae
rbh,Cactaceae,family,Alice de Moraes Calvente,"Calvente, A.M.",plantae
huh,Poaceae,family,Alice Prodoehl,"Prodoehl, A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Verbenaceae,family,Alicia D. Rotman,"Rotman, A.D.",plantae
aspt,Oxalidaceae,family,Alicia Lopez,"Lopez, A.",plantae
herbaria,Lythraceae,family,Alicia Lourteig,Lourteig,plantae
herbaria,Lythraceae,family,Alicia Lourteig,"Lourteig, A.",plantae
herbaria,Polygalaceae,family,Alina Freire Fierro,"Fierro, A.F.",plantae
herbaria,Polygalaceae,family,Alina Freire Fierro,Freire,plantae
aspt,Polygalaceae,family,Alina Freire Fierro,"Freire-Fierro, A.",plantae
herbaria,Poaceae,family,Aline Costa da Mota,"Mota, A.C.",plantae
herbaria,Annonaceae,family,Aline Fernandes Pontes Pires,"Pires, A.F.P.",plantae
herbaria,Annonaceae,family,Aline Fernandes Pontes Pires,"Pontes, A.",plantae
herbaria,Annonaceae,family,Aline Fernandes Pontes Pires,"Pontes, A.F.",plantae
rbh,Sapindaceae,family,Aline Rosado,Rosado,plantae
rbh,Sapindaceae,family,Aline Rosado,"Rosado, A.",plantae
herbaria,Myrtaceae,family,Aline Stadnik,"Stadnik, A.",plantae
herbaria,Myrtaceae,family,Aline Stadnik,"STADNIK, A.",plantae
aspt,Magnoliopsida,class,Alison Colwell,"Colwell, A.",plantae
huh,Asteraceae,family,Alison M. R. Davies,"Davies, A.M.R.",plantae
huh,Araceae,family,Alistair Hay,"Hay, A.",plantae
huh,Araceae,family,Alistair Hay,"Hay, A.",plantae
huh,Malvaceae,family,Aliya A. Donnell,"Donnell, A.A.",plantae
aspt,Malvaceae,family,Aliya Donnell Davenport,"Davenport, A.D.",plantae
herbaria,Cupressaceae,family,Aljos Farjon,"Farjon, A.",plantae
flora_neotropica,Pinaceae,family,Aljos Farjon,"Farjon, A.",plantae
herbaria,Podocarpaceae,family,Aljos Farjon,"Farjon, A.",plantae
aspt,Piperaceae,family,Allan Bornstein,Bornstein,plantae
aspt,Piperaceae,family,Allan Bornstein,"Bornstein, A.",plantae
aspt,Piperaceae,family,Allan Bornstein,"Bornstein, A.J.",plantae
aspt,Cactaceae,family,Allan D. Zimmerman,"Zimmerman, A.D.",plantae
huh,Boraginaceae,family,Allison W. Cusick,"Cusick, A.W.",plantae
huh,Cyperaceae,family,Allison W. Cusick,"Cusick, A.W.",plantae
aspt,Poaceae,family,Allison W. Cusick,"Cusick, A.W.",plantae
huh,Asteraceae,family,Almut Gitter Jones,"Jones, A.G.",plantae
herbaria,Dicksoniaceae,family,Aloysio Sehnem,"Sehnem, A.",plantae
huh,Polemoniaceae,family,Alva George Day,"Day, A.G.",plantae
huh,Polemoniaceae,family,Alva George Day,"Grant, A.D.",plantae
huh,Eriocaulaceae,family,Alvaro Astolpho da Silveira,"Silveira, A.A.",plantae
huh,Clusiaceae,family,Alvaro Cogollo Pacheco,"Cogollo Pacheco, A.",plantae
huh,Clusiaceae,family,Alvaro Cogollo Pacheco,"Cogollo, A.",plantae
huh,Clusiaceae,family,Alvaro Cogollo Pacheco,"Cogollo, A.",plantae
huh,Clusiaceae,family,Alvaro Cogollo Pacheco,"Pacheco, A.C.",plantae
huh,Clusiaceae,family,Alvaro Cogollo Pacheco,"Pacheco, A.C.",plantae
huh,Clusiaceae,family,Alvaro Cogollo Pacheco,"Pacheco, A.C.",plantae
huh,Clusiaceae,family,Alvaro Cogollo Pacheco,"Pacheco, A.C.",plantae
huh,Orchidaceae,family,Alvaro Fernandez Perez,"Fernandez-Perez, A.",plantae
huh,Orchidaceae,family,Alvaro Fernandez Perez,"Fernandez-Perez, A.",plantae
huh,Orchidaceae,family,Alvaro Fernandez Perez,"Fernandez-Perez, A.",plantae
huh,Violaceae,family,Alvaro Fernandez Perez,"Fernandez-Perez, A.",plantae
huh,Violaceae,family,Alvaro Fernandez Perez,"Fernandez-Perez, A.",plantae
huh,Violaceae,family,Alvaro Fernandez Perez,"Fernandez-Perez, A.",plantae
huh,Orchidaceae,family,Alvaro Fernandez Perez,"Perez, A.F.",plantae
huh,Orchidaceae,family,Alvaro Fernandez Perez,"Perez, A.F.",plantae
huh,Orchidaceae,family,Alvaro Fernandez Perez,"Perez, A.F.",plantae
huh,Violaceae,family,Alvaro Fernandez Perez,"Perez, A.F.",plantae
huh,Violaceae,family,Alvaro Fernandez Perez,"Perez, A.F.",plantae
huh,Violaceae,family,Alvaro Fernandez Perez,"Perez, A.F.",plantae
huh,Bromeliaceae,family,Alvim Seidel,"Seidel, A.",plantae
huh,Asteraceae,family,Alvin L. Young,"Young, A.",plantae
huh,Asteraceae,family,Alvin L. Young,"Young, A.L.",plantae
huh,Asteraceae,family,Alvin L. Young,"Young, A.L.",plantae
huh,Cactaceae,family,Alwin Berger,"Berger, A.",plantae
huh,Crassulaceae,family,Alwin Berger,"Berger, A.",plantae
huh,Euphorbiaceae,family,Alwin Berger,"Berger, A.",plantae
huh,Bignoniaceae,family,Alwyn Howard Gentry,Gentry A.,plantae
huh,Magnoliopsida,class,Alwyn Howard Gentry,Gentry A.,plantae
huh,Bignoniaceae,family,Alwyn Howard Gentry,"Gentry, A.",plantae
huh,Magnoliopsida,class,Alwyn Howard Gentry,"Gentry, A.",plantae
huh,Bignoniaceae,family,Alwyn Howard Gentry,"Gentry, A.H.",plantae
huh,Bignoniaceae,family,Alwyn Howard Gentry,"Gentry, A.H.",plantae
huh,Magnoliopsida,class,Alwyn Howard Gentry,"Gentry, A.H.",plantae
huh,Bignoniaceae,family,Alwyn Howard Gentry,"Gentry/, A.",plantae
ctfb,Hydrozoa,class,Amanda Cunha,"Cunha, A.",animalia
aspt,Acanthaceae,family,Amanda Fisher,"Fisher, A.",plantae
aspt,Poaceae,family,Amanda Fisher,"Fisher, A.",plantae
herbaria,Calophyllaceae,family,Amanda Pricilla Batista Santos,"Santos, A.P.B.",plantae
huh,Arecaceae,family,Amaro Macedo,Macedo,plantae
huh,Arecaceae,family,Amaro Macedo,"Macedo, A.",plantae
herbaria,Arecaceae,family,Amauri Cesar Marcato,"Marcato, A.C.",plantae
huh,Burseraceae,family,Ambrose Nathaniel Henry,"Henry, A.N.",plantae
huh,Lentibulariaceae,family,Ambrose Nathaniel Henry,"Henry, A.N.",plantae
herbaria,Myrtaceae,family,Amelia Carlos Tuler,Tuler,plantae
herbaria,Myrtaceae,family,Amelia Carlos Tuler,"Tuler, A.",plantae
herbaria,Myrtaceae,family,Amelia Carlos Tuler,"Tuler, A.C.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Poaceae,family,Amelia Torres,"Torres, A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Malvaceae,family,América del Pilar Rodrigo,"Rodrigo, A.D.P.",plantae
herbaria,Araceae,family,Amparo R. Acebey,Acebey,plantae
herbaria,Araceae,family,Amparo R. Acebey,"Acebey, A.",plantae
herbaria,Araceae,family,Amparo R. Acebey,"Acebey, A.R.",plantae
herbaria,Bignoniaceae,family,Amy Pool,Pool,plantae
herbaria,Lamiaceae,family,Amy Pool,Pool,plantae
herbaria,Lamiaceae,family,Amy Pool,Pool,plantae
herbaria,Rhamnaceae,family,Amy Pool,Pool,plantae
herbaria,Salicaceae,family,Amy Pool,Pool,plantae
herbaria,Verbenaceae,family,Amy Pool,Pool,plantae
herbaria,Bignoniaceae,family,Amy Pool,"Pool, A.",plantae
herbaria,Lamiaceae,family,Amy Pool,"Pool, A.",plantae
herbaria,Rhamnaceae,family,Amy Pool,"Pool, A.",plantae
herbaria,Salicaceae,family,Amy Pool,"Pool, A.",plantae
herbaria,Verbenaceae,family,Amy Pool,"Pool, A.",plantae
huh,Chenopodiaceae,family,An-Jen Li,"An-Jen li, L.A.",plantae
huh,Polygonaceae,family,An-Jen Li,"An-Jen li, L.A.",plantae
huh,Chenopodiaceae,family,An-Jen Li,"An-Jen, L.",plantae
huh,Polygonaceae,family,An-Jen Li,"An-Jen, L.",plantae
huh,Cucurbitaceae,family,An-ming Lu,"An-Ming, L.",plantae
huh,Hamamelidaceae,family,An-ming Lu,"An-Ming, L.",plantae
huh,Juglandaceae,family,An-ming Lu,"An-Ming, L.",plantae
huh,Solanaceae,family,An-ming Lu,"An-Ming, L.",plantae
huh,Poaceae,family,An Van den Borre,"Borre, A.V.D.",plantae
herbaria,Euphorbiaceae,family,Ana Angelica Cordeiro de Sousa,"Sousa, A.A.C.",plantae
rbh,Cyperaceae,family,Ana Angélica Monteiro de Barros,"Barros, A.A.M.",plantae
cncflora_2018,Apocynaceae,family,ANA CAROLINA DEVIDES CASTELLO,"Castello, A.C.",plantae
herbaria,Apocynaceae,family,ANA CAROLINA DEVIDES CASTELLO,"Castello, A.C.D.",plantae
herbaria,Fabaceae,family,Ana Du Bocage,"Bocage, A.",plantae
herbaria,Fabaceae,family,Ana Du Bocage,"Bocage, A.D.",plantae
rbh,Fabaceae,family,Ana G. A. Tozzi,Tozzi,plantae
rbh,Fabaceae,family,Ana G. A. Tozzi,"Tozzi, A.",plantae
rbh,Fabaceae,family,Ana G. A. Tozzi,"Tozzi, A.G.A.",plantae
rbh,Fabaceae,family,Ana G. A. Tozzi,"Tozzi, A.M.G.A.",plantae
aspt,Dryopteridaceae,family,Ana Gabriela Martinez Becerril,"Becerril, A.G.M.",plantae
