source,kingdom,name,name.correct,order.correct,class.correct
col_v2025,animalia,Erythrinidae,Erythrinidae,Characiformes,Teleostei
col_v2025,animalia,Erythrocercidae,Erythrocercidae,Passeriformes,Aves
col_v2025,animalia,Erythropodiidae,Erythropodiidae,Scleralcyonacea,Octocorallia
col_v2025,animalia,Escadabiidae,Escadabiidae,Opiliones,Arachnida
col_v2025,animalia,Escharellidae,Escharellidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Escharinidae,Escharinidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Escharoporidae,Escharoporidae,Cryptostomida,Stenolaemata
col_v2025,animalia,Escherbothriidae,Escherbothriidae,Rhinebothriidea,Cestoda
col_v2025,animalia,Eschmeyeridae,Eschmeyeridae,Perciformes,Teleostei
col_v2025,animalia,Eschrichtiidae,Eschrichtiidae,Cetacea,Mammalia
col_v2025,animalia,Esocidae,Esocidae,Esociformes,Teleostei
col_v2025,animalia,Esperiopsidae,Esperiopsidae,Poecilosclerida,Demospongiae
col_v2025,animalia,Estaingiidae,Estaingiidae,Ptychopariida,Trilobita
col_v2025,animalia,Estheriellidae,Estheriellidae,Diplostraca,Branchiopoda
col_v2025,animalia,Esthonioporidae,Esthonioporidae,Esthonioporata,Stenolaemata
col_v2025,animalia,Estonioceratidae,Estonioceratidae,Tarphyceratida,Cephalopoda
col_v2025,animalia,Estrildidae,Estrildidae,Passeriformes,Aves
col_v2025,animalia,Etherellidae,Etherellidae,Cystoporida,Stenolaemata
col_v2025,animalia,Etheriidae,Etheriidae,Unionida,Bivalvia
col_v2025,animalia,Ethmiidae,Ethmiidae,Lepidoptera,Insecta
col_v2025,animalia,Ethmolaimidae,Ethmolaimidae,Chromadorida,Chromadorea
col_v2025,animalia,Ethusidae,Ethusidae,Decapoda,Malacostraca
col_v2025,animalia,Etmopteridae,Etmopteridae,Squaliformes,Elasmobranchii
col_v2025,animalia,Etyidae,Etyidae,Decapoda,Malacostraca
col_v2025,animalia,Euagridae,Euagridae,Araneae,Arachnida
col_v2025,animalia,Eubelidae,Eubelidae,Isopoda,Malacostraca
col_v2025,animalia,Eublepharidae,Eublepharidae,Squamata,Reptilia
col_v2025,animalia,Eubleptidae,Eubleptidae,Palaeodictyoptera,Insecta
col_v2025,animalia,Eubranchidae,Eubranchidae,Nudibranchia,Gastropoda
col_v2025,animalia,Eucaenidae,Eucaenidae,Protorthoptera,Insecta
col_v2025,animalia,Eucalanidae,Eucalanidae,Calanoida,Copepoda
col_v2025,animalia,Eucalliacidae,Eucalliacidae,Decapoda,Malacostraca
col_v2025,animalia,Eucalodiidae,Eucalodiidae,Stylommatophora,Gastropoda
col_v2025,animalia,Eucaudomyiidae,Eucaudomyiidae,Diptera,Insecta
col_v2025,animalia,Euchaetidae,Euchaetidae,Calanoida,Copepoda
col_v2025,animalia,Eucharitidae,Eucharitidae,Hymenoptera,Insecta
col_v2025,animalia,Euchlanidae,Euchlanidae,Ploima,Eurotatoria
col_v2025,animalia,Euchondriidae,Euchondriidae,Pectinida,Bivalvia
col_v2025,animalia,Eucinetidae,Eucinetidae,Coleoptera,Insecta
col_v2025,animalia,Euciroidae,Euciroidae,NA,Bivalvia
col_v2025,animalia,Euclichthyidae,Euclichthyidae,Gadiformes,Teleostei
col_v2025,animalia,Eucnemidae,Eucnemidae,Coleoptera,Insecta
col_v2025,animalia,Eucochlidae,Eucochlidae,Trochida,Gastropoda
col_v2025,animalia,Eucodoniidae,Eucodoniidae,Anthoathecata,Hydrozoa
col_v2025,animalia,Euconulidae,Euconulidae,Stylommatophora,Gastropoda
col_v2025,animalia,Eucopiidae,Eucopiidae,Lophogastrida,Malacostraca
col_v2025,animalia,Eucotylidae,Eucotylidae,Plagiorchiida,Trematoda
col_v2025,animalia,Eucrateidae,Eucrateidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Eucratonychidae,Eucratonychidae,Geophilomorpha,Chilopoda
col_v2025,animalia,Eucryptocaridae,Eucryptocaridae,Tanaidacea,Malacostraca
col_v2025,animalia,Euctenizidae,Euctenizidae,Araneae,Arachnida
col_v2025,animalia,Eucyclidae,Eucyclidae,Seguenziida,Gastropoda
col_v2025,animalia,Eucycloscalidae,Eucycloscalidae,Seguenziida,Gastropoda
col_v2025,animalia,Eucytheridae,Eucytheridae,Podocopida,Ostracoda
col_v2025,animalia,Eudactylinidae,Eudactylinidae,Siphonostomatoida,Copepoda
col_v2025,animalia,Eudaroniidae,Eudaroniidae,Seguenziida,Gastropoda
col_v2025,animalia,Eudendriidae,Eudendriidae,Anthoathecata,Hydrozoa
col_v2025,animalia,Eudesicrinidae,Eudesicrinidae,Cyrtocrinida,Crinoidea
col_v2025,animalia,Eudesiidae,Eudesiidae,Terebratulida,Rhynchonellata
col_v2025,animalia,Eudigonidae,Eudigonidae,Chordeumatida,Diplopoda
col_v2025,animalia,Eudiocrinidae,Eudiocrinidae,Comatulida,Crinoidea
col_v2025,animalia,Eudoxinidae,Eudoxinidae,Spiriferida,Rhynchonellata
col_v2025,animalia,Eudrilidae,Eudrilidae,Crassiclitellata,Clitellata
col_v2025,animalia,Eugereonidae,Eugereonidae,Palaeodictyoptera,Insecta
col_v2025,animalia,Euglycyphagidae,Euglycyphagidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Eugonatonotidae,Eugonatonotidae,Decapoda,Malacostraca
col_v2025,animalia,Euherdmaniidae,Euherdmaniidae,Aplousobranchia,Ascidiacea
col_v2025,animalia,Eukoeneniidae,Eukoeneniidae,Palpigradi,Arachnida
col_v2025,animalia,Eukrohniidae,Eukrohniidae,Phragmophora,Sagittoidea
col_v2025,animalia,Eukulojidae,Eukulojidae,Palaeodictyoptera,Insecta
col_v2025,animalia,Eulepethidae,Eulepethidae,Phyllodocida,Polychaeta
col_v2025,animalia,Eulichadidae,Eulichadidae,Coleoptera,Insecta
col_v2025,animalia,Eulimidae,Eulimidae,Littorinimorpha,Gastropoda
col_v2025,animalia,Eulimnogammaridae,Eulimnogammaridae,Amphipoda,Malacostraca
col_v2025,animalia,Eulohmanniidae,Eulohmanniidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Eulomidae,Eulomidae,Ptychopariida,Trilobita
col_v2025,animalia,Eulophidae,Eulophidae,Hymenoptera,Insecta
col_v2025,animalia,Eulophiidae,Eulophiidae,Perciformes,Teleostei
col_v2025,animalia,Euloxidae,Euloxidae,Venerida,Bivalvia
col_v2025,animalia,Eumastacidae,Eumastacidae,Orthoptera,Insecta
col_v2025,animalia,Eumegacetidae,Eumegacetidae,Plagiorchiida,Trematoda
col_v2025,animalia,Eumunididae,Eumunididae,Decapoda,Malacostraca
col_v2025,animalia,Eunemopsidae,Eunemopsidae,Seguenziida,Gastropoda
col_v2025,animalia,Eunemopsideae,Eunemopsideae,Seguenziida,Gastropoda
col_v2025,animalia,Eunerineidae,Eunerineidae,NA,Gastropoda
col_v2025,animalia,Eunicicolidae,Eunicicolidae,Cyclopoida,Copepoda
col_v2025,animalia,Eunicidae,Eunicidae,Eunicida,Polychaeta
col_v2025,animalia,Eunotidae,Eunotidae,Hymenoptera,Insecta
col_v2025,animalia,Euomphalidae,Euomphalidae,NA,Gastropoda
col_v2025,animalia,Euomphalopteridae,Euomphalopteridae,NA,Gastropoda
col_v2025,animalia,Euoplozoidae,Euoplozoidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Eupalopsellidae,Eupalopsellidae,Trombidiformes,Arachnida
col_v2025,animalia,Eupatagidae,Eupatagidae,Spatangoida,Echinoidea
col_v2025,animalia,Eupelmidae,Eupelmidae,Hymenoptera,Insecta
col_v2025,animalia,Eupetidae,Eupetidae,Passeriformes,Aves
col_v2025,animalia,Euphaeidae,Euphaeidae,Odonata,Insecta
col_v2025,animalia,Euphausiidae,Euphausiidae,Euphausiacea,Malacostraca
col_v2025,animalia,Euphemitidae,Euphemitidae,NA,Gastropoda
col_v2025,animalia,Euphrosinidae,Euphrosinidae,Amphinomida,Polychaeta
col_v2025,animalia,Euphthiracaridae,Euphthiracaridae,Sarcoptiformes,Arachnida
col_v2025,animalia,Euphysalozerconidae,Euphysalozerconidae,Mesostigmata,Arachnida
col_v2025,animalia,Euplanidae,Euplanidae,Polycladida,Rhabditophora
col_v2025,animalia,Euplectellidae,Euplectellidae,Lyssacinosida,Hexactinellida
col_v2025,animalia,Eupleridae,Eupleridae,Carnivora,Mammalia
col_v2025,animalia,Eupleuroceratidae,Eupleuroceratidae,Ammonoidea,Cephalopoda
col_v2025,animalia,Euplokamididae,Euplokamididae,Cydippida,Tentaculata
col_v2025,animalia,Eupodidae,Eupodidae,Trombidiformes,Arachnida
col_v2025,animalia,Euprimitiidae,Euprimitiidae,Palaeocopida,Ostracoda
col_v2025,animalia,Eupronoidae,Eupronoidae,Amphipoda,Malacostraca
col_v2025,animalia,Eupsilobiidae,Eupsilobiidae,Coleoptera,Insecta
col_v2025,animalia,Eupterotidae,Eupterotidae,Lepidoptera,Insecta
col_v2025,animalia,Eupyrgidae,Eupyrgidae,Molpadida,Holothuroidea
col_v2025,animalia,Eurekiidae,Eurekiidae,Asaphida,Trilobita
col_v2025,animalia,Euremiscidae,Euremiscidae,Grylloblattodea,Insecta
col_v2025,animalia,Euretidae,Euretidae,Sceptrulophora,Hexactinellida
col_v2025,animalia,Eurhamphaeidae,Eurhamphaeidae,Lobata,Tentaculata
col_v2025,animalia,Eurhodiidae,Eurhodiidae,Echinolampadacea,Echinoidea
col_v2025,animalia,Eurhynchidae,Eurhynchidae,Coleoptera,Insecta
col_v2025,animalia,Euryalidae,Euryalidae,Euryalida,Ophiuroidea
col_v2025,animalia,Eurybrachidae,Eurybrachidae,Hemiptera,Insecta
col_v2025,animalia,Eurycercidae,Eurycercidae,Diplostraca,Branchiopoda
col_v2025,animalia,Eurychilinidae,Eurychilinidae,Palaeocopida,Ostracoda
col_v2025,animalia,Eurydesmatidae,Eurydesmatidae,Pectinida,Bivalvia
col_v2025,animalia,Eurylaimidae,Eurylaimidae,Passeriformes,Aves
col_v2025,animalia,Euryleptididae,Euryleptididae,Polycladida,NA
col_v2025,animalia,Eurypatagidae,Eurypatagidae,Spatangoida,Echinoidea
col_v2025,animalia,Eurypauropodidae,Eurypauropodidae,Tetramerocerata,Pauropoda
col_v2025,animalia,Eurypharyngidae,Eurypharyngidae,Anguilliformes,Teleostei
col_v2025,animalia,Euryplacidae,Euryplacidae,Decapoda,Malacostraca
col_v2025,animalia,Eurypodiidae,Eurypodiidae,Decapoda,Malacostraca
col_v2025,animalia,Euryptilonidae,Euryptilonidae,Grylloblattodea,Insecta
col_v2025,animalia,Eurypygidae,Eurypygidae,Eurypygiformes,Aves
col_v2025,animalia,Euryrhynchidae,Euryrhynchidae,Decapoda,Malacostraca
col_v2025,animalia,Eurysquillidae,Eurysquillidae,Stomatopoda,Malacostraca
col_v2025,animalia,Eurystomellidae,Eurystomellidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Euryteidae,Euryteidae,Cyclopoida,Copepoda
col_v2025,animalia,Eurytheneidae,Eurytheneidae,Amphipoda,Malacostraca
col_v2025,animalia,Eurytomidae,Eurytomidae,Hymenoptera,Insecta
col_v2025,animalia,Euschmidtiidae,Euschmidtiidae,Orthoptera,Insecta
col_v2025,animalia,Euscorpiidae,Euscorpiidae,Scorpiones,Arachnida
col_v2025,animalia,Eusiridae,Eusiridae,Amphipoda,Malacostraca
col_v2025,animalia,Eustathiidae,Eustathiidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Eustheniidae,Eustheniidae,Plecoptera,Insecta
col_v2025,animalia,Eustomatidae,Eustomatidae,NA,Gastropoda
col_v2025,animalia,Eutegaeidae,Eutegaeidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Euteliidae,Euteliidae,Lepidoptera,Insecta
col_v2025,animalia,Eutetrarhynchidae,Eutetrarhynchidae,Trypanorhyncha,Cestoda
col_v2025,animalia,Euthyplociidae,Euthyplociidae,Ephemeroptera,Insecta
col_v2025,animalia,Euthyrisellidae,Euthyrisellidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Euthyroididae,Euthyroididae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Eutrachytidae,Eutrachytidae,Mesostigmata,Arachnida
col_v2025,animalia,Eutrichosomatidae,Eutrichosomatidae,Hymenoptera,Insecta
col_v2025,animalia,Eutynellidae,Eutynellidae,Polydesmida,Diplopoda
col_v2025,animalia,Euxenoperlidae,Euxenoperlidae,Plecoptera,Insecta
col_v2025,animalia,Euxestidae,Euxestidae,Coleoptera,Insecta
col_v2025,animalia,Euzerconidae,Euzerconidae,Mesostigmata,Arachnida
col_v2025,animalia,Evactinoporidae,Evactinoporidae,Cystoporida,Stenolaemata
col_v2025,animalia,Evaniidae,Evaniidae,Hymenoptera,Insecta
col_v2025,animalia,Evenkidae,Evenkidae,Paoliida,Insecta
col_v2025,animalia,Evermannellidae,Evermannellidae,Aulopiformes,Teleostei
col_v2025,animalia,Eviphididae,Eviphididae,Mesostigmata,Arachnida
col_v2025,animalia,Evocoidae,Evocoidae,Diptera,Insecta
col_v2025,animalia,Evyanidae,Evyanidae,Colpomyida,Bivalvia
col_v2025,animalia,Exechonellidae,Exechonellidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Exochellidae,Exochellidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Exocoelactinidae,Exocoelactinidae,Actiniaria,Anthozoa
col_v2025,animalia,Exocoetidae,Exocoetidae,Beloniformes,Teleostei
col_v2025,animalia,Exoedicerotidae,Exoedicerotidae,Amphipoda,Malacostraca
col_v2025,animalia,Exotidendriidae,Exotidendriidae,Plagiorchiida,Trematoda
col_v2025,animalia,Expanathuridae,Expanathuridae,Isopoda,Malacostraca
col_v2025,animalia,Exxidae,Exxidae,Crassiclitellata,Clitellata
col_v2025,animalia,Eylaidae,Eylaidae,Trombidiformes,Arachnida
col_v2025,animalia,Fabesporidae,Fabesporidae,Bivalvulida,Myxozoa
col_v2025,animalia,Fabriciidae,Fabriciidae,Sabellida,Polychaeta
col_v2025,animalia,Facelinidae,Facelinidae,Nudibranchia,Gastropoda
col_v2025,animalia,Falcatodontidae,Falcatodontidae,Cyrtodontida,Bivalvia
col_v2025,animalia,Falconidae,Falconidae,Falconiformes,Aves
col_v2025,animalia,Falculiferidae,Falculiferidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Falklandellidae,Falklandellidae,Amphipoda,Malacostraca
col_v2025,animalia,Fallaticellidae,Fallaticellidae,Palaeocopida,Ostracoda
col_v2025,animalia,Fallotaspididae,Fallotaspididae,Redlichiida,Trilobita
col_v2025,animalia,Falsicingulidae,Falsicingulidae,Littorinimorpha,Gastropoda
col_v2025,animalia,Falsobuvignidae,Falsobuvignidae,Littorinimorpha,Gastropoda
col_v2025,animalia,Fandasteridae,Fandasteridae,Hadrosida,Asteroidea
col_v2025,animalia,Farciminariidae,Farciminariidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Farewelliidae,Farewelliidae,Pleurotomariida,Gastropoda
col_v2025,animalia,Farreidae,Farreidae,Sceptrulophora,Hexactinellida
col_v2025,animalia,Farrellidae,Farrellidae,Ctenostomatida,Gymnolaemata
col_v2025,animalia,Fasciculidae,Fasciculidae,NA,NA
col_v2025,animalia,Fasciolariidae,Fasciolariidae,Neogastropoda,Gastropoda
col_v2025,animalia,Fasciolidae,Fasciolidae,Plagiorchiida,Trematoda
col_v2025,animalia,Fatkullinidae,Fatkullinidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Faubelidae,Faubelidae,Polycladida,NA
col_v2025,animalia,Faujasiidae,Faujasiidae,Clypeasteroida,Echinoidea
col_v2025,animalia,Fauriellidae,Fauriellidae,Thysanoptera,Insecta
col_v2025,animalia,Faustulidae,Faustulidae,Plagiorchiida,Trematoda
col_v2025,animalia,Fauveliopsidae,Fauveliopsidae,Terebellida,Polychaeta
col_v2025,animalia,Fauxulidae,Fauxulidae,Stylommatophora,Gastropoda
col_v2025,animalia,Feaellidae,Feaellidae,Pseudoscorpiones,Arachnida
col_v2025,animalia,Fecampiidae,Fecampiidae,Fecampiida,NA
col_v2025,animalia,Fedaiellidae,Fedaiellidae,Cycloneritida,Gastropoda
col_v2025,animalia,Fedrizziidae,Fedrizziidae,Mesostigmata,Arachnida
col_v2025,animalia,Feldmanniidae,Feldmanniidae,Decapoda,Malacostraca
col_v2025,animalia,Felidae,Felidae,Carnivora,Mammalia
col_v2025,animalia,Felixaraeidae,Felixaraeidae,Scleractinia,Anthozoa
col_v2025,animalia,Fellodistomatidae,Fellodistomatidae,Plagiorchiida,Trematoda
col_v2025,animalia,Fellodistomidae,Fellodistomidae,Plagiorchiida,Trematoda
col_v2025,animalia,Feltriidae,Feltriidae,Trombidiformes,Arachnida
col_v2025,animalia,Fenestellidae,Fenestellidae,Fenestrida,Stenolaemata
col_v2025,animalia,Fenestraliidae,Fenestraliidae,Fenestrida,Stenolaemata
col_v2025,animalia,Fenestraporidae,Fenestraporidae,Fenestrida,Stenolaemata
col_v2025,animalia,Fenestrulinidae,Fenestrulinidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Ferganoceratidae,Ferganoceratidae,Ammonoidea,Cephalopoda
col_v2025,animalia,Ferganoconchidae,Ferganoconchidae,Cardiida,Bivalvia
col_v2025,animalia,Fergusoninidae,Fergusoninidae,Diptera,Insecta
col_v2025,animalia,Ferradasiidae,Ferradasiidae,Trombidiformes,Arachnida
col_v2025,animalia,Ferussaciidae,Ferussaciidae,Stylommatophora,Gastropoda
col_v2025,animalia,Fessisentidae,Fessisentidae,Echinorhynchida,Palaeacanthocephala
col_v2025,animalia,Fibulariidae,Fibulariidae,Echinolampadacea,Echinoidea
col_v2025,animalia,Ficidae,Ficidae,Littorinimorpha,Gastropoda
col_v2025,animalia,Fieldingiidae,Fieldingiidae,Sceptrulophora,Hexactinellida
col_v2025,animalia,Figitidae,Figitidae,Hymenoptera,Insecta
col_v2025,animalia,Filariidae,Filariidae,Rhabditida,Chromadorea
col_v2025,animalia,Filaroididae,Filaroididae,Rhabditida,Chromadorea
col_v2025,animalia,Filholiidae,Filholiidae,Stylommatophora,Gastropoda
col_v2025,animalia,Filispiriferidae,Filispiriferidae,Spiriferida,Rhynchonellata
col_v2025,animalia,Filistatidae,Filistatidae,Araneae,Arachnida
col_v2025,animalia,Fimbriidae,Fimbriidae,Nudibranchia,Gastropoda
col_v2025,animalia,Fimbrispiriferidae,Fimbrispiriferidae,Spiriferida,Rhynchonellata
col_v2025,animalia,Finkelnburgiidae,Finkelnburgiidae,Orthida,Rhynchonellata
col_v2025,animalia,Fionidae,Fionidae,Nudibranchia,Gastropoda
col_v2025,animalia,Fissiphalliidae,Fissiphalliidae,Opiliones,Arachnida
col_v2025,animalia,Fissurellidae,Fissurellidae,Lepetellida,Gastropoda
col_v2025,animalia,Fistulariidae,Fistulariidae,Syngnathiformes,Teleostei
col_v2025,animalia,Fistuliporidae,Fistuliporidae,Cystoporida,Stenolaemata
col_v2025,animalia,Flabellidae,Flabellidae,Scleractinia,Anthozoa
col_v2025,animalia,Flabelligeridae,Flabelligeridae,Terebellida,Polychaeta
col_v2025,animalia,Flabellinidae,Flabellinidae,Nudibranchia,Gastropoda
col_v2025,animalia,Flabellinopsidae,Flabellinopsidae,Nudibranchia,Gastropoda
col_v2025,animalia,Flabellotrypidae,Flabellotrypidae,Cyclostomatida,Stenolaemata
col_v2025,animalia,Flatidae,Flatidae,Hemiptera,Insecta
col_v2025,animalia,Flemingitidae,Flemingitidae,Ammonoidea,Cephalopoda
col_v2025,animalia,Flemingostreidae,Flemingostreidae,Ostreida,Bivalvia
col_v2025,animalia,Flickiidae,Flickiidae,Ammonoidea,Cephalopoda
col_v2025,animalia,Flosculariidae,Flosculariidae,Flosculariaceae,Eurotatoria
col_v2025,animalia,Flustrellidridae,Flustrellidridae,Ctenostomatida,Gymnolaemata
col_v2025,animalia,Flustridae,Flustridae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Fluviphylacidae,Fluviphylacidae,Cyprinodontiformes,Teleostei
col_v2025,animalia,Folguerolesiidae,Folguerolesiidae,Decapoda,Malacostraca
col_v2025,animalia,Foliomenidae,Foliomenidae,Strophomenida,Strophomenata
col_v2025,animalia,Fonteferreidae,Fonteferreidae,Araneae,Arachnida
col_v2025,animalia,Fontigentidae,Fontigentidae,Littorinimorpha,Gastropoda
col_v2025,animalia,Forbesiceratidae,Forbesiceratidae,Ammonoidea,Cephalopoda
col_v2025,animalia,Fordillidae,Fordillidae,Fordillida,Bivalvia
col_v2025,animalia,Forficulidae,Forficulidae,Dermaptera,Insecta
col_v2025,animalia,Foririidae,Foririidae,Megasecoptera,Insecta
col_v2025,animalia,Forjacellidae,Forjacellidae,Doridida,Gastropoda
col_v2025,animalia,Formicariidae,Formicariidae,Passeriformes,Aves
col_v2025,animalia,Formicidae,Formicidae,Hymenoptera,Insecta
col_v2025,animalia,Forskaliidae,Forskaliidae,Siphonophorae,Hydrozoa
col_v2025,animalia,Fortuyniidae,Fortuyniidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Fosshageniidae,Fosshageniidae,Calanoida,Copepoda
col_v2025,animalia,Fossulasteridae,Fossulasteridae,Clypeasteroida,Echinoidea
col_v2025,animalia,Fouqueidae,Fouqueidae,Palaeodictyoptera,Insecta
col_v2025,animalia,Foveolariidae,Foveolariidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Franciscideridae,Franciscideridae,Anomoirhaga,Allomalorhagida
col_v2025,animalia,Fratiidae,Fratiidae,Cyclopoida,Copepoda
col_v2025,animalia,Fredericellidae,Fredericellidae,Plumatellida,Phylactolaemata
col_v2025,animalia,Fregatidae,Fregatidae,Suliformes,Aves
col_v2025,animalia,Frejidae,Frejidae,Arcida,Bivalvia
col_v2025,animalia,Frenguelliellidae,Frenguelliellidae,Trigoniida,Bivalvia
col_v2025,animalia,Frenulinidae,Frenulinidae,Terebratulida,Rhynchonellata
col_v2025,animalia,Freyanidae,Freyanidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Freyellidae,Freyellidae,Brisingida,Asteroidea
col_v2025,animalia,Fridericianellidae,Fridericianellidae,Dactylogyridea,Monogenea
col_v2025,animalia,Frieleiidae,Frieleiidae,Rhynchonellida,Rhynchonellata
col_v2025,animalia,Fringillidae,Fringillidae,Passeriformes,Aves
col_v2025,animalia,Fritillariidae,Fritillariidae,Copelata,Appendicularia
col_v2025,animalia,Frondiporidae,Frondiporidae,Cyclostomatida,Stenolaemata
col_v2025,animalia,Frontipodopsidae,Frontipodopsidae,Trombidiformes,Arachnida
col_v2025,animalia,Fujientomidae,Fujientomidae,Sinentomata,Protura
col_v2025,animalia,Fulgoridae,Fulgoridae,Hemiptera,Insecta
col_v2025,animalia,Fulgoridiidae,Fulgoridiidae,Hemiptera,Insecta
col_v2025,animalia,Fundulidae,Fundulidae,Cyprinodontiformes,Teleostei
col_v2025,animalia,Fungiacyathidae,Fungiacyathidae,Scleractinia,Anthozoa
col_v2025,animalia,Fungiidae,Fungiidae,Scleractinia,Anthozoa
col_v2025,animalia,Funiculinidae,Funiculinidae,Scleralcyonacea,Octocorallia
col_v2025,animalia,Furipteridae,Furipteridae,Chiroptera,Mammalia
col_v2025,animalia,Furnariidae,Furnariidae,Passeriformes,Aves
col_v2025,animalia,Fusicellariidae,Fusicellariidae,Cheilostomatida,Gymnolaemata
col_v2025,animalia,Fusiturridae,Fusiturridae,Neogastropoda,Gastropoda
col_v2025,animalia,Fusivermidae,Fusivermidae,Monhysterida,Chromadorea
col_v2025,animalia,Fustiariidae,Fustiariidae,Dentaliida,Scaphopoda
col_v2025,animalia,Gablonzeriidae,Gablonzeriidae,Scleractinia,Anthozoa
col_v2025,animalia,Gabuciniidae,Gabuciniidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Gadidae,Gadidae,Gadiformes,Teleostei
col_v2025,animalia,Gadilicolidae,Gadilicolidae,Cyclopoida,Copepoda
col_v2025,animalia,Gadilidae,Gadilidae,Gadilida,Scaphopoda
col_v2025,animalia,Gadilinidae,Gadilinidae,Dentaliida,Scaphopoda
col_v2025,animalia,Gadimyxidae,Gadimyxidae,Bivalvulida,Myxozoa
col_v2025,animalia,Gaidropsaridae,Gaidropsaridae,Gadiformes,Teleostei
col_v2025,animalia,Gaimardiidae,Gaimardiidae,NA,Bivalvia
col_v2025,animalia,Galacticidae,Galacticidae,Lepidoptera,Insecta
col_v2025,animalia,Galagidae,Galagidae,Primates,Mammalia
col_v2025,animalia,Galatheanthemidae,Galatheanthemidae,Actiniaria,Anthozoa
col_v2025,animalia,Galatheavalvidae,Galatheavalvidae,NA,Bivalvia
col_v2025,animalia,Galatheidae,Galatheidae,Decapoda,Malacostraca
col_v2025,animalia,Galaxiidae,Galaxiidae,Galaxiiformes,Teleostei
col_v2025,animalia,Galbulidae,Galbulidae,Piciformes,Aves
col_v2025,animalia,Galenidae,Galenidae,Decapoda,Malacostraca
col_v2025,animalia,Galeocerdonidae,Galeocerdonidae,Carcharhiniformes,Elasmobranchii
col_v2025,animalia,Galeommatidae,Galeommatidae,Galeommatida,Bivalvia
col_v2025,animalia,Galeritidae,Galeritidae,Echinoneoida,Echinoidea
col_v2025,animalia,Galeropygidae,Galeropygidae,NA,Echinoidea
col_v2025,animalia,Galinthiadidae,Galinthiadidae,Mantodea,Insecta
col_v2025,animalia,Gallieniellidae,Gallieniellidae,Araneae,Arachnida
col_v2025,animalia,Galliidae,Galliidae,Diptera,Insecta
col_v2025,animalia,Galliobatidae,Galliobatidae,Julida,Diplopoda
col_v2025,animalia,Gallophasmatidae,Gallophasmatidae,Embioptera,Insecta
col_v2025,animalia,Gallorommatidae,Gallorommatidae,Hymenoptera,Insecta
col_v2025,animalia,Galumnellidae,Galumnellidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Galumnidae,Galumnidae,Sarcoptiformes,Arachnida
col_v2025,animalia,Gammaracanthidae,Gammaracanthidae,Amphipoda,Malacostraca
col_v2025,animalia,Gammarellidae,Gammarellidae,Amphipoda,Malacostraca
col_v2025,animalia,Gammaridae,Gammaridae,Amphipoda,Malacostraca
col_v2025,animalia,Gammaroporeiidae,Gammaroporeiidae,Amphipoda,Malacostraca
col_v2025,animalia,Ganeshidae,Ganeshidae,Ganeshida,Tentaculata
col_v2025,animalia,Garcianidae,Garcianidae,Palaeocopida,Ostracoda
col_v2025,animalia,Gardineriidae,Gardineriidae,Scleractinia,Anthozoa
col_v2025,animalia,Garthiellidae,Garthiellidae,Decapoda,Malacostraca
col_v2025,animalia,Garypidae,Garypidae,Pseudoscorpiones,Arachnida
col_v2025,animalia,Garypinidae,Garypinidae,Pseudoscorpiones,Arachnida
col_v2025,animalia,Gaspestriidae,Gaspestriidae,NA,Diplopoda
col_v2025,animalia,Gasteropelecidae,Gasteropelecidae,Characiformes,Teleostei
col_v2025,animalia,Gasterosteidae,Gasterosteidae,Perciformes,Teleostei
col_v2025,animalia,Gasteruptiidae,Gasteruptiidae,Hymenoptera,Insecta
col_v2025,animalia,Gastrioceratidae,Gastrioceratidae,Ammonoidea,Cephalopoda
col_v2025,animalia,Gastrochaenidae,Gastrochaenidae,Gastrochaenida,Bivalvia
col_v2025,animalia,Gastrocoptidae,Gastrocoptidae,Stylommatophora,Gastropoda
col_v2025,animalia,Gastrocotylidae,Gastrocotylidae,Mazocraeidea,Monogenea
col_v2025,animalia,Gastrodelphyidae,Gastrodelphyidae,Cyclopoida,Copepoda
col_v2025,animalia,Gastrodiscidae,Gastrodiscidae,Plagiorchiida,Trematoda
col_v2025,animalia,Gastrodontidae,Gastrodontidae,Stylommatophora,Gastropoda
