order,source,status,country_code,state_code,county_code,code,NAME_0,NAME_1,NAME_2,NAME_3,NAME_4,loc,loc.correct,latitude.gazetteer,longitude.gazetteer,resolution.gazetteer,AtlanticForest_Lei11428,AreaAF.prop_Lei11428,leiMA.prop_novo_conferir,AtlanticForest_Biomas_MMA,biome,checagem,warning,loc.best
5525,ibge,ok,BR,SC,18905.0,4218905.0,Brazil,Santa Catarina,Urubici,NA,NA,brazil_santa catarina_urubici,brazil_santa catarina_urubici,-28.03886065,-49.57805943,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
31004,ibge,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Águas Brancas,NA,brazil_santa catarina_urubici_aguas brancas,brazil_santa catarina_urubici_aguas brancas,-27.95527778,-49.58194444,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
25614,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,AI 016.218-A,NA,brazil_santa catarina_urubici_ai 016.218 a,brazil_santa catarina_urubici_ai 016.218 a,-28.15927778,-49.63411111,localidade,NA,NA,NA,NA,NA,check_loc_string?,check_loc_impossible,brazil_santa catarina_urubici_ai 016
25898,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Cachoeira Do Avenca,NA,brazil_santa catarina_urubici_cachoeira avenca,brazil_santa catarina_urubici_cachoeira avenca,-28.045464,-49.617407,localidade,NA,NA,NA,NA,NA,NA,NA,NA
24596,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Campo dos Padres,NA,brazil_santa catarina_urubici_campo padres,brazil_santa catarina_urubici_campo padres,-27.992173,-49.41219,localidade,NA,NA,NA,NA,NA,NA,NA,NA
26173,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Comunidade de São Pedro,NA,brazil_santa catarina_urubici_comunidade sao pedro,brazil_santa catarina_urubici_comunidade sao pedro,-28.00994905,-49.4999729,localidade,NA,NA,NA,NA,NA,NA,NA,NA
24588,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Lageado Liso,NA,brazil_santa catarina_urubici_lageado liso,brazil_santa catarina_urubici_lageado liso,-28.169105,-49.68004,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27238,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Morro da Igreja,NA,brazil_santa catarina_urubici_morro igreja,brazil_santa catarina_urubici_morro igreja,-28.082831,-49.498344,localidade,NA,NA,NA,NA,NA,NA,NA,NA
33793,splink_jabot,106.0,BR,NA,NA,NA,Brazil,santa catarina,urubici,morro igreja   parque nacional sao joaquim,NA,brazil_santa catarina_urubici_morro igreja   parque nacional sao joaquim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check_loc_impossible,brazil_santa catarina_urubici_morro igreja parque nacional sao joaquim
23389,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,PARNA de São Joaquim,"Fazenda Caiambora, Morro da Igreja",brazil_santa catarina_urubici_parna sao joaquim,brazil_santa catarina_urubici_parna sao joaquim,-28.122501,-49.480917,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
24591,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,PARNA de São Joaquim,Morro da Igreja,brazil_santa catarina_urubici_parna sao joaquim,brazil_santa catarina_urubici_parna sao joaquim,-28.082899,-49.498262,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
24592,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,PARNA de São Joaquim,NA,brazil_santa catarina_urubici_parna sao joaquim,brazil_santa catarina_urubici_parna sao joaquim,-28.080325,-49.40999,localidade,NA,NA,NA,NA,NA,NA,NA,NA
33208,splink_jabot,134.0,BR,NA,NA,NA,Brazil,santa catarina,urubici,parque nacional sao joaquim,NA,brazil_santa catarina_urubici_parque nacional sao joaquim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27707,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Portal,NA,brazil_santa catarina_urubici_portal,brazil_santa catarina_urubici_portal,-28.0750074,-49.51267116,localidade,NA,NA,NA,NA,NA,NA,NA,NA
33317,splink_jabot,128.0,BR,NA,NA,NA,Brazil,santa catarina,urubici,rppn leao montanha,NA,brazil_santa catarina_urubici_rppn leao montanha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24595,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Santa Teresinha,NA,brazil_santa catarina_urubici_santa teresinha,brazil_santa catarina_urubici_santa teresinha,-28.012936,-49.491881,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28812,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Vacas Gordas,NA,brazil_santa catarina_urubici_vacas gordas,brazil_santa catarina_urubici_vacas gordas,-28.119299,-49.653674,localidade,NA,NA,NA,NA,NA,NA,NA,NA
24590,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urubici,Xaxim,NA,brazil_santa catarina_urubici_xaxim,brazil_santa catarina_urubici_xaxim,-28.082521,-49.591097,localidade,NA,NA,NA,NA,NA,NA,NA,NA
20958,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,urubivi,NA,NA,brazil_santa catarina_urubivi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20959,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,urucanga,NA,NA,brazil_santa catarina_urucanga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5526,ibge,ok,BR,SC,18954.0,4218954.0,Brazil,Santa Catarina,Urupema,NA,NA,brazil_santa catarina_urupema,brazil_santa catarina_urupema,-28.02397956,-49.90104385,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
32938,splink_jabot,154.0,BR,NA,NA,NA,Brazil,santa catarina,urupema,fazenda farofa,NA,brazil_santa catarina_urupema_fazenda farofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23338,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urupema,Fazenda Das Nascentes,NA,brazil_santa catarina_urupema_fazenda nascentes,brazil_santa catarina_urupema_fazenda nascentes,-27.921369,-49.866911,localidade,NA,NA,NA,NA,NA,NA,NA,NA
5527,ibge,ok,BR,SC,19002.0,4219002.0,Brazil,Santa Catarina,Urussanga,NA,NA,brazil_santa catarina_urussanga,brazil_santa catarina_urussanga,-28.48988107,-49.33236227,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
24245,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urussanga,Belvedere Baixo,NA,brazil_santa catarina_urussanga_belvedere baixo,brazil_santa catarina_urussanga_belvedere baixo,-28.526374,-49.412979,localidade,NA,NA,NA,NA,NA,NA,NA,NA
23326,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Urussanga,Margem do Rio Uruçanga,Morro da Fumaça,brazil_santa catarina_urussanga_margem rio urucanga,brazil_santa catarina_urussanga_margem rio urucanga,-28.647567,-49.173254,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
33917,splink_jabot,101.0,BR,NA,NA,NA,Brazil,santa catarina,urussanga,santana,NA,brazil_santa catarina_urussanga_santana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20960,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,uupema,NA,NA,brazil_santa catarina_uupema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20961,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,valoes,NA,NA,brazil_santa catarina_valoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20962,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,varaneira,NA,NA,brazil_santa catarina_varaneira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5528,ibge,ok,BR,SC,19101.0,4219101.0,Brazil,Santa Catarina,Vargeão,NA,NA,brazil_santa catarina_vargeao,brazil_santa catarina_vargeao,-26.77947329,-52.12459428,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
5529,gadm,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vargem,NA,NA,brazil_santa catarina_vargem,brazil_santa catarina_vargem,-27.46675545,-50.95108018,county,AtlanticForest,1.0,NA,AtlanticForest,AtlanticForest,NA,NA,NA
5530,gadm,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vargem Bonita,NA,NA,brazil_santa catarina_vargem bonita,brazil_santa catarina_vargem bonita,-26.94612114,-51.75629648,county,AtlanticForest,1.0,NA,AtlanticForest,AtlanticForest,NA,NA,NA
26501,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vargem Bonita,Fazenda Campina da Alegria,NA,brazil_santa catarina_vargem bonita_fazenda campina alegria,brazil_santa catarina_vargem bonita_fazenda campina alegria,-26.873637,-51.792744,localidade,NA,NA,NA,NA,NA,NA,NA,NA
20963,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,vargem cedro,NA,NA,brazil_santa catarina_vargem cedro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20964,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,vargem grande,NA,NA,brazil_santa catarina_vargem grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31928,splink_jabot,405.0,BR,NA,NA,NA,Brazil,santa catarina,vargem,canteiro obras uhe sao roque,NA,brazil_santa catarina_vargem_canteiro obras uhe sao roque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24620,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vargem,Lagoa dos Patos,NA,brazil_santa catarina_vargem_lagoa patos,brazil_santa catarina_vargem_lagoa patos,-27.449703,-50.940719,localidade,NA,NA,NA,NA,NA,NA,NA,NA
20965,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,veargem bonita,NA,NA,brazil_santa catarina_veargem bonita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20966,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,veraneira,NA,NA,brazil_santa catarina_veraneira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20967,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,viamao,NA,NA,brazil_santa catarina_viamao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5531,ibge,ok,BR,SC,19200.0,4219200.0,Brazil,Santa Catarina,Vidal Ramos,NA,NA,brazil_santa catarina_vidal ramos,brazil_santa catarina_vidal ramos,-27.3895943,-49.3495318,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
32481,splink_jabot,207.0,BR,NA,NA,NA,Brazil,santa catarina,vidal ramos,aguas frias,NA,brazil_santa catarina_vidal ramos_aguas frias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24312,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vidal Ramos,Mina Bugre,NA,brazil_santa catarina_vidal ramos_mina bugre,brazil_santa catarina_vidal ramos_mina bugre,-27.359761,-49.319936,localidade,NA,NA,NA,NA,NA,NA,NA,NA
24311,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vidal Ramos,Mulungu,NA,brazil_santa catarina_vidal ramos_mulungu,brazil_santa catarina_vidal ramos_mulungu,-27.450021,-49.320077,localidade,NA,NA,NA,NA,NA,NA,NA,NA
32047,splink_jabot,333.0,BR,NA,NA,NA,Brazil,santa catarina,vidal ramos,sabia,NA,brazil_santa catarina_vidal ramos_sabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5532,ibge,ok,BR,SC,19309.0,4219309.0,Brazil,Santa Catarina,Videira,NA,NA,brazil_santa catarina_videira,brazil_santa catarina_videira,-27.00581603,-51.12687494,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
31008,ibge,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Videira,Anta Gorda,NA,brazil_santa catarina_videira_anta gorda,brazil_santa catarina_videira_anta gorda,-26.94583333,-51.23944444,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
31045,ibge,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Videira,Lourdes,NA,brazil_santa catarina_videira_lourdes,brazil_santa catarina_videira_lourdes,-27.06277778,-51.02916667,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
27492,cncflora,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Videira,Parque Uva,NA,brazil_santa catarina_videira_parque uva,brazil_santa catarina_videira_parque uva,-26.992465,-51.178409,localidade,NA,NA,NA,NA,NA,NA,NA,NA
23664,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Videira,Rio do Peixe,NA,brazil_santa catarina_videira_rio peixe,brazil_santa catarina_videira_rio peixe,-27.001871,-51.028064,localidade,NA,NA,NA,NA,NA,NA,NA,NA
20968,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,videiras,NA,NA,brazil_santa catarina_videiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20969,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,vila conceicao,NA,NA,brazil_santa catarina_vila conceicao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20970,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,vila gloria,NA,NA,brazil_santa catarina_vila gloria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20971,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,vila maria,NA,NA,brazil_santa catarina_vila maria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20972,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,vila roca grande,NA,NA,brazil_santa catarina_vila roca grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20973,splink_jabot,check,BR,SC,NA,NA,Brazil,Santa Catarina,vila sao joao,NA,NA,brazil_santa catarina_vila sao joao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5533,ibge,ok,BR,SC,19358.0,4219358.0,Brazil,Santa Catarina,Vitor Meireles,NA,NA,brazil_santa catarina_vitor meireles,brazil_santa catarina_vitor meireles,-26.82653882,-49.84510061,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
24314,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vitor Meireles,ARIE da Serra da Abelha,Barra da Prata,brazil_santa catarina_vitor meireles_arie serra abelha,brazil_santa catarina_vitor meireles_arie serra abelha,-26.730017,-49.860107,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
31012,ibge,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vitor Meireles,Barra da Prata,NA,brazil_santa catarina_vitor meireles_barra prata,brazil_santa catarina_vitor meireles_barra prata,-26.70722222,-49.83583333,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
24313,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Vitor Meireles,Jacu-Paca,NA,brazil_santa catarina_vitor meireles_jacu paca,brazil_santa catarina_vitor meireles_jacu paca,-26.821458,-49.76937,localidade,NA,NA,NA,NA,NA,NA,NA,NA
5534,ibge,ok,BR,SC,19408.0,4219408.0,Brazil,Santa Catarina,Witmarsum,NA,NA,brazil_santa catarina_witmarsum,brazil_santa catarina_witmarsum,-26.93732596,-49.84184954,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
24246,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Witmarsum,Krauer Central,NA,brazil_santa catarina_witmarsum_krauer central,brazil_santa catarina_witmarsum_krauer central,-26.910041,-49.769942,localidade,NA,NA,NA,NA,NA,NA,NA,NA
24315,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Witmarsum,Serra Cambará,NA,brazil_santa catarina_witmarsum_serra cambara,brazil_santa catarina_witmarsum_serra cambara,-26.909652,-49.862477,localidade,NA,NA,NA,NA,NA,NA,NA,NA
5535,ibge,ok,BR,SC,19507.0,4219507.0,Brazil,Santa Catarina,Xanxerê,NA,NA,brazil_santa catarina_xanxere,brazil_santa catarina_xanxere,-26.87255399,-52.41012248,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
31022,ibge,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Xanxerê,Cambuinzal,NA,brazil_santa catarina_xanxere_cambuinzal,brazil_santa catarina_xanxere_cambuinzal,-26.96527778,-52.42638889,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
24765,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Xanxerê,Pesqueiro do Meio,NA,brazil_santa catarina_xanxere_pesqueiro meio,brazil_santa catarina_xanxere_pesqueiro meio,-26.819721,-52.470335,localidade,NA,NA,NA,NA,NA,NA,NA,NA
24451,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Xanxerê,Rodovia BR 282,NA,brazil_santa catarina_xanxere_rodovia br 282,brazil_santa catarina_xanxere_rodovia br 282,-26.92551,-52.511694,localidade,NA,NA,NA,NA,NA,NA,NA,NA
5536,ibge,ok,BR,SC,19606.0,4219606.0,Brazil,Santa Catarina,Xavantina,NA,NA,brazil_santa catarina_xavantina,brazil_santa catarina_xavantina,-27.02167175,-52.32290146,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
33494,splink_jabot,119.0,BR,NA,NA,NA,Brazil,santa catarina,xavantina,linha guararapes,NA,brazil_santa catarina_xavantina_linha guararapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31044,ibge,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Xavantina,Linha das Palmeiras,NA,brazil_santa catarina_xavantina_linha palmeiras,brazil_santa catarina_xavantina_linha palmeiras,-27.02138889,-52.33055556,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
5537,ibge,ok,BR,SC,19705.0,4219705.0,Brazil,Santa Catarina,Xaxim,NA,NA,brazil_santa catarina_xaxim,brazil_santa catarina_xaxim,-26.97094651,-52.52940383,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
38200,gadm_new,ok? ver grafia correta do NAME_3,NA,NA,NA,NA,Brazil,Santa Catarina,Xaxim,Anita Garibaldi,NA,brazil_santa catarina_xaxim_anita garibaldi,brazil_santa catarina_xaxim_anita garibaldi,-26.89724895,-52.60647261,locality,NA,NA,NA,NA,NA,NA,NA,NA
38201,gadm_new,ok? ver grafia correta do NAME_3,NA,NA,NA,NA,Brazil,Santa Catarina,Xaxim,Diadema,NA,brazil_santa catarina_xaxim_diadema,brazil_santa catarina_xaxim_diadema,-26.94457723,-52.49337656,locality,NA,NA,NA,NA,NA,NA,NA,NA
5538,ibge,ok,BR,SC,19853.0,4219853.0,Brazil,Santa Catarina,Zortéa,NA,NA,brazil_santa catarina_zortea,brazil_santa catarina_zortea,-27.4770262,-51.53536297,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
24766,treeco,ok,BR,SC,NA,NA,Brazil,Santa Catarina,Zortéa,Passo Raso,NA,brazil_santa catarina_zortea_passo raso,brazil_santa catarina_zortea_passo raso,-27.494134,-51.613785,localidade,NA,NA,NA,NA,NA,NA,NA,NA
20974,splink_jabot,check,BR,NA,NA,NA,Brazil,sao jose campos,sao jose campos,NA,NA,brazil_sao jose campos_sao jose campos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20975,splink_jabot,ok,BR,SP,NA,NA,Brazil,São Paulo,Jundiaí,NA,NA,brazil_sao paula_jundai,brazil_sao paulo_jundiai,-23.19469617,-46.91286083,county,AtlanticForest,1.0,NA,AtlanticForest,AtlanticForest,NA,NA,NA
5539,gadm,ok,BR,SP,NA,NA,Brazil,São Paulo,NA,NA,NA,brazil_sao paulo,brazil_sao paulo,-22.2584562,-48.7420254,state,transition,0.669112648,NA,transition,NA,NA,NA,NA
20976,splink_jabot,ok,BR,SP,NA,NA,Brazil,São Paulo,angatuba,NA,NA,brazil_sao paulo                    s_angatuba,brazil_sao paulo_angatuba,-23.43652785,-48.459291,county,transition,0.463310588,NA,transition,NA,NA,check_loc_impossible,brazil_sao paulo s_angatuba
20977,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,14 km capao bonito,NA,NA,brazil_sao paulo_14 km capao bonito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20978,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,2km mogi cruzes,NA,NA,brazil_sao paulo_2km mogi cruzes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20979,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,a 2 km maua,NA,NA,brazil_sao paulo_a 2 km maua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20980,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,a 2km oeste jeriquara,NA,NA,brazil_sao paulo_a 2km oeste jeriquara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20981,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,abare,NA,NA,brazil_sao paulo_abare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20982,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,acu,NA,NA,brazil_sao paulo_acu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5540,ibge,ok,BR,SP,105.0,3500105.0,Brazil,São Paulo,Adamantina,NA,NA,brazil_sao paulo_adamantina,brazil_sao paulo_adamantina,-21.57668399,-51.05662268,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
20983,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,ademar,NA,NA,brazil_sao paulo_ademar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5541,ibge,ok,BR,SP,204.0,3500204.0,Brazil,São Paulo,Adolfo,NA,NA,brazil_sao paulo_adolfo,brazil_sao paulo_adolfo,-21.28804712,-49.65301803,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
20984,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,adrianopolis,NA,NA,brazil_sao paulo_adrianopolis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20985,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,agua funda,NA,NA,brazil_sao paulo_agua funda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20986,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,agua prata,NA,NA,brazil_sao paulo_agua prata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20987,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,aguaa,NA,NA,brazil_sao paulo_aguaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5542,ibge,ok,BR,SP,303.0,3500303.0,Brazil,São Paulo,Aguaí,NA,NA,brazil_sao paulo_aguai,brazil_sao paulo_aguai,-22.04974117,-47.0399729,county,others,0.058759827,0.058613218,others,Cerrado,NA,NA,NA
20988,splink_jabot,check,BR,SP,NA,NA,Brazil,São Paulo,aguas claras,NA,NA,brazil_sao paulo_aguas claras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5543,ibge,ok,BR,SP,501.0,3500501.0,Brazil,São Paulo,Águas de Lindóia,NA,NA,brazil_sao paulo_aguas lindoia,brazil_sao paulo_aguas lindoia,-22.47439545,-46.60342008,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
25108,treeco,ok,BR,SP,NA,NA,Brazil,São Paulo,Águas de Lindóia,Edge transect,Cantareira,brazil_sao paulo_aguas lindoia_edge transect,brazil_sao paulo_aguas lindoia_edge transect,-22.511664,-46.555452,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
5544,ibge,ok,BR,SP,402.0,3500402.0,Brazil,São Paulo,Águas da Prata,NA,NA,brazil_sao paulo_aguas prata,brazil_sao paulo_aguas prata,-21.91331897,-46.69182372,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
32599,splink_jabot,190.0,BR,NA,NA,NA,Brazil,sao paulo,aguas prata,reserva estadual aguas prata,NA,brazil_sao paulo_aguas prata_reserva estadual aguas prata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38202,gadm_new,ok? ver grafia correta do NAME_3,NA,NA,NA,NA,Brazil,São Paulo,Águas da Prata,Sao Roque Fartura,NA,brazil_sao paulo_aguas prata_sao roque fartura,brazil_sao paulo_aguas prata_sao roque fartura,-21.84971272,-46.71687776,locality,NA,NA,NA,NA,NA,NA,NA,NA
5545,ibge,ok,BR,SP,550.0,3500550.0,Brazil,São Paulo,Águas de Santa Bárbara,NA,NA,brazil_sao paulo_aguas santa barbara,brazil_sao paulo_aguas santa barbara,-22.85853144,-49.26085099,county,others,0.029050528,0.029412773,others,Cerrado,NA,NA,NA
23510,treeco,ok,BR,SP,NA,NA,Brazil,São Paulo,Águas de Santa Bárbara,EEc de Santa Bárbara,NA,brazil_sao paulo_aguas santa barbara_eec santa barbara,brazil_sao paulo_aguas santa barbara_eec santa barbara,-22.834037,-49.234707,localidade,NA,NA,NA,NA,NA,NA,NA,NA
32655,splink_jabot,182.0,BR,NA,NA,NA,Brazil,sao paulo,aguas santa barbara,estacao ecologica aguas sta,NA,brazil_sao paulo_aguas santa barbara_estacao ecologica aguas sta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32595,splink_jabot,191.0,BR,NA,NA,NA,Brazil,sao paulo,aguas santa barbara,estacao ecologica santa barbara,NA,brazil_sao paulo_aguas santa barbara_estacao ecologica santa barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32177,splink_jabot,ok,BR,SP,NA,NA,Brazil,São Paulo,aguas santa barbara,estado ecologico santa barbara,NA,brazil_sao paulo_aguas santa barbara_estado ecologico santa barbara,brazil_sao paulo_aguas santa barbara_eec santa barbara,-22.834037,-49.234707,localidade,NA,NA,NA,NA,NA,NA,NA,NA
33956,splink_jabot,100.0,BR,NA,NA,NA,Brazil,sao paulo,aguas santa barbara,proximo a entrada fazenda agua bugre,NA,brazil_sao paulo_aguas santa barbara_proximo a entrada fazenda agua bugre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5546,ibge,ok,BR,SP,600.0,3500600.0,Brazil,São Paulo,Águas de São Pedro,NA,NA,brazil_sao paulo_aguas sao pedro,brazil_sao paulo_aguas sao pedro,-22.60109055,-47.87650612,county,others,0.0,NA,others,Cerrado,NA,NA,NA
20989,splink_jabot,ok,BR,SP,NA,NA,Brazil,São Paulo,agudo,NA,NA,brazil_sao paulo_agudo,brazil_sao paulo_agudos,-22.57139205,-49.10872901,county,others,0.0,NA,others,Cerrado,NA,NA,NA
