order,source,status,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,tax,tax.rank,tax.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs,tax.kingdom,tax.phylum,tax.class,tax.order,email,orcid,raw_data
4160,huh,ok,73345.0,"Gross, Elvira Angela",Elvira Angela Gross,E. Gross,E. Gross,E. Gross,"Gross, Elvira Angela",Ecuador; Germany,NA,Bromeliaceae,NA,NA,Elvira Angela Gross,"Gross, E.A.",gross,aegorss,"[author note: Bromeliaceae; FR, HEID [Gross provided a portion of the data; mail on 4 Dec 1998]]",NA,plantae,NA,NA,NA,NA,NA,NA
2061,huh,ok,29313.0,"Gross, Rudolf",Rudolf Gross,Gross,Gross,Rudolf Gross,"Gross, Rudolf",NA,NA,Cyperaceae,NA,NA,Rudolf Gross,"Gross, R.",gross,gorrss,[author note: Cyperaceae] [collector note: Europe],NA,plantae,NA,NA,NA,NA,NA,NA
10745,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asteraceae?,NA,NA,NA,"Grostad, T.",grostad,NA,157.0,NA,plantae,NA,NA,NA,NA,NA,NA
11698,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equisetaceae?,NA,NA,NA,"Gruber, E.",gruber,NA,253.0,NA,plantae,NA,NA,NA,NA,NA,NA
832,huh,ok,27869.0,"Gruber, Rudolf",Rudolf Gruber,R. Gruber,R. Gruber,R. Gruber,"Gruber, Rudolf",Germany,Venezuela,Cactaceae,NA,NA,Rudolf Gruber,"Gruber, R.",gruber,begrrru,[author note: Cactaceae] [collector note: WU],NA,plantae,NA,NA,NA,NA,NA,NA
463,huh,ok,71154.0,"Gruezo, William Sm.",William Sm. Gruezo,Gruezo,Gruezo,Gruezo,"Gruezo, William Sm.",Philippines,NA,Asteraceae,NA,NA,William Sm. Gruezo,"Gruezo, W.S.",gruezo,egorsuwz,[author note: CAHUP: Philippine Asteraceae],NA,plantae,NA,NA,NA,NA,NA,NA
15348,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symplocaceae?,NA,NA,NA,"Gu, B.S.",gu,NA,182.0,NA,plantae,NA,NA,NA,NA,NA,NA
10449,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asteraceae?,NA,NA,NA,Guadalupe_cornejo_tenorio,guadalupe_cornejo_tenorio,NA,261.0,NA,plantae,NA,NA,NA,NA,NA,NA
9263,huh,ok,64227.0,"Guaglianone, Encarnaci¢n Rosa",NA,NA,NA,NA,NA,Argentina,NA,Cyperaceae,NA,NA,Encarnación Rosa Guaglianone,"Guaglianone, E.",guaglianone,aaeeggilnnou,"[author note: SI; Cyperaceae; Liliaceae; Phytolaccaceae] Example of Name Published: Ipheion dialystemon Guaglianone, Darwiniana 16: 800. 1971.",NA,plantae,NA,NA,NA,NA,NA,NA
9264,huh,ok,64227.0,"Guaglianone, Encarnaci¢n Rosa",NA,NA,NA,NA,NA,Argentina,NA,Liliaceae,NA,NA,Encarnación Rosa Guaglianone,"Guaglianone, E.",guaglianone,aaeeggilnnou,"[author note: SI; Cyperaceae; Liliaceae; Phytolaccaceae] Example of Name Published: Ipheion dialystemon Guaglianone, Darwiniana 16: 800. 1971.",NA,plantae,NA,NA,NA,NA,NA,NA
8988,huh,ok,64227.0,"Guaglianone, Encarnaci¢n Rosa",NA,NA,NA,NA,NA,Argentina,NA,Phytolaccaceae,NA,NA,Encarnación Rosa Guaglianone,"Guaglianone, E.",guaglianone,aaeeggilnnou,"[author note: SI; Cyperaceae; Liliaceae; Phytolaccaceae] Example of Name Published: Ipheion dialystemon Guaglianone, Darwiniana 16: 800. 1971.",NA,plantae,NA,NA,NA,NA,NA,NA
2050,huh,ok,64227.0,"Guaglianone, Encarnaci¢n Rosa",NA,NA,NA,NA,NA,Argentina,NA,Cyperaceae,NA,NA,Encarnación Rosa Guaglianone,"Guaglianone, E.R.",guaglianone,aaeeggilnnoru,"[author note: SI; Cyperaceae; Liliaceae; Phytolaccaceae] Example of Name Published: Ipheion dialystemon Guaglianone, Darwiniana 16: 800. 1971.",NA,plantae,NA,NA,NA,NA,NA,NA
4425,huh,ok,64227.0,"Guaglianone, Encarnaci¢n Rosa",NA,NA,NA,NA,NA,Argentina,NA,Liliaceae,NA,NA,Encarnación Rosa Guaglianone,"Guaglianone, E.R.",guaglianone,aaeeggilnnoru,"[author note: SI; Cyperaceae; Liliaceae; Phytolaccaceae] Example of Name Published: Ipheion dialystemon Guaglianone, Darwiniana 16: 800. 1971.",NA,plantae,NA,NA,NA,NA,NA,NA
4426,huh,ok,64227.0,"Guaglianone, Encarnaci¢n Rosa",NA,NA,NA,NA,NA,Argentina,NA,Phytolaccaceae,NA,NA,Encarnación Rosa Guaglianone,"Guaglianone, E.R.",guaglianone,aaeeggilnnoru,"[author note: SI; Cyperaceae; Liliaceae; Phytolaccaceae] Example of Name Published: Ipheion dialystemon Guaglianone, Darwiniana 16: 800. 1971.",NA,plantae,NA,NA,NA,NA,NA,NA
13174,gbif_GSG,to_check_median_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malvaceae?,NA,NA,NA,"Gual, M.",gual,NA,547.0,NA,plantae,NA,NA,NA,NA,NA,NA
7028,aspt,ok,NA,NA,NA,NA,NA,NA,NA,USA,NA,Poaceae,NA,NA,Gerald F. Guala,"Guala, G.F.",guala,aafgglu,Poaceae,NA,plantae,NA,NA,NA,NA,NA,NA
2239,huh,ok,27527.0,"Ye, Guang-han",Guang-Han Ye,G. H. Ye,G. H. Ye,G. H. Ye,"Ye, Guang-han",China,China,Poaceae,NA,NA,Guang-han Ye,"Guang-Han, Y.",guang-han,aagghnnuy,[author note: N: Poaceae] [collector note: N],NA,plantae,NA,NA,NA,NA,NA,NA
1407,huh,ok,4423.0,"Li, Guang-zhao",Guang Zhao Li,G. Z. Li,G. Z. Li,G. Z. Li,"Li, Guang-zhao",China,China,Hydrangeaceae,NA,NA,Guang-zhao Li,"Guang-Zhao, L.",guang-zhao,aagghlnouz,"[author note: IBK; Hydrangeaceae, Scrophulariaceae, Rhododendron] [collector note: IBK]",NA,plantae,NA,NA,NA,NA,NA,NA
3951,huh,ok,4423.0,"Li, Guang-zhao",Guang Zhao Li,G. Z. Li,G. Z. Li,G. Z. Li,"Li, Guang-zhao",China,China,Scrophulariaceae,NA,NA,Guang-zhao Li,"Guang-Zhao, L.",guang-zhao,aagghlnouz,"[author note: IBK; Hydrangeaceae, Scrophulariaceae, Rhododendron] [collector note: IBK]",NA,plantae,NA,NA,NA,NA,NA,NA
1408,huh,ok,4423.0,"Li, Guang-zhao",Guang Zhao Li,G. Z. Li,G. Z. Li,G. Z. Li,"Li, Guang-zhao",China,China,Hydrangeaceae,NA,NA,Guang-zhao Li,"Guang, Z.L.",guang,agglnuz,"[author note: IBK; Hydrangeaceae, Scrophulariaceae, Rhododendron] [collector note: IBK]",NA,plantae,NA,NA,NA,NA,NA,NA
3952,huh,ok,4423.0,"Li, Guang-zhao",Guang Zhao Li,G. Z. Li,G. Z. Li,G. Z. Li,"Li, Guang-zhao",China,China,Scrophulariaceae,NA,NA,Guang-zhao Li,"Guang, Z.L.",guang,agglnuz,"[author note: IBK; Hydrangeaceae, Scrophulariaceae, Rhododendron] [collector note: IBK]",NA,plantae,NA,NA,NA,NA,NA,NA
5815,rbh,ok,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,Bromeliaceae,NA,NA,Elidio Armando Exposto Guarçoni,"Guarconi, E.A.E.",guarconi,aaceeginoru,Bromeliaceae,NA,plantae,NA,NA,NA,NA,NA,NA
5943,rbh,ok,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,Sapindaceae,NA,NA,Germano Guarim Neto,"Guarim Neto, G.",guarim neto,aeggimnortu,Sapindaceae,NA,plantae,NA,NA,NA,NA,NA,NA
13040,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lentibulariaceae?,NA,NA,NA,"Guedes, F.M.",guedes,NA,257.0,NA,plantae,NA,NA,NA,NA,NA,NA
8497,rbh,ok,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,Magnoliopsida,class,NA,Maria Lenise Silva Guedes,"Guedes, M.L.",guedes,deeglmsu,81.0,NA,plantae,NA,NA,NA,NA,NA,NA
5804,rbh,ok,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,Magnoliopsida,class,NA,Maria Lenise Silva Guedes,"Guedes, M.L.S.",guedes,deeglmssu,Floristica (all families),NA,plantae,NA,NA,NA,NA,NA,NA
2604,huh,ok,62934.0,"Gemes Heras, Jaime","Guemes Heras, Jaime",Gemes,Gemes,J. Gemes Her.,"Gemes Heras, Jaime",Spain,NA,Cistaceae,NA,NA,Jaime Güemes Heras,"Guemes Heras, J.",heras,aeeeghjmrssu,"Research: Cistaceae; Scrophulariaceae; especially Antirrhineae; conservation biology of endangered species; Mediterranean flora. Example of Name Published: Fumana lacidulemiensis Gemes, Anales Jard. Bot. Madrid 50(2): 270. 1992",NA,plantae,NA,NA,NA,NA,NA,NA
4810,huh,ok,62934.0,"Gemes Heras, Jaime","Guemes Heras, Jaime",Gemes,Gemes,J. Gemes Her.,"Gemes Heras, Jaime",Spain,NA,Scrophulariaceae,NA,NA,Jaime Güemes Heras,"Guemes Heras, J.",heras,aeeeghjmrssu,"Research: Cistaceae; Scrophulariaceae; especially Antirrhineae; conservation biology of endangered species; Mediterranean flora. Example of Name Published: Fumana lacidulemiensis Gemes, Anales Jard. Bot. Madrid 50(2): 270. 1992",NA,plantae,NA,NA,NA,NA,NA,NA
1806,huh,ok,67190.0,"Guenard, Annette",Annette Guenard,A. Guenard,A. Guenard,A. Guenard,"Guenard, Annette",USA,NA,Orchidaceae,NA,NA,Annette Guenard,"Guenard, A.",guenard,aadegnru,[author note: Orchidaceae],NA,plantae,NA,NA,NA,NA,NA,NA
9383,wfoChecklistBank,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cactaceae,NA,NA,Pablo c. Guerrero,"Guerrero, P.C.",Guerrero,NA,NA,NA,plantae,NA,NA,NA,NA,NA,NA
8655,huh,ok,72120.0,"Cardenas de Guevara, Lourdes",Lourdes C rdenas de Guevara,L. C rdenas,L. C rdenas,L. C rdenas,"Cardenas de Guevara, Lourdes",Venezuela,NA,Fabaceae,NA,NA,Lourdes Cardenas de Guevara,"Guevara, L.",guevara,aaeglruv,42.0,NA,plantae,NA,NA,NA,NA,NA,NA
2759,huh,ok,72120.0,"Cardenas de Guevara, Lourdes",Lourdes C rdenas de Guevara,L. C rdenas,L. C rdenas,L. C rdenas,"Cardenas de Guevara, Lourdes",Venezuela,NA,Fabaceae,NA,NA,Lourdes Cardenas de Guevara,"Guevara, L.C.",guevara,aaceglruv,[author note: MY: Venezuelan Mimosaceae],NA,plantae,NA,NA,NA,NA,NA,NA
12341,gbif_GSG,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fagaceae?,NA,NA,NA,"Gugger, P.",gugger,NA,1739.0,NA,plantae,NA,NA,NA,NA,NA,NA
14960,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sapindaceae?,NA,NA,NA,"Gugger, P.",gugger,NA,271.0,NA,plantae,NA,NA,NA,NA,NA,NA
14300,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poaceae?,NA,NA,NA,"Guglieri, A.",guglieri,NA,423.0,NA,plantae,NA,NA,NA,NA,NA,NA
5940,rbh,ok,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,Magnoliopsida,class,NA,Frederico Augusto Guimarães Guilherme,"Guilherme, F.A.G.",guilherme,aeefgghilmru,Floristica (all families),NA,plantae,NA,NA,NA,NA,NA,NA
384,huh,ok,22672.0,"Giuliano, Daniel Alejandro",Daniel Alejandro Guiliano,Giuliano,Giuliano,D. A. Giuliano,"Giuliano, Daniel Alejandro",Argentina,Argentina,Asteraceae,NA,NA,Daniel Alejandro Giuliano,"Guiliano, D.A.",guiliano,aadgiilnou,[author note: Syst. Asteraceae] [collector note: LP],NA,plantae,NA,NA,NA,NA,NA,NA
2430,huh,ok,65326.0,"Guillen, Antonio",Antonio Guill‚n,Guill‚n,Guill‚n,Guill‚n,"Guillen, Antonio",Spain,NA,Rosaceae,NA,NA,Antonio Guillen,"Guillen, A.",guillen,aegillnu,[author note: Univ. Salamanca; Rosaceae],NA,plantae,NA,NA,NA,NA,NA,NA
2607,huh,ok,72256.0,"Lopez Guillen, Julio E.",Julio E. Lopez Guillen,Lopez Guillen,Lopez Guillen,Lopez Guillen,"Lopez Guillen, Julio E.",Peru,NA,Scrophulariaceae,NA,NA,Julio E. Lopez Guillen,"Guillen, J.E.L.",guillen,eegijlllnu,[author note: Herbarium and types: SMF. Scrophulariaceae],NA,plantae,NA,NA,NA,NA,NA,NA
10685,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asteraceae?,NA,NA,NA,"Guilliams, M.",guilliams,NA,170.0,NA,plantae,NA,NA,NA,NA,NA,NA
8513,huh,ok,50085.0,"Guimaraes, Paulo Jose Fernandes",P. Guimaraes,P. Guim.,P. Guim.,P. J. F. Guimaraes,"Guimaraes, Paulo Jose Fernandes",Brazil,Brazil,Melastomataceae,NA,NA,Paulo Jose Fernandes Guimaraes,Guimaraes,guimaraes,aaegimrsu,76.0,NA,plantae,NA,NA,NA,NA,NA,NA
8074,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraes, E.",guimaraes,aaeegimrsu,1586.0,NA,plantae,NA,NA,NA,NA,NA,NA
8769,rbh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,NA,Trigoniaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraes, E.",guimaraes,aaeegimrsu,28.0,NA,plantae,NA,NA,NA,NA,NA,NA
8794,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraes, E. .F.",guimaraes,aaeefgimrsu,25.0,NA,plantae,NA,NA,NA,NA,NA,NA
8868,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraes, E.F",guimaraes,aaeefgimrsu,19.0,NA,plantae,NA,NA,NA,NA,NA,NA
7269,herbaria,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Magnoliopsida,class,NA,Elsie Franklin Guimarães,"Guimaraes, E.F.",guimaraes,aaeefgimrsu,collector,NA,plantae,NA,NA,NA,NA,NA,NA
6112,rbh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,NA,Gentianaceae,NA,NA,Elsie Franklin Guimaraes,"Guimaraes, E.F.",guimaraes,aaeefgimrsu,Gentianaceae,NA,plantae,NA,NA,NA,NA,NA,NA
2047,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimaraes,"Guimaraes, E.F.",guimaraes,aaeefgimrsu,[author note: RB; Piperaceae] [collector note: RB],NA,plantae,NA,NA,NA,NA,NA,NA
6113,rbh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,NA,Piperaceae,NA,NA,Elsie Franklin Guimaraes,"Guimaraes, E.F.",guimaraes,aaeefgimrsu,Piperaceae,NA,plantae,NA,NA,NA,NA,NA,NA
8533,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraes, E.F.",guimaraes,aaeefgimrsu,68.0,NA,plantae,NA,NA,NA,NA,NA,NA
6114,rbh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,NA,Trigoniaceae,NA,NA,Elsie Franklin Guimaraes,"Guimaraes, E.F.",guimaraes,aaeefgimrsu,Trigoniaceae,NA,plantae,NA,NA,NA,NA,NA,NA
8784,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraes, F.",guimaraes,aaefgimrsu,26.0,NA,plantae,NA,NA,NA,NA,NA,NA
1620,huh,ok,50085.0,"Guimaraes, Paulo Jose Fernandes",P. Guimaraes,P. Guim.,P. Guim.,P. J. F. Guimaraes,"Guimaraes, Paulo Jose Fernandes",Brazil,Brazil,Melastomataceae,NA,NA,Paulo Jose Fernandes Guimaraes,"Guimaraes, P.",guimaraes,aaegimprsu,"[author note: Melastomataceae; UEC] [collector note: BM, F, UEC, US]",NA,plantae,NA,NA,NA,NA,NA,NA
1619,huh,ok,50085.0,"Guimaraes, Paulo Jose Fernandes",P. Guimaraes,P. Guim.,P. Guim.,P. J. F. Guimaraes,"Guimaraes, Paulo Jose Fernandes",Brazil,Brazil,Melastomataceae,NA,NA,Paulo Jose Fernandes Guimaraes,"Guimaraes, P.J.F.",guimaraes,aaefgijmprsu,"[author note: Melastomataceae; UEC] [collector note: BM, F, UEC, US]",NA,plantae,NA,NA,NA,NA,NA,NA
4126,huh,ok,50085.0,"Guimaraes, Paulo Jose Fernandes",Paulo Jose Fernandes Guimaraes,P. Guim.,P. Guim.,P. J. F. Guimaraes,"Guimaraes, Paulo Jose Fernandes",Brazil,Brazil,Melastomataceae,NA,NA,Paulo Jose Fernandes Guimaraes,"Guimaraes, P.J.F.",guimaraes,aaefgijmprsu,"[author note: Melastomataceae; UEC] [collector note: BM, F, UEC, US]",NA,plantae,NA,NA,NA,NA,NA,NA
13590,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae?,NA,NA,NA,"Guimaraes, R.F.",guimaraes,NA,259.0,NA,plantae,NA,NA,NA,NA,NA,NA
8477,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraes/, E.F.",guimaraes/,aaeefgimrsu,87.0,NA,plantae,NA,NA,NA,NA,NA,NA
8099,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraœes, E.",guimaraœes,aaeegimrsu,994.0,NA,plantae,NA,NA,NA,NA,NA,NA
8885,rbh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,NA,Trigoniaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraœes, E.",guimaraœes,aaeegimrsu,994.0,NA,plantae,NA,NA,NA,NA,NA,NA
8866,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"GuimarAœes, E.F",guimaraœes,aaeefgimrsu,11.0,NA,plantae,NA,NA,NA,NA,NA,NA
8065,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraœes, E.F.",guimaraœes,aaeefgimrsu,2159.0,NA,plantae,NA,NA,NA,NA,NA,NA
8867,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"GuimarAœes, E.F.",guimaraœes,aaeefgimrsu,61.0,NA,plantae,NA,NA,NA,NA,NA,NA
8676,rbh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,NA,Trigoniaceae,NA,NA,Elsie Franklin Guimarães,"Guimaraœes, E.F.",guimaraœes,aaeefgimrsu,38.0,NA,plantae,NA,NA,NA,NA,NA,NA
8869,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,NA,NA,Elsie Franklin Guimarães,"Gumaraes, E.F.",gumaraes,aaeefgmrsu,6.0,NA,plantae,NA,NA,NA,NA,NA,NA
9101,https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Chile,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,Hugo Gunckel,"Gunckel, H.",gunckel,ceghklnu,NA,NA,plantae,NA,NA,NA,NA,NA,NA
8887,aspt,ok,NA,NA,NA,NA,NA,NA,NA,Australia,NA,Amaryllidaceae,NA,NA,Bee F. Gunn,"Gunn, B.F.",gunn,bfgnnu,Asparagales,NA,plantae,NA,NA,NA,NA,NA,NA
6410,aspt,ok,NA,NA,NA,NA,NA,NA,NA,Australia,NA,Arecaceae,NA,NA,Bee F. Gunn,"Gunn, B.F.",gunn,bfgnnu,Arecaceae,NA,plantae,NA,NA,NA,NA,NA,NA
6411,aspt,ok,NA,NA,NA,NA,NA,NA,NA,Australia,NA,Asparagaceae,NA,NA,Bee F. Gunn,"Gunn, B.F.",gunn,bfgnnu,Asparagales,NA,plantae,NA,NA,NA,NA,NA,NA
1216,huh,ok,28761.0,"Gunn, Charles R.",Charles R. Gunn,C. R. Gunn,C. R. Gunn,C. R. Gunn,"Gunn, Charles R.",USA,USA,Fabaceae,NA,NA,Charles R. Gunn,"Gunn, C.R.",gunn,cgnnru,"[author note: BARC: seed and fruit morphology, especially Fabaceae, tropical drift disseminules] [collector note: BARC]",NA,plantae,NA,NA,NA,NA,NA,NA
7027,aspt,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,USA,NA,NA,NA,NA,Simon Gunner,"Gunner, S.",gunner,egnnrsu,"Nomenclature, Plant Ecology, Plant Conservation",NA,plantae,NA,NA,NA,NA,NA,NA
2786,huh,ok,79088.0,"Guo, Lan-Bin",Lan-Bin Guo,L. B. Guo,L. B. Guo,L. B. Guo,"Guo, Lan-Bin",China,NA,Saxifragaceae,NA,NA,Lan-Bin Guo,"Guo, L.",guo,glou,[author note: NMFC; Saxifragaceae of Inner Mongolia],NA,plantae,NA,NA,NA,NA,NA,NA
698,huh,ok,31119.0,"Guo, Rong-lin",Rong-Lin Guo,R. L. Guo,R. L. Guo,R. L. Guo,"Guo, Rong-lin",China,China,Brassicaceae,NA,NA,Rong-lin Guo,"Guo, R.",guo,goru,[author note: Herbarium and types: NAS. Brassicaceae] [collector note: NAS],NA,plantae,NA,NA,NA,NA,NA,NA
1460,huh,ok,24811.0,"Guo, Xin-Hu",Xin-Hu Guo,X. H. Guo,X. H. Guo,X. H. Guo,"Guo, Xin-Hu",China,China,Lamiaceae,NA,NA,Xin-Hu Guo,"Guo, X.",guo,goux,"[author note: ANUB; Bryophytes, Lamiaceae, Scrophulariaceae] [collector note: ANUB]",NA,plantae,NA,NA,NA,NA,NA,NA
3998,huh,ok,24811.0,"Guo, Xin-Hu",Xin-Hu Guo,X. H. Guo,X. H. Guo,X. H. Guo,"Guo, Xin-Hu",China,China,Scrophulariaceae,NA,NA,Xin-Hu Guo,"Guo, X.",guo,goux,"[author note: ANUB; Bryophytes, Lamiaceae, Scrophulariaceae] [collector note: ANUB]",NA,plantae,NA,NA,NA,NA,NA,NA
2144,huh,ok,74472.0,"Gupta, B. K.",B. K. Gupta,B. K. Gupta,B. K. Gupta,B. K. Gupta,"Gupta, B. K.",India,NA,Poaceae,NA,NA,B. K. Gupta,"Gupta, B.K.",gupta,abgkptu,[author note: Poaceae],NA,plantae,NA,NA,NA,NA,NA,NA
2642,huh,ok,82026.0,"Sengupta, G.",G. Sen Gupta,Sengupta,Sengupta,Sengupta,"Sengupta, G.",India,NA,Solanaceae,NA,NA,G. Sengupta,"Gupta, G.S.",gupta,aggpstu,"[author note: CAL; Solanaceae, floras of Bhutan and E Madhya Pradesh]",NA,plantae,NA,NA,NA,NA,NA,NA
10093,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asparagaceae?,NA,NA,NA,"Guralnick, R.",guralnick,NA,167.0,NA,plantae,NA,NA,NA,NA,NA,NA
5871,rbh,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,NA,NA,NA,Sérgio Gusmão,"Gusmao, S.",gusmao,agmossu,NA,NA,plantae,NA,NA,NA,NA,NA,NA
5213,huh,ok,43075.0,"Gustafsson, Claes","Gustafsson, C.",C. Gustaffson,C. Gust.,C. Gustafsson,"Gustafsson, Claes",Sweden,Bolivia; Colombia; Ecuador; French Guiana; Guatemala; Guyana; Norway; Sweden,Clethraceae,NA,NA,Claes Gustafsson,"Gustafsson, C.",gustafsson,acfgnossstu,"[author note: GB; Clethraceae, Rubiaceae [Gustafsson provided a portion of the data on 26 Oct 2000]] [collector note: BRG, CAY, COL, GB, GUAY, LPB, MO, NY, QCA, QCNE, S, UVAL [Gustafsson provided a portion of the data on 26 Oct 2000]]",NA,plantae,NA,NA,NA,NA,NA,NA
