order,source,status,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,tax,tax.rank,tax.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs,tax.kingdom,tax.phylum,tax.class,tax.order,email,orcid,raw_data
10014,gbif_GSG,exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arecaceae?,NA,NA,NA,", G.J.-J.",-j.,NA,153.0,NA,plantae,NA,NA,NA,NA,NA,NA
15701,gbif_GSG,exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,Violaceae?,NA,NA,NA,", P.-S.J.",",",NA,238.0,NA,plantae,NA,NA,NA,NA,NA,NA
13236,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malvaceae?,NA,NA,NA,""" Junior, A.C.P.",""" junior",NA,264.0,NA,plantae,NA,NA,NA,NA,NA,NA
15310,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solanaceae?,NA,NA,NA,""" Junior, A.C.P.",""" junior",NA,170.0,NA,plantae,NA,NA,NA,NA,NA,NA
8385,flora_neotropica,ok,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moraceae,family,"Moreae, Artocarpeae, Dorstenia, Olmedieae, Brosimeae",Cornelis C. Berg,"""Berg, C.C.","""berg",bccegr,132.0,NA,plantae,NA,NA,NA,NA,NA,NA
8825,aspt,ok,1532.0,"Berry, Paul Edward","Berry, P. E.",P. E. Berry,P. E. Berry,P. E. Berry,"Berry, Paul Edward",USA,NA,Euphorbiaceae,family,"Euphorbia, Croton",Paul Edward Berry,"""Berry, P.E.","""berry",beeprry,22.0,NA,plantae,NA,NA,NA,NA,NA,NA
8414,huh,ok,65658.0,"Grimes, James Walter",James W. Grimes,J. W. Grimes,J. W. Grimes,J. W. Grimes,"Grimes, James Walter",USA,NA,Fabaceae,family,NA,James Walter Grimes,"""Grimes, J.W.","""grimes",egijmrsw,116.0,NA,plantae,NA,NA,NA,NA,NA,NA
8863,huh,ok,19808.0,"Guimaraes, Elsie Franklin",Elsie Franklin Guimaraes,E. F. Guimaraes,E. F. Guimar.,E. F. Guimaraes,"Guimaraes, Elsie Franklin",Brazil,Brazil,Piperaceae,family,NA,Elsie Franklin Guimarães,"""Guimaraes, E.F.","""guimaraes",aaeefgimrsu,14.0,NA,plantae,NA,NA,NA,NA,NA,NA
8096,aspt,ok,2447.0,"Kirkbride, Joseph Harold, Jr.",Joseph Harold Kirkbride Junior,J. H. Kirkbride,J. H. Kirkbr.,J. H. Kirkbride,"Kirkbride, Joseph Harold, Jr.",USA,NA,Rubiaceae,family,NA,Joseph Harold Kirkbride Junior,"""Kirkbride Junior, J.H.","""kirkbride junior",bdehiiijjkknorrru,1022.0,NA,plantae,NA,NA,NA,NA,NA,NA
14462,gbif_GSG,ok,2447.0,"Kirkbride, Joseph Harold, Jr.",Joseph Harold Kirkbride Junior,J. H. Kirkbride,J. H. Kirkbr.,J. H. Kirkbride,"Kirkbride, Joseph Harold, Jr.",USA,NA,Rubiaceae,family,NA,Joseph Harold Kirkbride Junior,"""kirkbride Junior, J.H.","""kirkbride junior",NA,1008.0,NA,plantae,NA,NA,NA,NA,NA,NA
4921,huh,ok,74776.0,"Rico, Maria de Lourdes","""Lulu""",L. Rico,L. Rico,L. Rico,"Rico, Maria de Lourdes",NA,NA,Fabaceae,family,Mimosaceae,Maria de Lourdes Rico,"""lulu""","""lulu""",lluu,[author note: K; Mimosaceae],NA,plantae,NA,NA,NA,NA,NA,NA
8205,huh,ok,3467.0,"Maas, Paulus Johannes Maria","Maas, P. J. M.",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Annonaceae,family,NA,Paulus Johannes Maria Maas,"""Maas, P.J.M.","""maas",aajmmps,318.0,NA,plantae,NA,NA,NA,NA,NA,NA
9824,gbif_GSG,ok,3467.0,"Maas, Paulus Johannes Maria","Maas, P. J. M.",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Annonaceae,family,NA,Paulus Johannes Maria Maas,"""maas, P.J.M.","""maas",NA,182.0,NA,plantae,NA,NA,NA,NA,NA,NA
8503,huh,ok,4802.0,"Mori, Scott A.","Mori, S. A.",S. A. Mori,S. A. Mori,S. A. Mori,"Mori, Scott A.",USA,Brazil; USA; Venezuela,Lecythidaceae,family,NA,Scott A. Mori,"""Mori, S.A.","""mori",aimors,79.0,NA,plantae,NA,NA,NA,NA,NA,NA
8824,flora_neotropica,ok,NA,NA,NA,NA,NA,NA,NA,United Kingdom,NA,Caryocaraceae,family,NA,Ghillean T. Prance,"""Prance, G.T.","""prance",acegnprt,22.0,NA,plantae,NA,NA,NA,NA,NA,NA
14239,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Piperaceae?,NA,NA,NA,"A. Campos, V.",a. campos,NA,264.0,NA,plantae,NA,NA,NA,NA,NA,NA
12651,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fagaceae?,NA,NA,NA,"A. Flores, M.",a. flores,NA,157.0,NA,plantae,NA,NA,NA,NA,NA,NA
10096,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asparagaceae?,NA,NA,NA,"A. Garcia, M.",a. garcia,NA,165.0,NA,plantae,NA,NA,NA,NA,NA,NA
9975,gbif_GSG,ok,50469.0,"Henderson, Andrew James",Andrew Henderson,A. J. Henderson,A.J.Hend.,A. J. Henderson,"Henderson, Andrew James",Colombia; Ecuador; USA,Venezuela,Arecaceae,NA,NA,Andrew James Henderson,"A. Henderson, N.Y.",a. henderson,NA,397.0,NA,plantae,NA,NA,NA,NA,NA,NA
13728,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onagraceae?,NA,NA,NA,"A. Novelo, R.",a. novelo,NA,283.0,NA,plantae,NA,NA,NA,NA,NA,NA
13011,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lauraceae?,NA,NA,NA,"A. Ponce, V.",a. ponce,NA,256.0,NA,plantae,NA,NA,NA,NA,NA,NA
13166,gbif_GSG,to_check_median_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malvaceae?,NA,NA,NA,"A. Ponce, V.",a. ponce,NA,611.0,NA,plantae,NA,NA,NA,NA,NA,NA
15186,gbif_GSG,to_check_median_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solanaceae?,NA,NA,NA,"A. Rodriguez, C.",a. rodriguez,NA,600.0,NA,plantae,NA,NA,NA,NA,NA,NA
15731,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zamiaceae?,NA,NA,NA,"A., P.V.P.","a. ,",NA,319.0,NA,plantae,NA,NA,NA,NA,NA,NA
9882,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apocynaceae?,NA,NA,NA,"A.j.m. Leeuwenberg, W.A.G.",a. j.,NA,361.0,NA,plantae,NA,NA,NA,NA,NA,NA
12921,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamiaceae?,NA,NA,NA,"Aaf, M.",aaf,NA,230.0,NA,plantae,NA,NA,NA,NA,NA,NA
8914,https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,Lone Aagesen,"Aagesen, L.",aagesen,aaeeglns,NA,NA,plantae,NA,NA,NA,NA,NA,NA
10615,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asteraceae?,NA,NA,NA,"Aaron, H.",aaron,NA,188.0,NA,plantae,NA,NA,NA,NA,NA,NA
12895,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamiaceae?,NA,NA,NA,"Aaron, H.",aaron,NA,299.0,NA,plantae,NA,NA,NA,NA,NA,NA
11248,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caprifoliaceae?,NA,NA,NA,"Aas, W.H.E.",aas,NA,154.0,NA,plantae,NA,NA,NA,NA,NA,NA
13094,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lythraceae?,NA,NA,NA,"Aas, W.H.E.",aas,NA,153.0,NA,plantae,NA,NA,NA,NA,NA,NA
15467,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urticaceae?,NA,NA,NA,"Aas, W.H.E.",aas,NA,207.0,NA,plantae,NA,NA,NA,NA,NA,NA
13375,gbif_GSG,to_check_median_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melastomataceae?,NA,NA,NA,"Aau, E.C.",aau,NA,694.0,NA,plantae,NA,NA,NA,NA,NA,NA
9968,gbif_GSG,to_check_median_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arecaceae?,NA,NA,NA,"Aau, H.B.",aau,NA,567.0,NA,plantae,NA,NA,NA,NA,NA,NA
14359,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygonaceae?,NA,NA,NA,"Aau, J.B.",aau,NA,175.0,NA,plantae,NA,NA,NA,NA,NA,NA
13508,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myricaceae?,NA,NA,NA,"Aau, S.L.",aau,NA,180.0,NA,plantae,NA,NA,NA,NA,NA,NA
13406,gbif_GSG,ok,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melastomataceae,NA,NA,Susanne S. Renner,"Aau, S.S.R.",aau,NA,301.0,NA,plantae,NA,NA,NA,NA,NA,NA
15162,gbif_GSG,ok,NA,NA,NA,NA,NA,NA,NA,NA,NA,Siparunaceae,NA,NA,Susanne S. Renner,"Aau, S.S.R.",aau,NA,194.0,NA,plantae,NA,NA,NA,NA,NA,NA
12828,gbif_GSG,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamiaceae?,NA,NA,NA,"Abair, A.",abair,NA,2350.0,NA,plantae,NA,NA,NA,NA,NA,NA
12215,gbif_GSG,to_check_median_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphorbiaceae?,NA,NA,NA,"Abascal, J.P.",abascal,NA,509.0,NA,plantae,NA,NA,NA,NA,NA,NA
8915,https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA,Delia Abbiatti,"Abbiatti, D.",abbiatti,aabbdiitt,NA,NA,plantae,NA,NA,NA,NA,NA,NA
7859,herbaria,ok,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygalaceae,NA,NA,J. Richard Abbott,"Abbott, J.",abbott,abbjott,146.0,NA,plantae,NA,NA,NA,NA,NA,NA
7858,herbaria,ok,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygalaceae,NA,NA,J. Richard Abbott,"Abbott, J.R.",abbott,abbjortt,146.0,NA,plantae,NA,NA,NA,NA,NA,NA
2410,huh,ok,43612.0,"Abdallah, Moustafa Sayed-Ahmed",Moustafa Sayed-Ahmed Abdallah,Abdallah,Abdallah,M. S.-A. Abdallah,"Abdallah, Moustafa Sayed-Ahmed",Egypt,Egypt,Resedaceae,NA,NA,Moustafa Sayed-Ahmed Abdallah,"Abdallah, M.S.",abdallah,aaabdhllms,"Example of Name Published: Convolvulus austroaegyptiacus Abdallah & Sa'ad in Acta Bot. Neerl. 15: 190. 1966. Dates: 8 April 1918 to 22 October 2001. [author note: Cultivated plants; Egyptian flora; Resedaceae] [collector note: CAI, CAIM]",NA,plantae,NA,NA,NA,NA,NA,NA
8741,huh,ok,14187.0,"Abdul-Salim, Kobinah",T. Christopher Flores,Abdul-Salim,NA,K. Abdul-Salim,"Abdul-Salim, Kobinah",USA,Costa Rica; Gabon; Madagascar; USA,Clusiaceae,NA,NA,Kobinah Abdul-Salim,Abdul-Salim,abdul-salim,aabdillmsu,30.0,NA,plantae,NA,NA,NA,NA,NA,NA
995,huh,ok,14187.0,"Abdul-Salim, Kobinah","Abdul-Salim, K.",Abdul-Salim,NA,K. Abdul-Salim,"Abdul-Salim, Kobinah",USA,Costa Rica; Gabon; Madagascar; USA,Clusiaceae,NA,NA,Kobinah Abdul-Salim,"Abdul-Salim, K.",abdul-salim,aabdikllmsu,"[author note: Harvard Univ. Herbaria, NY Bot. Gard.; Clusiaceae] [collector note: A, MO, US]",NA,plantae,NA,NA,NA,NA,NA,NA
3488,huh,ok,14187.0,"Abdul-Salim, Kobinah",Kobinah Abdul-Salim,Abdul-Salim,NA,K. Abdul-Salim,"Abdul-Salim, Kobinah",USA,Costa Rica; Gabon; Madagascar; USA,Clusiaceae,NA,NA,Kobinah Abdul-Salim,"Abdul-Salim, K.",abdul-salim,aabdikllmsu,"[author note: Harvard Univ. Herbaria, NY Bot. Gard.; Clusiaceae] [collector note: A, MO, US]",NA,plantae,NA,NA,NA,NA,NA,NA
3489,huh,ok,14187.0,"Abdul-Salim, Kobinah",Thomas Christopher Flores,Abdul-Salim,NA,K. Abdul-Salim,"Abdul-Salim, Kobinah",USA,Costa Rica; Gabon; Madagascar; USA,Clusiaceae,NA,NA,Kobinah Abdul-Salim,"Abdul-Salim, K.",abdul-salim,aabdikllmsu,"[author note: Harvard Univ. Herbaria, NY Bot. Gard.; Clusiaceae] [collector note: A, MO, US]",NA,plantae,NA,NA,NA,NA,NA,NA
3491,huh,ok,14187.0,"Abdul-Salim, Kobinah",T. Christopher Flores,Abdul-Salim,NA,K. Abdul-Salim,"Abdul-Salim, Kobinah",USA,Costa Rica; Gabon; Madagascar; USA,Clusiaceae,NA,NA,Kobinah Abdul-Salim,"Abdul-Salim, K.",abdul-salim,aabdikllmsu,"[author note: Harvard Univ. Herbaria, NY Bot. Gard.; Clusiaceae] [collector note: A, MO, US]",NA,plantae,NA,NA,NA,NA,NA,NA
1573,huh,ok,68596.0,"Abdullaeva, M. N.",M. N. Abdullaeva,M. N. Abdullaeva,M. N. Abdull.,M. N. Abdullaeva,"Abdullaeva, M. N.",Uzbekistan,NA,Malvaceae,NA,NA,M. N. Abdullaeva,"Abdullaeva, M.N.",abdullaeva,aaabdellmnuv,[author note: Herbarium and types: TASH. Malvaceae],NA,plantae,NA,NA,NA,NA,NA,NA
14932,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sapindaceae?,NA,NA,NA,"Abell, P.",abell,NA,315.0,NA,plantae,NA,NA,NA,NA,NA,NA
15625,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viburnaceae?,NA,NA,NA,"Abell, P.",abell,NA,246.0,NA,plantae,NA,NA,NA,NA,NA,NA
747,huh,ok,17467.0,"Abraham, Wolf-Rainer",Wolf-Rainer Abraham,W. R. Abraham,W. R. Abraham,W. R. Abraham,"Abraham, Wolf-Rainer",Germany,Brazil,Cactaceae,NA,NA,Wolf-Rainer Abraham,"Abraham, W.",abraham,aaabhmrw,[author note: Cactaceae] [collector note: COELN. Collections cited 'CWRA'],NA,plantae,NA,NA,NA,NA,NA,NA
6943,aspt,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,USA,NA,NA,NA,NA,R. Shawn Abrahams,"Abrahams, R.S.",abrahams,aaabhmrrss,"Phylogenomics, hybridization, convergent evolution, and polyploidy.",NA,plantae,NA,NA,NA,NA,NA,NA
10424,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asteraceae?,NA,NA,NA,"Abramova, L.A.",abramova,NA,282.0,NA,plantae,NA,NA,NA,NA,NA,NA
10855,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betulaceae?,NA,NA,NA,"Abramova, L.A.",abramova,NA,387.0,NA,plantae,NA,NA,NA,NA,NA,NA
11693,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equisetaceae?,NA,NA,NA,"Abramova, L.A.",abramova,NA,266.0,NA,plantae,NA,NA,NA,NA,NA,NA
11820,gbif_GSG,to_check_median_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ericaceae?,NA,NA,NA,"Abramova, L.A.",abramova,NA,502.0,NA,plantae,NA,NA,NA,NA,NA,NA
12720,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grossulariaceae?,NA,NA,NA,"Abramova, L.A.",abramova,NA,162.0,NA,plantae,NA,NA,NA,NA,NA,NA
14125,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinaceae?,NA,NA,NA,"Abramova, L.A.",abramova,NA,204.0,NA,plantae,NA,NA,NA,NA,NA,NA
14781,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salicaceae?,NA,NA,NA,"Abramova, L.A.",abramova,NA,200.0,NA,plantae,NA,NA,NA,NA,NA,NA
13786,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxalidaceae?,NA,NA,NA,"Abreu, M.C.",abreu,NA,418.0,NA,plantae,NA,NA,NA,NA,NA,NA
7985,herbaria,ok,NA,NA,NA,NA,NA,NA,NA,Brazil,Rio de Janeiro,Theaceae,NA,NA,Marco Antonio Palomares Accardo Filho,"Accardo Filho, M.A.P.",accardo filho,aaaccdfhilmoopr,117.0,NA,plantae,NA,NA,NA,NA,NA,NA
12096,gbif_GSG,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ericaceae?,NA,NA,NA,"Ace, L.V.L.F.",ace,NA,181.0,NA,plantae,NA,NA,NA,NA,NA,NA
9079,herbaria,ok,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,Araceae,NA,NA,Amparo R. Acebey,Acebey,acebey,abceey,62.0,NA,plantae,NA,NA,NA,NA,NA,NA
7219,herbaria,ok,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,Araceae,NA,NA,Amparo R. Acebey,"Acebey, A.",acebey,aabceey,62.0,NA,plantae,NA,NA,NA,NA,NA,NA
7220,herbaria,ok,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,Araceae,NA,NA,Amparo R. Acebey,"Acebey, A.R.",acebey,aabceery,62.0,NA,plantae,NA,NA,NA,NA,NA,NA
6435,aspt,ok,NA,NA,NA,NA,NA,NA,NA,Spain,NA,Cyperaceae,NA,NA,Carmen Acedo,"Acedo, C.",acedo,accdeo,Cyperaceae.,NA,plantae,NA,NA,NA,NA,NA,NA
6436,aspt,ok,NA,NA,NA,NA,NA,NA,NA,Spain,NA,Poaceae,NA,NA,Carmen Acedo,"Acedo, C.",acedo,accdeo,Poaceae,NA,plantae,NA,NA,NA,NA,NA,NA
8249,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro","Acevedo, Pedro",Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,Acevedo,acevedo,acdeeov,246.0,NA,plantae,NA,NA,NA,NA,NA,NA
4773,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro","Acevedo San Martin, Pedro",Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo San Martin, P.",martin,aaacdeeimnnoprstv,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
15095,gbif_GSG,ok,13678.0,"Acevedo-Rodriguez, Pedro",Acevedo-Rodriguez,Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rdgz, P.",acevedo-rdgz,NA,158.0,NA,plantae,NA,NA,NA,NA,NA,NA
15062,gbif_GSG,ok,13678.0,"Acevedo-Rodriguez, Pedro",Acevedo-Rodriguez,Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rdgz., P.",acevedo-rdgz.,NA,180.0,NA,plantae,NA,NA,NA,NA,NA,NA
14969,gbif_GSG,ok,13678.0,"Acevedo-Rodriguez, Pedro",Acevedo-Rodriguez,Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodr, P.",acevedo-rodr,NA,247.0,NA,plantae,NA,NA,NA,NA,NA,NA
4775,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro",Acevedo-Rodriguez,Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,Acevedo-Rodriguez,acevedo-rodriguez,acddeeegioorruvz,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
4772,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro","Acevedo San Martin, Pedro",Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P.",acevedo-rodriguez,acddeeegiooprruvz,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
4774,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro",Acevedo-Rodriguez,Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P.",acevedo-rodriguez,acddeeegiooprruvz,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
4776,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro","Acevedo-Rodriguez, P.",Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P.",acevedo-rodriguez,acddeeegiooprruvz,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
4777,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro",P. Acevedo,Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P.",acevedo-rodriguez,acddeeegiooprruvz,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
4779,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro","Acevedo, Pedro",Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P.",acevedo-rodriguez,acddeeegiooprruvz,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
12237,gbif_GSG,dont_check,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphorbiaceae?,NA,NA,NA,"Acevedo-Rodriguez, P.B.I.-N.M.O.N.H.U.S.",acevedo-rodriguez,NA,332.0,NA,plantae,NA,NA,NA,NA,NA,NA
14521,gbif_GSG,dont_check,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rubiaceae?,NA,NA,NA,"Acevedo-Rodriguez, P.B.I.-N.M.O.N.H.U.S.",acevedo-rodriguez,NA,286.0,NA,plantae,NA,NA,NA,NA,NA,NA
14848,gbif_GSG,ok,13678.0,"Acevedo-Rodriguez, Pedro","Acevedo, Pedro",Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P.B.I.-N.M.O.N.H.U.S.",acevedo-rodriguez,NA,2321.0,NA,plantae,NA,NA,NA,NA,NA,NA
4778,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro",P. Acevedo,Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo, P.",acevedo,acdeeopv,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
4780,huh,ok,13678.0,"Acevedo-Rodriguez, Pedro","Acevedo, Pedro",Acevedo-Rodriguez,Acev.-Rodr.,P. Acevedo-Rodriguez,"Acevedo-Rodriguez, Pedro",Brazil; USA,Brazil; Ecuador; Mexico; Peru; USA; Virgin Islands (USA),Sapindaceae,NA,NA,Pedro Acevedo-Rodriguez,"Acevedo, P.",acevedo,acdeeopv,"[author note: US; Sapindaceae, Caribbean flora] [collector note: FTG, NY, US]",NA,plantae,NA,NA,NA,NA,NA,NA
9092,https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Chile,to_check_low_priority,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA,Rebeca Acevedo,"Acevedo, R.",acevedo,acdeeorv,NA,NA,plantae,NA,NA,NA,NA,NA,NA
9080,aspt,ok,NA,NA,NA,NA,NA,NA,NA,"USA, Bolivia",NA,Myristicaceae,NA,NA,Serena Isabel Achá,"Acha, S.I.",acha,NA,Myristicaceae,NA,plantae,NA,NA,NA,NA,NA,NA
