"","name","decimallongitude","decimallatitude","city","country","address","source","type","geocoding.precision.m","geocoding.issue","geocoding.source","inside.ptoected.area.WDPAID","pais"
"7243","Prittlewell Priory Museum",0.6987,51.5562,"Southend-on-Sea","GBR",NA,"grbioorg","Museum",1000,NA,"HF",NA,"United Kingdom"
"7244","Prittlewell Priory Museum, Southend-on-Sea Borough Council",0.70515,51.55369,"Southend-On-Sea","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"7247","Programa Nacional de Regionalizacion, Ministerio de Agricultura y Ganaderia, Departamento de Ecologia",-78.489,-0.1932,"Quito","ECU",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Ecuador"
"7251","Provincial Museum",3.5,51.1897,NA,"CAN",NA,"grbioorg","Museum",10,NA,"automatic",NA,"Canada"
"7252","Provincial Museum Division, The Rooms Corporation of Newfoundland and Labradortural History Unit",-52.707,47.5653,"St John'S","CAN","285 Duckworth Street, St John s, Newfoundland, Canada A1C 1G9","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"7253","Provincial Museum of Alberta",-113.4893,53.5467,NA,"CAN",NA,"grbioorg","Museum",1000,NA,"NW",NA,"Canada"
"7256","Pskov State University, Faculty of Geography, Department of Botany",28.351,57.8148,"Pskov","RUS",NA,"indexherbariorum","Herbarium",1000,NA,"CD",206011,"Russia"
"7258","Public Library, Malvern Urban District Council",-79.21628,43.80816,"Malvern","CAN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"7259","Public Museum",NA,NA,NA,"CAN",NA,"grbioorg","Museum",NA,NA,"StS",NA,"Canada"
"7260","Public Museum and Art Gallery, St John s Place",NA,NA,"Hastings","GBR",NA,"grbioorg","Museum",NA,NA,"HF",NA,"United Kingdom"
"7261","Public Museum and Art Gallery, St John s Place, Hastings Borough Council",0.5711,50.8563,"Hastings","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"7262","Public Museum of Grand Rapids",-85.6767,42.9655,NA,"USA",NA,"grbioorg","Museum",1000,NA,"NW",NA,"United States"
"7264","Public Reference Library, Rotherham Naturalists Society",NA,NA,"Rotherham","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"7265","Public University of Navarre Herbarium service, Dept. of Natural Environment Sciences, University of Navarre",-1.6366,42.8004,"Navarra","ESP","Edificio El Sario, Campus de Arrosadia","GBIF","Herbarium",1000,NA,"RS",NA,"Spain"
"7266","Pugachev Regional Museum",NA,NA,NA,"RUS",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Russia"
"7268","Pumat National Park, Scientific Section",104.8491,19.0676,"Con Cuong District","VNM",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",478289,"Vietnam"
"7272","Punjabi University, Botany Department",77.2112,28.6885,"Patiala","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"7273","Purbakala Archaeological Museum",110.8344,-7.4556,"Bali","IDN",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Indonesia"
"7277","Purdue University, Department of Botany and Plant Pathology",-86.917,40.4229,"West Lafayette","USA",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"United States"
"7278","Purwodadi Botanic Garden",112.7377,-7.79634,"Pasuruan","IDN",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Indonesia"
"7281","Puslinch House",-4.0141,50.3406,"Yealmpton","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",20626,"United Kingdom"
"7282","Putnam Museum of History and Natural Science",-90.6022,41.5311,"Davenport","USA",NA,"grbioorg","Museum",1000,NA,"TA",NA,"United States"
"7283","Putnam Museum of History and Natural Sciencetural History Department",-90.60227,41.53143,"Davenport","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7286","Qatar National Museum",51.5493,25.2866,"Doha","QAT",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Qatar"
"7291","Qiqihar Teachers College, Biology Department",123.92891,47.35395,"Qiqihar","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",95475,"China"
"7293","Quaid-I-Azam University, Biological Sciences Department",73.1381,33.74622,"Islamabad","PAK",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Pakistan"
"7294","Quarryhill Botanical Garden",-122.51,38.3756,"Glen Ellen","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"7295","Quarryhill Botanical Garden",-122.51194,38.37526,"Glen Ellen","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"7296","Queen Ethelburga s School",-1.2929,54.0272,"Harrogate","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"7298","Queen Mary College, School of Biological Sciences",-0.04216,51.52342,"London","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"7301","Queen s Gardens, College of Higher Education, Humberside County Counciltural Science Department",NA,NA,"Kingston Upon Hull","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"7304","Queen s University, Biology Department",-76.4915,44.2266,"Kingston","CAN",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Canada"
"7305","Queen s University, Botany Department",-76.4913,44.2265,"Belfast","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"7306","Queen Sirikit Botanic Garden",98.8608,18.8988,"Chiang Mai","THA","Mai Rim-Samoeng Road","indexherbariorum","Herbarium",10,NA,"automatic",8044,"Thailand"
"7308","Queen Victoria Memorial Museum",NA,NA,NA,"ZWE",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Zimbabwe"
"7309","Queen Victoria Museum",147.1335,-41.4376,NA,"AUS",NA,"grbioorg","Museum",10,NA,"automatic",NA,"Australia"
"7310","Queen Victoria Museum and Art Gallery",147.1405,-41.4279,"Launceston","AUS",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Australia"
"7311","Queen Victoria Museum and Art Gallery",147.1337,-41.4377,"Launceston","AUS",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Australia"
"7312","Queens Park",168.35491,-46.40267,"Invercargill","NZL",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"New Zealand"
"7313","Queensland Department of Agriculture and Fisheries",153.03,-27.4956,"Dutton Park","AUS","DAFF Level 2C East, Ecosciences Precinct, Basement 3 Loading Dock off Joe Baker Street","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Australia"
"7316","Queensland Herbarium",152.976,-27.4764,"Brisbane","AUS",NA,"grbioorg","Herbarium",1000,NA,"TA",NA,"Australia"
"7317","Queensland Herbarium, Department of Science, Information Technology, Innovation and the Arts",152.9727,-27.4756,"Brisbane","AUS",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Australia"
"7319","Queensland Museum",153.018,-27.4728,"Brisbane","AUS",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Australia"
"7320","Queensland Museum, Brisbane",153.0273,-27.4685,"South Brisbane","AUS","Queensland Museum Grey Street","grbioorg","Museum",10,NA,"automatic",NA,"Australia"
"7322","Queenstown Museum",NA,NA,NA,"ZAF",NA,"grbioorg","Museum",NA,NA,"NW",NA,"South Africa"
"7325","Qur anic Botanic Garden",51.41657,25.33469,"Doha","QAT",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Qatar"
"7328","R G Kar Medical College, Botany Department",88.37826,22.60464,"Kolkata","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"7329","R L McGregor Herbarium",-95.2497,38.9573,"Lawrence","USA","University of Kansas, Campus West 2045 Constant Ave","grbioorg","Herbarium",10,NA,"automatic",NA,"United States"
"7331","R M Bohart Museum of Entomology",-121.7527,38.5354,"Davis","USA","1124 Academic Surge Building","grbioorg","Museum",10,NA,"StS",NA,"United States"
"7332","Radcliffe Literary and Scientific Society Museum",NA,NA,"Radcliffe","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"7334","Radford University, Biology Department",-80.5545,37.1381,"Radford","USA","Norwood Street","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"7337","Radley College",-1.24943,51.69253,"Abingdon","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"7338","Raffles Museum of Biodiversity Research",103.7777,1.2971,NA,"SGP",NA,"grbioorg","Museum",1000,NA,"AH",NA,"Singapore"
"7343","Ramsey Public Library",-74.1468,41.0557,"Ramsey","IMN",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"Isle of Man"
"7344","Rancho Santa Ana Botanic Garden",-117.7148,34.1102,"Claremont","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7346","Rancho Santa Ana Botanic Garden - Seed Bank",-117.71482,34.11023,"Claremont","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"7348","Randolph College, Biology Department",-79.1744,37.4413,"Lynchburg","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"7350","Ratcliffe College",-0.1388,51.5155,"Leicester","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"7354","RB Gonzales Museum of Natural History",NA,NA,"Dumaguete City","PHL",NA,"GBIF","Museum",NA,NA,"RS",NA,"Philippines"
"7355","Reading Museum and Archive Service",-0.9699,51.457,"Reading","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"7356","Reading Public Museum",-75.95135,40.32734,"Reading","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7358","Real Jardin Botanico",-3.6911,40.4111,"Madrid","ESP","Claudio Moyano 1","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Spain"
"7360","Real Jardin Botanico Juan Carlos I",-3.3441,40.5051,"Alcal de Henares","ESP",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Spain"
"7361","Real Jardin Botanico Juan Carlos I",-3.34201,40.50606,"Alcal de Henares","ESP",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Spain"
"7362","Real Jardin Botanico, CSIC",-3.69113,40.41111,"Madrid","ESP",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Spain"
"7364","Red House Museum",-1.7763,50.7325,"Christchurch","GBR",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United Kingdom"
"7365","Red House Museum, Hampshire County Museums Service",-1.77629,50.73252,"Christchurch","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"7368","Redpath Museum",-73.5775,45.5043,"Montreal","CAN",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Canada"
"7370","Reed College, Biology Department",-122.63037,45.48098,"Portland","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7374","Regensburgische Botanische Gesellschaft",NA,NA,"Regensburg","DEU",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"Germany"
"7378","Regional Center for Tropical Biology, SEAMEO-BIOTROP",106.8249,-6.6358,"Bogor","IDN","Southeast Asian Regional Centre for Tropical Biology, Jalan Raya Tajur Km 6","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Indonesia"
"7381","Regional Historical Museum in Pleven",24.6182,43.4044,"Pleven","BGR",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Bulgaria"
"7388","Reliquae Aaronsohnianae",NA,NA,"Zichron-Yaakov","ISR",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"Israel"
"7391","Repton School, Biology Department",-1.5548,52.8402,"Repton","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"7392","Republic Nature Museum of Uzbekistan",NA,NA,"Tashkent","UZB",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Uzbekistan"
"7397","Research Center for the Conservation of Natural Resources (University) and Phu An Botanic Gardens",NA,NA,"Phu An Village","VNM","124, Route 744","indexherbariorum","Herbarium",NA,NA,"JA",NA,"Vietnam"
"7398","Research Center of Agricultural and Natural Resources Kurdistan Province",NA,NA,"Sanandaj","IRN",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"Iran"
"7399","Research Centre for Biology, Botany Division",106.848,-6.4913,"Cibinong","IDN",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Indonesia"
"7411","Research Institute of Forests and Rangelands, Botanical Department",NA,NA,"Tehran","IRN","Tehran-Karaj Highway, Km 18","indexherbariorum","Herbarium",NA,NA,"JA",NA,"Iran"
"7415","Research Institute of Resource Insects, International Fungal Research  Development Centre",NA,NA,"Kunming","CHN",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"China"
"7416","Research Museum of Zoology, Southern Illinois University at Carbondale",-89.2186,37.7132,NA,"USA",NA,"grbioorg","Museum",1000,NA,"NW",NA,"United States"
"7417","Reserva Ecologica do IBGE",-47.868,-15.9466,"Braslia","BRA","Instituto Brasileiro de Geografia e Estatstica - Reserva Ecolgica do IBGE, BR 251 (Rodovia Braslia-Una), Km 0","indexherbariorum","Herbarium",1000,NA,"JA",351841,"Brazil"
"7419","Reserva Natural da Vale",-40.0825,-19.3052,"Linhares","BRA","BR Highway 101, Km 120 N","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Brazil"
"7424","Reserva Rio Guaycuyacu",NA,NA,"Quito","ECU",NA,"BCGI","Botanic_garden",NA,NA,"VZ",NA,"Ecuador"
"7426","Resource Management Support Center",NA,NA,"Kumasi","GHA",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Ghana"
"7429","Rhodes College, Biology Department",-89.98929,35.15508,"Memphis","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7432","Rhodes University, Botany Department",26.5135,-33.3135,"Grahamstown","ZAF",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"South Africa"
"7433","Richmond Marine Fossils Museum",143.1413,-20.7286,NA,"AUS",NA,"grbioorg","Museum",1000,NA,"NW",NA,"Australia"
"7434","Richmond Naturalists Field Club",NA,NA,"Richmond","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"7435","Richter Museum of Natural History",-73.974,40.7813,"Green Bay","USA",NA,"GBIF","Museum",10,NA,"automatic",NA,"United States"
"7438","Rinay Malacofauna Museum",NA,NA,"Baku","AZE",NA,"wikipedia","Museum",NA,NA,"CD",NA,"Azerbaijan"
"7439","Ringve Botanical Garden",10.4535,63.4471,"Trondheim","NOR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Norway"
"7441","Rio Grande Botanic Garden",-106.67955,35.0933,"Albuquerque","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"7442","Rio Palenque Science Center",NA,NA,"Santo Domingo De Los Colorados","ECU","Road from Santo Domingo de los Colorados to Quevedo, Km 47","indexherbariorum","Herbarium",NA,NA,"JA",NA,"Ecuador"
"7443","Ripon Mechanics Institute",-1.4959,54.0929,"Ripon","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"7446","Roanoke College, Biology Department",-80.0561,37.2977,"Salem","USA",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"7447","Rob  Bessie Welder Wildlife Foundation",-97.44203,28.12111,"Sinton","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7449","Robert A Vines Environmental Science Center",-95.51483,29.78228,"Houston","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7450","Robert B Ferguson Museum of Mineralogy",-97.1357,49.8119,"Manitoba","CAN",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Canada"
"7451","Robert Dick Museum Library",NA,NA,"Thurso","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"7452","Robert K Godfrey Herbarium, Florida State University",-84.2902,30.4441,"Tallahassee","USA","R. K. Godfrey Herbarium Department of Biological Science Florida State University","grbioorg","Herbarium",10,NA,"automatic",NA,"United States"
"7453","Robinson-Winter Museum of Natural History",NA,NA,"Fresno","USA",NA,"grbioorg","Museum",NA,NA,"StS",NA,"United States"
"7454","Rochdale Equitable Pioneers Memorial Museum",NA,NA,"Rochdale","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"7455","Rochdale Field Naturalists Society",NA,NA,"Rochdale","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"7456","Rochdale Museum Service",NA,NA,"Rochdale","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"CD",NA,"United Kingdom"
"7458","Rochester Academy of Science, Botany Section",-77.5881,43.1525,"Rochester","USA","Rochester Museum & Science Center, 657 East Avenue, Rochester, New York 14607-2177","indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"7459","Rochester Public Museum",-92.46254,44.04023,"Rochester","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7463","Rocky Mountain Forest and Range Experiment Station",-111.8037,41.747,"Albuquerque","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7464","Rocky Mountain Herbarium, Fungi",-105.5845,41.314,NA,"USA",NA,"grbioorg","Herbarium",10,NA,"MA",NA,"United States"
"7470","Rocky Mountain Research Station",-113.9829,46.8593,"Missoula","USA","800 East Beckwith Avenue, University of Montana Campus","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7471","Rocky Mountain Research Station",-114.09288,46.9263,"Missoula","USA","800 East Beckwith Avenue, University of Montana Campus","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7472","Rocky Mountain Research Station, Shrub Sciences Laboratory",-111.64997,40.24345,"Provo","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7473","Rocky Mountain Research Station, Southwest Forest Science Complex",-111.8037,41.747,"Flagstaff","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"7474","Rocky Mountain Research Station, USDA Forest Service",-117.0025,46.7237,"Boise","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7475","Rocky Mountain Research Station, USDA Forest Service",-117.0025,46.7237,"Flagstaff","USA","note","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"7477","Roemer Pelizaeus Museum Hildesheim",9.9441,52.1494,NA,"DEU",NA,"grbioorg","Museum",10,NA,"StS",NA,"Germany"
"7479","Roger Williams Park, Museum of Natural History",-71.4132,41.7868,"Providence","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"7480","Rogow Arboretum of Warsaw University of Life Sciences",19.90377,51.8258,"Rogw","POL",NA,"BCGI","Botanic_garden",10,NA,"automatic",31673,"Poland"
"7484","Roseraie du Val-de-Marne",2.3352,48.7762,"L'Hay-Les-Roses","FRA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"France"
"7485","Roseraie du Val-de-Marne",2.3346,48.7763,"L'Hay-Les-Roses","FRA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"France"
"7488","Rostov State University, Botanical Garden",39.7048,47.2198,"Rostov-On-Don","RUS",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Russia"
"7489","Rotterdam Zoological and Botanical Gardens",4.44914,51.92735,"Rotterdam","NLD",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Netherlands"
"7490","Rowley s House Museum",-1.142,52.6308,"Shrewsbury","GBR",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United Kingdom"
"7491","Rowley s House Museum, Shrewsbury and Atcham Borough Council Museums Service",-2.7548,52.707,"Shrewsbury","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"7492","Royal Academy",-0.1398,51.5096,"Inverness","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United Kingdom"
"7493","Royal Agricultural College",-1.99465,51.70932,"Cirencester","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",20599,"United Kingdom"
"7494","Royal Albert Memorial Museum",-3.5325,50.7252,"Exeter","GBR",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United Kingdom"
"7495","Royal Albert Memorial Museum",-3.5325,50.7252,NA,"GBR",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United Kingdom"
"7496","Royal Albert Memorial Museum, Leisure and Tourism Department",-3.53247,50.72518,"Exeter","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"7497","Royal Alberta Museum",-113.4946,53.5491,"Edmonton","CAN",NA,"grbioorg","Museum",1000,NA,"HF",NA,"Canada"
"7498","Royal Alberta Museum, Botany Programme",-113.4878,53.5458,"Edmonton","CAN",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Canada"
