order,source,family,family.obs,full.name1,tdwg.name
2555,huh,Salicaceae,NA,Neng Chao,"Chao, N."
2556,huh,Salicaceae,NA,Ramon Cuevas G.,"Ramon, C.G."
2557,huh,Salicaceae,NA,Ramon Cuevas G.,"Cuevas G., R."
2558,huh,Salicaceae,NA,Rudolf Goerz,"Goerz, R."
2559,huh,Salicaceae,NA,Karl Otto von Seemen,"Seemen, K.O."
2560,huh,Salicaceae,NA,Robert Desmond Meikle,"Meikle, R.D."
2561,huh,Salicaceae,NA,Shi-dong Zhao,"Zhao, S."
2562,huh,Salicaceae,NA,Shi-Lin Tung,"Tung, S."
2563,huh,Santalaceae,NA,Jill Maria Macklin,"Macklin, J.M."
2564,huh,Arecaceae,NA,Jean-Jacques de Granville,"Granville, J."
2565,huh,Arecaceae,NA,Jean-Jacques de Granville,"De Granville, J.J."
2566,huh,Sapindaceae,NA,Fredericus Arnoldus Constantin Basil Adema,"Adema, F.A.C.B."
2567,huh,Sapindaceae,NA,Fredericus Arnoldus Constantin Basil Adema,"Adema, F."
2568,huh,Sapindaceae,NA,B. Etman,"Etman, B."
2569,huh,Sapindaceae,NA,Hans T. Beck,"Beck, H.T."
2570,huh,Pandanaceae,NA,Martin Wilhelm Callmander,"Callmander, M.W."
2571,huh,Sapindaceae,NA,Rubens Luiz Gayoso Coelho,"Coelho, R.L.G."
2572,huh,Fabaceae,Mimosaceae,David Stanley Seigler,"Seigler, D.S."
2573,huh,Sapindaceae,NA,María Silvia Ferrucci,"Ferrucci, M.S."
2574,huh,Sapindaceae,NA,Genise Vieira Somner,"Somner, G.V."
2575,huh,Sapotaceae,NA,Anderson Alves-Araújo,"Alves-Araujo, A."
2576,huh,Sapotaceae,NA,C. E. N. Ewango,"Ewango, C.E.N."
2577,huh,Sapotaceae,NA,Paul P. K. Chai,"Chai, P.P.K."
2578,huh,Sapotaceae,NA,Gustav Holle,"Holle, G."
2579,huh,Sapotaceae,NA,Terence Dale Pennington,"Pennington, T.D."
2580,huh,Sapotaceae,NA,Terence Dale Pennington,"J. R. Pennington, T.D."
2581,huh,Sapotaceae,NA,Joan T. Pereira,"Pereira, J.T."
2582,huh,Sapotaceae,NA,P. C. Yii,"Yii, P.C."
2583,huh,Sterculiaceae,NA,R. David Whetstone,"Whetstone, R.D."
2584,huh,Sapotaceae,NA,Willem (Willen) Vink,"Vink, W."
2585,huh,Scrophulariaceae,NA,Anne Ronse,"Ronse, A."
2586,huh,Scrophulariaceae,NA,Britt Snogerup,"Snogerup, B."
2587,huh,Scrophulariaceae,NA,Rimo Carlo Felice Bacigalupi,"Bacigalupi, R.C.F."
2588,huh,Scrophulariaceae,NA,Rimo Carlo Felice Bacigalupi,"Bacigalupi, R.C."
2589,huh,Scrophulariaceae,NA,Cecil John Saldanha,"Saldanha, C.J."
2590,huh,Scrophulariaceae,NA,Cecil John Saldanha,"Saldanha, F.C.J."
2591,huh,Apiaceae,NA,Tsan Iang Chuang,"Chuang, T.I."
2592,huh,Scrophulariaceae,NA,David A. Sutton,"Sutton, D.A."
2593,huh,Scrophulariaceae,NA,David Diaz-Miranda,"Diaz-Miranda, D."
2594,huh,Scrophulariaceae,NA,Dimitri Hartl,"Hartl, D."
2595,huh,Scrophulariaceae,NA,David M. Thompson,"Thompson, D.M."
2596,huh,Scrophulariaceae,NA,Vilhelm Dalgaard,"Dalgaard, V."
2597,huh,Scrophulariaceae,NA,Elizabeth Chase Neese,"Neese, E.C."
2598,huh,Scrophulariaceae,NA,Wayne J. Elisens,"Elisens, W.J."
2599,huh,Simaroubaceae,NA,Edwino S. Fernando,"Fernando, E.S."
2600,huh,Scrophulariaceae,NA,Francis Whittier Pennell,"Pennell, F.W."
2601,huh,Cistaceae,NA,Jaime Güemes Heras,"Heras, J.G."
2602,huh,Cistaceae,NA,Jaime Güemes Heras,"Guemes Heras, J."
2603,huh,Scrophulariaceae,NA,Lawrence Ray Heckard,"Heckard, L.R."
2604,huh,Scrophulariaceae,Penstemon,Noel Herman Holmgren,"Holmgren, N.H."
2605,huh,Scrophulariaceae,NA,Julio E. Lopez Guillen,"Guillen, J.E.L."
2606,huh,Scrophulariaceae,NA,Kim E. Steiner,"Steiner, K.E."
2607,huh,Scrophulariaceae,NA,M. S. Knjasev,"Knjasev, M.S."
2608,huh,Scrophulariaceae,NA,Robert Reid Mill,"Mill, R.R."
2609,huh,Scrophulariaceae,NA,Ulf Molau,"Molau, U."
2610,huh,Scrophulariaceae,NA,Richard Joshua Shaw,"Shaw, R.J."
2611,huh,Scrophulariaceae,NA,Robert Kingston Vickery,"Vickery, R.K."
2612,huh,Scrophulariaceae,NA,Robert Kingston Vickery,"Vickery Junior, R.K."
2613,huh,Scrophulariaceae,NA,Vinicius Castro Souza,"Souza, V.C."
2614,huh,Scrophulariaceae,NA,Takasi (Takashi) Yamazaki,"Yamazaki, T."
2615,huh,Simaroubaceae,NA,Edivani Villaron Franceschinelli,"Franceschinelli, E.V."
2616,huh,Simaroubaceae,NA,Jose Rubens Pirani,"Pirani, J.R."
2617,huh,Simaroubaceae,NA,Jose Rubens Pirani,"Pirani, J."
2618,huh,Solanaceae,NA,Maria de Fátima Agra,"Agra, M.F."
2619,huh,Solanaceae,NA,Rita de Cássia Almeida-Lafetá,"Almeida-Lafeta, R.C."
2620,huh,Solanaceae,NA,Rita de Cássia Almeida-Lafetá,"Lafeta, Rita"
2621,huh,Solanaceae,NA,Marisa Matesevach,"Matesevach, M."
2622,huh,Solanaceae,NA,Marisa Matesevach,"Matesevach, A.M."
2623,huh,Solanaceae,NA,Gregory Joseph Anderson,"Anderson, G.J."
2624,huh,Solanaceae,NA,Gregory Joseph Anderson,"Anderson, G."
2625,huh,Solanaceae,NA,Toshio Ando,"Ando, T."
2626,huh,Solanaceae,NA,Carmen E. Benítez de Rojas,"Rojas, C.E.B."
2627,huh,Solanaceae,NA,Carmen E. Benítez de Rojas,"Benitez, C.E."
2628,huh,Solanaceae,Lycium,Gabriel Bernardello,"Bernardello, G."
2629,huh,Solanaceae,Lycium,Gabriel Bernardello,"Bernardello, L.M."
2630,huh,Solanaceae,NA,Lynn A. Bohs,"Bohs, L.A."
2631,huh,Solanaceae,NA,Carlos M. Ochoa,"Ochoa, C.M."
2632,huh,Solanaceae,NA,Lucia d'Avila Freire de Carvalho,"Carvalho, L.A.F."
2633,huh,Solanaceae,NA,Lucia d'Avila Freire de Carvalho,"Carvalho, L.D.F."
2634,huh,Solanaceae,NA,Denise E. Costich,"Costich, D.E."
2635,huh,Solanaceae,NA,William Gerald D'Arcy,"D'arcy, W.G."
2636,huh,Solanaceae,Lycianthes,Ellen A. Dean,"Dean, E.A."
2637,huh,Solanaceae,Lycianthes,Ellen A. Dean,"Dean, E."
2638,huh,Solanaceae,Capsicum,William Hardy Eshbaugh,"Eshbaugh, W.H."
2639,huh,Solanaceae,NA,G. Sengupta,"Sengupta, G."
2640,huh,Solanaceae,NA,G. Sengupta,"Gupta, G.S."
2641,huh,Solanaceae,NA,Jan Peter Knudsen Hjerting,"Hjerting, J.P.K."
2642,huh,Solanaceae,Physalis,Janet R. Sullivan,"Sullivan, J.R."
2643,huh,Solanaceae,NA,Philip D. Jenkins,"Jenkins, P.D."
2644,huh,Solanaceae,NA,Karina Lezama Escobedo,"Escobedo, K.L."
2645,huh,Solanaceae,Solanum,Sandra Diane Knapp,"Knapp, S.D."
2646,huh,Solanaceae,NA,V. S. Lechnovich,"Lechnovich, V.S."
2647,huh,Solanaceae,NA,Tommie Earl Lockwood,"Lockwood, T.E."
2648,huh,Solanaceae,NA,Michael Dennis Whalen,"Whalen, M.D."
2649,huh,Solanaceae,NA,Mary Kathryn Whitson,"Whitson, M.K."
2650,huh,Solanaceae,NA,Mary Kathryn Whitson,"Whitson, M."
2651,huh,Arecaceae,NA,Flemming Skov,"Skov, F."
2652,huh,Solanaceae,NA,Thomas Mione,"Mione, T."
2653,huh,Stemonuraceae,NA,Melanie Schori,"Schori, M."
2654,huh,Tamaricaceae,NA,B. de Martis,"Martis, B."
2655,huh,Tamaricaceae,NA,B. de Martis,Bmartis
2656,huh,Theaceae,NA,Anna Lisa Weitzman,"Weitzman, A.L."
2657,huh,Theaceae,NA,Bruce Monroe Bartholomew,"Bartholomew, B.M."
2658,huh,Theaceae,NA,Fan-An Zeng,"Zeng, F."
2659,huh,Theaceae,NA,S. S. Wang,"Wang, S.S."
2660,huh,Hymenophyllaceae,NA,Carlos Alfredo Sánchez Villaverde,"Villaverde, C.A.S."
2661,huh,Thymelaeaceae,NA,Gerard Guy Aymonin,"Aymonin, G.G."
2662,huh,Thymelaeaceae,NA,Bo Hagard Peterson,"Peterson, B.H."
2663,huh,Thymelaeaceae,NA,Bo Hagard Peterson,"Peterson, B."
2664,huh,Thymelaeaceae,NA,Toshio Hamaya,"Hamaya, T."
2665,huh,Thymelaeaceae,NA,Lorin Ives Nevling,"Nevling, L.I."
2666,huh,Elaeagnaceae,NA,Yi-xin Lu,"Yi-Xin, L."
2667,huh,Thymelaeaceae,NA,Zachary Scott Rogers,"Rogers, Z.S."
2668,huh,Turneraceae,Piriqueta,Maria Mercedes Arbo,"Arbo, M.M."
2669,huh,Ulmaceae,NA,Zong-Xiu Li,"Zong-Xiu, L."
2670,huh,Urticaceae,NA,Billy Dan Hinton,"Hinton, B.D."
2671,huh,Velloziaceae,NA,Renato de Mello-Silva,"Mello-Silva, R."
2672,huh,Verbenaceae,NA,Sandy Atkins,"Atkins, S."
2673,huh,Verbenaceae,NA,Isora Baro Oviedo,"Oviedo, I.B."
2674,huh,Verbenaceae,NA,Isora Baro Oviedo,"Baro, I.O."
2675,huh,Verbenaceae,NA,Silvia Margarita Botta,"Botta, S.M."
2676,huh,Verbenaceae,NA,Chien P'ei,"P'ei, C."
2677,huh,Tiliaceae,NA,P. Daniel,"Daniel, P."
2678,huh,Verbenaceae,NA,Rogier Petrus Johannes de Kok,"Kok, R.P.J."
2679,huh,Verbenaceae,NA,Rogier Petrus Johannes de Kok,"De Kok, R.P.J."
2680,huh,Verbenaceae,NA,Harold Norman Moldenke,"Moldenke, H.N."
2681,huh,Liliaceae,NA,Zoltan Kereszty,"Kereszty, Z."
2682,huh,Liliaceae,NA,Zoltan Kereszty,"Zereszty, Z."
2683,huh,Verbenaceae,NA,Ray E. Umber,"Umber, R.E."
2684,huh,Violaceae,NA,B. B. Pramanik,"Pramanik, B.B."
2685,huh,Trapaeolaceae,NA,Benkt Sparre,"Sparre, B."
2686,huh,Violaceae,NA,D. M. Fabijan,"Fabijan, D.M."
2687,huh,Plumbaginaceae,NA,Matthias Erben,"Erben, M."
2688,huh,Violaceae,NA,William Henri Alphonse Marie Hekking,"Hekking, W.H.A.M."
2689,huh,Violaceae,NA,William Henri Alphonse Marie Hekking,"Hekking, W.H.A."
2690,huh,Violaceae,NA,Juliana Paula-Souza,"Paula-Souza, J."
2691,huh,Violaceae,NA,Landon E. McKinney,"Mckinney, L.E."
2692,huh,Violaceae,NA,R. John Little,"Little, R.J."
2693,huh,Vitaceae,NA,Abdul Latiff,"Latiff, A."
2694,huh,Vitaceae,NA,Barry L. Comeaux,"Comeaux, B.L."
2695,huh,Vitaceae,NA,Barry L. Comeaux,"Comeaux, B."
2696,huh,Vitaceae,NA,Betsy Rivers Jackes,"Jackes, B.R."
2697,huh,Vitaceae,NA,Betsy Rivers Jackes,"Betsy Rivers Jackes, P."
2698,huh,Vochysiaceae,NA,Luis Marcano-Berti,"Marcano-Berti, L."
2699,huh,Winteraceae,NA,Frederick Bruce Sampson,"Sampson, F.B."
2700,huh,Cycadaceae,NA,Andrés(Andrew) Peter Vovides,"Vovides, A.P."
2701,huh,Zamiaceae,NA,Lutgarda González Géigel,"Geigel, L.G."
2702,huh,Zingiberaceae,NA,Chong-Keat Lim,"Lim, C."
2703,huh,Zingiberaceae,NA,Chong-Keat Lim,"Lim, D.C."
2704,huh,Zingiberaceae,NA,Chatchai Ngamriabsakul,"Ngamriabsakul, C."
2705,huh,Zingiberaceae,NA,Sen-Jen Chen,"Chen, S."
2706,huh,Zingiberaceae,NA,Daniel Hanbury,"Hanbury, D."
2707,huh,Zingiberaceae,NA,H. Nagamasu,"Nagamasu, H."
2708,huh,Zingiberaceae,NA,John Michael Lock,"Lock, J.M."
2709,huh,Zingiberaceae,NA,Thaya Jenjittikul,"Jenjittikul, T."
2710,huh,Zingiberaceae,NA,Kyle Joseph Williams,"Williams, K.J."
2711,huh,Zingiberaceae,NA,S. H. Khaw,"Khaw, S.H."
2712,huh,Zingiberaceae,NA,V. Lamxay,"Lamxay, V."
2713,huh,Zingiberaceae,NA,Rosemary Margaret Smith,"Smith, R.M."
2714,huh,Zingiberaceae,NA,Surapon Saensouk,"Saensouk, S."
2715,huh,Zingiberaceae,NA,S. Sakai,"Sakai, S."
2716,huh,Myrsinaceae,NA,Zhen-Yin Zhu,"Zhu, Z."
2717,huh,Zygophyllaceae,NA,Mohammed Nabil El Hadidi,"Hadidi, M.N.E."
2718,huh,Zygophyllaceae,NA,Ying Xing (Xin) Liou,"Liou, Y.X."
2719,huh,Zygophyllaceae,NA,Ying Xing (Xin) Liou,"Liou, Y."
2720,huh,Leguminosae,NA,Carroll Emory Wood,"Wood, C.E."
2721,huh,Leguminosae,NA,Charles Monod de Froideville,"Froideville, C.M."
2722,huh,Leguminosae,NA,Donald Richard Windler,"Windler, D.R."
2723,huh,Leguminosae,NA,Giovanna De Martino,"Martino, G."
2724,huh,Fabaceae,NA,Gwilym Peter Lewis,"Lewis, G.P."
2725,huh,Leguminosae,NA,Ivan Christian Nielsen,"Nielsen, I.C."
2726,huh,Cycadaceae,NA,John Richard Maconochie,"Maconochie, J.R."
2727,huh,Fabaceae,Caesalpinioideae,Robert Carl Koeppen,"Koeppen, R.C."
2728,huh,Fabaceae,Caesalpinioideae,Robert Carl Koeppen,"Koeppen, R."
2729,huh,Myrsinaceae,NA,Luis Carlos Bernacci,"Bernacci, L.C."
2730,huh,Myrsinaceae,NA,Cyrus Longworth Lundell,"Lundell, C.L."
2731,huh,Myrsinaceae,NA,Cristina Mercedes Panfet Valdés,"Valdes, C.M.P."
2732,huh,Myrsinaceae,NA,Cristina Mercedes Panfet Valdés,"Panfet, C."
2733,huh,Myrsinaceae,NA,John James Pipoly,"Pipoly, J.J."
2734,huh,Myrsinaceae,NA,John James Pipoly,"John James Pipoly, III"
2735,huh,Myrsinaceae,NA,Jon M. Ricketson,"Ricketson, J.M."
2736,huh,Myrsinaceae,NA,Marisa Otegui,"Otegui, M."
2737,huh,Myrsinaceae,NA,Timothy Michael Arthur Utteridge,"Utteridge, T.M.A."
2738,huh,Myrsinaceae,NA,Yuen-Po Yang,"Yang, Y."
2739,huh,Myrsinaceae,NA,Yuen-Po Yang,"Yuen-Po yang, M.Y."
2740,huh,Salicaceae,NA,Mac Haverson Alford,"Alford, M.H."
2741,huh,Salicaceae,NA,David E. Lemke,"Lemke, D.E."
2742,huh,Salicaceae,NA,Savanmoly Hul,"Hul, S."
2743,huh,Sterculiaceae,NA,Lisa C. Barnett,"Barnett, L.C."
2744,huh,Sterculiaceae,NA,Carmen Lelia Cristobal,"Cristobal, C.L."
2745,huh,Sterculiaceae,NA,Hsiang-Hao Hsue,"Hsue, H."
2746,huh,Sterculiaceae,NA,Jameson Henry Seyani,"Seyani, J.H."
2747,huh,Sterculiaceae,NA,Jerome K. Munzinger,"Munzinger, J.K."
2748,huh,Sterculiaceae,NA,K. C. Malick,"Malick, K.C."
2749,huh,Tiliaceae,NA,Willem Meijer,"Meijer, W."
2750,huh,Sterculiaceae,NA,Olivier Pascal,"Pascal, O."
2751,huh,Sterculiaceae,NA,Song-Jun Xu,"Song-Jun, X."
2752,huh,Hydrophyllaceae,NA,Nephi Duane Atwood,"Atwood, N.D."
2753,huh,Hydrophyllaceae,NA,Jennifer Ann Moyer,"Moyer, J.A."
2754,huh,Fabaceae,Mimosaceae,Maria de Lourdes Rico,"Rico, M.L."
2755,huh,Fabaceae,Mimosaceae,Maria de Lourdes Rico,"Rico, L."
2756,huh,Mimosaceae,NA,Christine J. Niezgoda,"Niezgoda, C.J."
2757,huh,Fabaceae,NA,Lourdes Cardenas de Guevara,"Guevara, L.C."
2758,huh,Fabaceae,Stryphnodendron,Elena Maria de Lamare Occhioni,"Occhioni, E.M.L."
2759,huh,Mimosaceae,NA,Helen Collingwood Hopkins,"Hopkins, H.C."
2760,huh,Mimosaceae,NA,Helen Collingwood Hopkins,"Hopkins, H.C.F."
2761,huh,Mimosaceae,NA,Jean Francois Villiers,"Villiers, J.F."
2762,huh,Mimosaceae,NA,Jorge León,"Leon, J."
2763,huh,Mimosaceae,NA,Melissa A. Luckow,"Luckow, M.A."
2764,huh,Fabaceae,Mimosaceae,Odile Poncy,"Poncy, O."
2765,huh,Mimosaceae,NA,Sergio Zarate Pedroche,"Pedroche, S.Z."
2766,huh,Arecaceae,NA,Larry Ronald Noblick,"Noblick, L.R."
2767,huh,Malvaceae,Bombacoideae,Peter Edward Gibbs,"Gibbs, P.E."
2768,huh,Fabaceae,Caesalpinioideae,Edson Paula Nunes,"Nunes, E.P."
2769,huh,Fabaceae,Caesalpinioideae,Julie Ann Hawkins,"Hawkins, J.A."
2770,huh,Fabaceae,Caesalpinioideae,Supee Saksuwan Larsen,"Larsen, S.S."
2771,huh,Asteraceae,NA,Roy Curtiss Brown,"Brown, R.C."
2772,huh,Asteraceae,NA,Frances G. Davies,"Davies, F.G."
2773,huh,Asteraceae,NA,Karl August Otto Hoffmann,"Hoffmann, K.A.O."
2774,huh,Asteraceae,NA,John Braybrooke Marshall,"Marshall, J.B."
2775,huh,Asteraceae,NA,James C. Parks,"Parks, J.C."
2776,huh,Theophrastaceae,NA,Bertil Stahl,"Stahl, B."
2777,huh,Arecaceae,NA,Émile Deplanche,"Deplanche, E."
2778,huh,Saxifragaceae,NA,Brij Mohan Wadhwa,"Wadhwa, B.M."
2779,huh,Saxifragaceae,NA,Barbara Greene Shipes,"Shipes, B.G."
2780,huh,Saxifragaceae,NA,George W. Burns,"Burns, G.W."
2781,huh,Saxifragaceae,NA,Douglas E. Soltis,"Soltis, D.E."
2782,huh,Saxifragaceae,NA,Elizabeth Fortson Wells,"Wells, E.F."
2783,huh,Saxifragaceae,NA,Richard John Gornall,"Gornall, R.J."
2784,huh,Saxifragaceae,NA,Lan-Bin Guo,"Guo, L."
2785,huh,Saxifragaceae,NA,Jin-tang Pan,"Pan, J."
2786,huh,Orobanchaceae,NA,Alexander Gilli,"Gilli, A."
2787,huh,Orobanchaceae,NA,Michael Jaames Yates Foley,"Foley, M.J.Y."
2788,huh,Orobanchaceae,NA,John F. Hays,"Hays, J.F."
2789,huh,Orobanchaceae,NA,Yu-Chuan Ma,"Yu-Chuan, M."
2790,huh,Apiaceae,NA,Arthur O. Tucker,"Tucker, A.O."
2791,huh,Apiaceae,NA,Clyde Ritchie Bell,"Bell, C.R."
2792,huh,Apiaceae,NA,Margaret Joy Cannon,"Cannon, M.J."
2793,huh,Apiaceae,NA,Norman H. Dill,"Dill, N.H."
2794,huh,Apiaceae,NA,Erwin F. Evert,"Evert, E.F."
2795,huh,Apiaceae,NA,Michel A. Farille,"Farille, M.A."
2796,huh,Apiaceae,NA,Felipe Garcia-Martin,"Garcia-Martin, F."
2797,huh,Apiaceae,NA,Felipe Garcia-Martin,"Martin, F.G."
2798,huh,Apiaceae,NA,Gerfried Horand Leute,"Leute, G.H."
2799,huh,Apiaceae,NA,Gregory M. Plunkett,"Plunkett, G.M."
2800,huh,Apiaceae,NA,Xing-jin He,"Xing-Jin, H."
2801,huh,Apiaceae,NA,Isamu Matsuura Hiroe,"Hiroe, I.M."
2802,huh,Apiaceae,NA,Jenifer M. Lamond,"Lamond, J.M."
2803,huh,Apiaceae,NA,Xin Hua Li,"Xin, H.L."
2804,huh,Bromeliaceae,NA,Robert William Read,"Read, R.W."
2805,huh,Apiaceae,NA,Michael Georgievich Pimenov,"Pimenov, M.G."
2806,huh,Apiaceae,NA,Ömer Saya,"Saya, O."
2807,huh,Apiaceae,NA,T. A. Ostroumova,"Ostroumova, T.A."
2808,huh,Apiaceae,NA,Ping-li Wang,"Wang, P."
2809,huh,Apiaceae,NA,Sheng-Li Pan,"Pan, S."
2810,huh,Apiaceae,NA,Ze-hui Pan,"Pan, Z."
2811,huh,Apiaceae,NA,Thompson D. Pizzalato,"Pizzalato, T.D."
2812,huh,Arecaceae,NA,Roger William Sanders,"Sanders, R.W."
2813,huh,Apiaceae,NA,Santiago Silvestre Domingo,"Domingo, S.S."
2814,huh,Apiaceae,NA,Wolfram Schultze-Motel,"Schultze-Motel, W."
2815,huh,Apiaceae,NA,Tieh-Seng Wang,"Wang, T."
2816,huh,Apiaceae,NA,You-ping Wang,"Wang, Y."
2817,huh,Dioscoreaceae,NA,Chih-Chi Ting,"Ting, C."
2818,huh,Dioscoreaceae,NA,Chih-Chi Ting,"Ting, C.C."
2819,huh,Ranunculaceae,NA,A. N. Luferov,"Luferov, A.N."
2820,huh,Ranunculaceae,NA,Bryan Eugene Dutton,"Dutton, B.E."
2821,huh,Ranunculaceae,NA,Bau-Yung Wang,"Wang, B."
2822,huh,Ranunculaceae,NA,Carl Samuel Keener,"Keener, C.S."
2823,huh,Ranunculaceae,NA,Pei-Kao Chang,"Chang, P."
2824,huh,Ranunculaceae,NA,James A. Compton,"Compton, J.A."
2825,huh,Ranunculaceae,NA,De-zhi Fu,"De-Zhi, F."
2826,huh,Ranunculaceae,NA,Thomas Duncan,"Duncan, T."
2827,huh,Ranunculaceae,NA,Enio Nardi,"Nardi, E."
2828,huh,Ranunculaceae,NA,Francis John Fulton Fisher,"Fisher, F.J.F."
2829,huh,Ranunculaceae,NA,Gustav Kvist,"Kvist, G."
2830,huh,Potamogetonaceae,NA,G. Wiegleb,"Wiegleb, G."
2831,huh,Ranunculaceae,NA,Hüseyin Misirdali,"Misirdali, H."
2832,huh,Ranunculaceae,NA,Liang-Qian Li,"Liang-Qian, L."
2833,huh,Ranunculaceae,NA,Michael J. Warnock,"Warnock, M.J."
2834,huh,Ranunculaceae,NA,Mao Wang,"Wang, M."
2835,huh,Ranunculaceae,NA,T. Y. Aleck Yang,"Yang, T.Y.A."
2836,huh,Ranunculaceae,NA,Xue-Wen Wang,"Wang, X."
2837,huh,Athyriaceae,NA,Zhong-ren Wang,"Wang, Z."
2838,huh,Eriocaulaceae,NA,Alvaro Astolpho da Silveira,"Silveira, A.A."
2839,huh,Eriocaulaceae,NA,Livia Echternacht,"Echternacht, L."
2840,huh,Eriocaulaceae,NA,Madjit Ismail Hakki,"Hakki, M.I."
2841,huh,Eriocaulaceae,NA,Wei-liang Ma,"Wei-Liang, M."
2842,huh,Eriocaulaceae,NA,Wei-liang Ma,"Wei, L.M."
2843,huh,Eriocaulaceae,NA,Mara Lisiane Tissot Squalli Houssaini,"Mara, L.T.H."
2844,huh,Cycadaceae,NA,Carlos G. Iglesias,"Iglesias, C.G."
2845,huh,Cycadaceae,NA,Garrie Paul Landry,"Landry, G.P."
2846,huh,Cycadaceae,NA,Kenneth D. Hill,"Hill, K.D."
2847,huh,Xyridaceae,NA,[Lars] Albert NIlsson,"Nilsson, A."
2848,huh,Xyridaceae,NA,[Lars] Albert NIlsson,"Nilsson, L.A."
2849,huh,Asteraceae,NA,Alcides Aroldo Saenz,"Saenz, A.A."
2850,huh,Actinidiaceae,NA,Djaja Djendoel Soejarto,"Soejarto, D.D."
2851,huh,Asteraceae,NA,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G."
2852,huh,Asteraceae,NA,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G.C."
2853,huh,Asteraceae,NA,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G."
2854,huh,Asteraceae,NA,Alexandre Henri Gabriel de Cassini,"De Cassini, A.H.G."
2855,huh,Asteraceae,NA,Alexandre Henri Gabriel de Cassini,"Cassini, A.H.G."
2856,huh,Primulaceae,NA,Adrian John Richards,"Richards, A.J."
2857,huh,Orchidaceae,NA,Adrian John Richards,"Richards, A.J."
2858,huh,Asteraceae,NA,Alvin L. Young,"Young, A.L."
2859,huh,Asteraceae,NA,Alvin L. Young,"Young, A."
2860,huh,Asteraceae,NA,Albert Michael Powell,"Powell, A.M."
2861,huh,Asteraceae,NA,Albert Michael Powell,"Powell, A.M."
2862,huh,Geraniaceae,NA,Lars Torsten Eriksson,"Eriksson, L.T."
2863,huh,Asteraceae,NA,Anthony R. Magee,"Magee, A.R."
2864,huh,Rosaceae,NA,Lars Torsten Eriksson,"Eriksson, L.T."
2865,huh,Liliaceae,NA,Geraldine A. Allen,"Allen, G.A."
2866,huh,Asteraceae,NA,Cheng-Hsi An,"Cheng-Hsi, A."
2867,huh,Cannabaceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
2868,huh,Theaceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
2869,huh,Asteraceae,NA,John Earl Averett,"Averett, J.E."
2870,huh,Asteraceae,NA,Benjamin Lincoln Robinson,"Robinson, B.L."
2871,huh,Asteraceae,NA,Billie Lee Turner,"Turner, B.L."
2872,huh,Asteraceae,NA,Billie Lee Turner,"Turner, B.L."
2873,huh,Liliaceae,NA,Rune Bertil Nordenstam,"Nordenstam, R.B."
2874,huh,Rubiaceae,NA,Boris V. Zaverucha,"Zaverucha, B.V."
2875,huh,Asteraceae,NA,Boris V. Zaverucha,"Zaverucha, B.V."
2876,huh,Asteraceae,Pyrrhopappus,Susan C. Barber,"Barber, S.C."
2877,huh,Asteraceae,NA,V. Yu (Ju) Barkalov,"Barkalov, V.Y."
2878,huh,Dioscoreaceae,NA,Graziela Maciel Barroso,"Barroso, G.M."
2879,huh,Myrtaceae,NA,Graziela Maciel Barroso,"Barroso, G.M."
2880,huh,Sapindaceae,NA,Graziela Maciel Barroso,"Barroso, G.M."
2881,huh,Rutaceae,NA,Christa Beurton,"Beurton, C."
2882,huh,Gentianaceae,NA,Upendra Chandra Bhattacharyya,"Bhattacharyya, U.C."
2883,huh,Circaeasteraceae,NA,Upendra Chandra Bhattacharyya,"Bhattacharyya, U.C."
2884,huh,Melastomataceae,NA,Kare (Kaare) Bremer,"Bremer, K."
2885,huh,Asteraceae,NA,Gregory K. Brown,"Brown, G.K."
2886,huh,Violaceae,NA,Chao-chien Chang,"Chang, C."
2887,huh,Asteraceae,NA,Chendanda Chengappa Chinnappa,"Chinnappa, C.C."
2888,huh,Liliaceae,NA,Chendanda Chengappa Chinnappa,"Chinnappa, C.C."
2889,huh,Juncaginaceae,NA,Franz Georg Philipp Buchenau,"Buchenau, F.G.P."
2890,huh,Asteraceae,NA,Consuelo Diaz,"Diaz, C."
2891,huh,Rosaceae,NA,Consuelo Diaz,"Diaz, C."
2892,huh,Begoniaceae,NA,Ching I Peng,"Peng, C.I."
2893,huh,Onagraceae,NA,Ching I Peng,"Peng, C.I."
2894,huh,Primulaceae,NA,Ching I Peng,"Peng, C.I."
2895,huh,Asteraceae,NA,Colin James Webb,"Webb, C.J."
2896,huh,Fabaceae,NA,Colin James Webb,"Webb, C.J."
2897,huh,Cucurbitaceae,NA,Charles Jeffrey,"Jeffrey, C."
2898,huh,Asteraceae,NA,Charles Jeffrey,"Jeffrey, C."
2899,huh,Berberidaceae,NA,Chi-ming Hu,"Chi-Ming, H."
2900,huh,Myrsinaceae,NA,Chi-ming Hu,"Chi-Ming, H."
2901,huh,Primulaceae,NA,Chi-ming Hu,"Chi-Ming, H."
2902,huh,Apiaceae,NA,Curt (Kurt) Sprengel,"Sprengel, C."
2903,huh,Apiaceae,NA,Curt (Kurt) Sprengel,"Sprengel, C.P.J."
2904,huh,Caryophyllaceae,NA,Curt (Kurt) Sprengel,"Sprengel, C."
