order,collection.string,collectioncode.gbif,institutioncode.gbif,name,rightsholder,index.herbariorum.or.working.code,organization,branch,department,section,OBS
4343,UDU_NA,UDU,NA,NA,NA,UDU,Udmurt State University,NA,"Department of Botany, Zoology, and Bioecology",Herbarium of UdSU,
4344,UDW_NA,UDW,NA,NA,NA,UDW,"University of KwaZulu-Natal, Westville campus",NA,School of Life Sciences (Biological & Conservation Sciences),Ward Herbarium,
4345,UEA_NA,UEA,NA,NA,NA,UEA,University of East Anglia,School of Biological Sciences,NA,Herbarium,
4346,UEGQ_NA,UEGQ,NA,NA,NA,UEGQ,Universidade Estadual de Goiás,NA,NA,Herbarium José Ângelo Rizzo,
4347,UEVH_NA,UEVH,NA,NA,NA,UEVH,Universidade de Évora,NA,Departamento de Biologia,Herbário,
4348,UFA_NA,UFA,NA,NA,NA,UFA,"Ufa Scientific Centre, Russian Academy of Sciences",Institute of Biology,NA,Herbarium,
4349,UFH_NA,UFH,NA,NA,NA,UFH,University of Fort Hare,NA,Botany Department,Giffen Herbarium,
4350,UFRJ_NA,UFRJ,NA,NA,NA,UFRJ,Universidade Federal Rural do Rio de Janeiro,Laboratório Oficial de Diagnóstico Fitossanitário,NA,Herbário e Coleção Fitopatológica “Verlande Duarte Silveira”,
4351,UFRN_NA,UFRN,NA,NA,NA,UFRN,Universidade Federal do Rio Grande do Norte,NA,"Botânica, Ecologia e Zoologia",Herbário,
4352,UFRR_NA,UFRR,NA,NA,NA,UFRR,Universidade Federal de Roraima,Centro de Estudos da Biodiversidade,NA,Herbário,
4353,UFS_NA,UFS,NA,NA,NA,UFS,Nyabyeya Forestry College,NA,Department of Environmental Forestry,Herbarium,
4354,UGDA_NA,UGDA,NA,NA,NA,UGDA,Gdansk University,Faculty of Biology,Department of Plant Taxonomy and Nature Conservation,Herbarium,
4355,UH_NA,UH,NA,NA,NA,UH,University of Hyderabad,NA,NA,Herbarium,
4356,UHI_NA,UHI,NA,NA,NA,UHI,Ussishkin House,NA,Botany Department,Herbarium,
4357,UI_NA,UI,NA,NA,NA,UI,"Bureau of Land Management, U.S. Department of the Interior",Field Office,NA,Uinta Herbarium,
4358,UIS_NA,UIS,NA,NA,NA,UIS,Universidad Industrial de Santander,Facualtad de Ciencias,Escuela de Biología,Herbario,
4359,UKMB_NA,UKMB,NA,NA,NA,UKMB,Universiti Kebangsaan Malaysia,NA,Botany Department,Herbarium,
4360,UKMS_NA,UKMS,NA,NA,NA,UKMS,"Universiti Kebangsaan Malaysia, Kampus Sabah",NA,NA,Herbarium Jabatan Biologi,
4361,UKSPI_NA,UKSPI,NA,NA,NA,UKSPI,S. Amanjolov East-Kazakhstan State University,Faculty of Ecology and Natural Sciences,Department of Biology,Herbarium,
4362,ULF_NA,ULF,NA,NA,NA,ULF,Université Laval,NA,Département des Sciences forestières,Herbier,
4363,ULN_NA,ULN,NA,NA,NA,ULN,University of Lagos,School of Biological Sciences,NA,Herbarium,
4364,ULS_NA,ULS,NA,NA,NA,ULS,Universidad de La Serena,Facultad de Ciencias,Departamento de Biología,Herbarium,
4365,ULT_NA,ULT,NA,NA,NA,ULT,Al-Faateh University,Faculty of Science,Botany Department,National Herbarium,
4366,ULV_NA,ULV,NA,NA,NA,ULV,"Universidad Central ""Marta Abreu"" de Las Villas",Jardín Botánico de villa Clara,NA,Herbario,
4367,UMBS_NA,UMBS,NA,NA,NA,UMBS,University of Michigan,Biological Station,NA,Herbarium,
4368,UMCE_NA,UMCE,NA,NA,NA,UMCE,Universidad Metropolitana de Ciencias de la Educacion,Facultad de Ciencias Basicas,de Biologia,Herbario Federico Johow,
4369,UMF_NA,UMF,NA,NA,NA,UMF,University of Michigan,NA,Biology Department,Herbarium,
4370,UMFK_NA,UMFK,NA,NA,NA,UMFK,University of Maine at Fort Kent,NA,Biology Department,Herbarium,
4371,UMH_NA,UMH,NA,NA,NA,UMH,Universidad Miguel Hernández,División Botánica,Departamento de Biología Aplicada,Herbario,
4372,UMM_NA,UMM,NA,NA,NA,UMM,University of Maine at Machias,NA,NA,NA,
4373,UMO_NA,UMO,NA,NA,NA,UMO,University of Missouri,Division of Biological Sciences,Museum Support Center,Dunn-Palmer Herbarium,
4374,UMT_NA,UMT,NA,NA,NA,UMT,Mutare Museum,NA,NA,Chase Herbarium,
4375,UMTP_NA,UMTP,NA,NA,NA,UMTP,Universiti Malaysia Terengganu,School of Marine and Environmental Sciences,NA,Herbarium,
4376,UNAF_NA,UNAF,NA,NA,NA,UNAF,University of North Alabama,NA,Department of Biology,Herbarium,
4377,UNB_NA,UNB,NA,NA,NA,UNB,University of New Brunswick,NA,Department of Biology,Connell Memorial Herbarium,
4378,UNCA_NA,UNCA,NA,NA,NA,UNCA,University of North Carolina at Asheville,NA,Department of Biology,Herbarium,
4379,UNCC_NA,UNCC,NA,NA,NA,UNCC,James F. Matthews Center for Biodiversity Studies,Mecklenburg County Division of Natural Resources,Mecklenburg County Park and Recreation Department,Mecklenburg County Herbarium,
4380,UNCOQ_NA,UNCOQ,NA,NA,NA,UNCOQ,Universidad Católica Norte,Facultad de Ciencias del Mar,NA,NA,
4381,UNDH_NA,UNDH,NA,NA,NA,UNDH,"University of KwaZulu-Natal, Westville campus",NA,School of Biological & Conservation Sciences,UNDH Herbarium (c/o Ward Herbarium),
4382,UNGGVH_NA,UNGGVH,NA,NA,NA,UNGGVH,University of North Georgia,NA,Biology,UNG Gainesville Herbarium,
4383,UNIN_NA,UNIN,NA,NA,NA,UNIN,University of Limpopo,NA,Botany Department,Larry Leach Herbarium,
4384,UNIP_NA,UNIP,NA,NA,NA,UNIP,Universidade Paulista,NA,Laboratório de Botânica,Herbário,
4385,UNIPAR_NA,UNIPAR,NA,NA,NA,UNIPAR,University of Parakou,Faculty of Agronomy,Natural Resources Management,"Mycological Herbarium University of Parakou, Benin",
4386,UNLV_NA,UNLV,NA,NA,NA,UNLV,"University of Nevada, Las Vegas",NA,School of Life Sciences,Wesley E. Niles Herbarium,
4387,UNN_NA,UNN,NA,NA,NA,UNN,University of Nigeria,NA,Botany Department,Herbarium,
4388,UNO_NA,UNO,NA,NA,NA,UNO,Fundación Universidad del Norte,NA,NA,Herbario Universidad del Norte,
4389,UNOP_NA,UNOP,NA,NA,NA,UNOP,Universidade Estadual do Oeste do Paraná,NA,NA,Herbarium,
4390,UNSW_NA,UNSW,NA,NA,NA,UNSW,UNSW Sydney,"School of Biological, Earth and Environmental Sciences",NA,John T. Waterhouse Herbarium,
4391,UNWH_NA,UNWH,NA,NA,NA,UNWH,North-West University,School of Biological Sciences,Botany,S.D. Phalatse Herbarium,
4392,UOJ_NA,UOJ,NA,NA,NA,UOJ,Universidad del Oriente,NA,Departamento de Agronomía,Herbario,
4393,UOS_NA,UOS,NA,NA,NA,UOS,University of the South,NA,Biology Department,Herbarium,
4394,UPA_NA,UPA,NA,NA,NA,UPA,University of Patras,Division of Plant Biology,Department of Biology,Botanical Museum -Herbarium,
4395,UPCT_NA,UPCT,NA,NA,NA,UPCT,Universidad Politécnica De Cartagena,Escuela Técnica Superior de Ingeniería Agronómica,Departamento de Producción Vegetal,Herbarium,
4396,UPEI_NA,UPEI,NA,NA,NA,UPEI,University of Prince Edward Island,NA,Biology Department,Herbarium,
4397,UPF_NA,UPF,NA,NA,NA,UPF,Université de Polynésie Française,NA,Laboratoire Terre-Ocean,Herbarium,
4398,UPM_NA,UPM,NA,NA,NA,UPM,Universiti Putra Malaysia,Faculty of Science,Department of Biology,Herbarium,
4399,UPNG_NA,UPNG,NA,NA,NA,UPNG,University of Papua New Guinea,School of Natural and Physical Sciences,Division of Biological Sciences,Herbarium,
4400,UPOS_NA,UPOS,NA,NA,NA,UPOS,Universidad Pablo de Olavide,Facultad de Ciencias Experimentales,"Dpto. Ingeniería Bioquímica y Biología Molecular, Área Botánica",Herbario,
4401,UPP_NA,UPP,NA,NA,NA,UPP,Uppingham School Museum,NA,NA,Herbarium,
4402,UPR_NA,UPR,NA,NA,NA,UPR,Botanical Garden of the University of Puerto Rico,NA,NA,Herbarium,
4403,UPRRP_NA,UPRRP,NA,NA,NA,UPRRP,University of Puerto Rico,Faculty of Natural Sciences,Biology Department,Herbarium,
4404,UPSU_NA,UPSU,NA,NA,NA,UPSU,Ulyanovsk State Pedagogical University,NA,Department of Botany,Herbarium,
4405,UPSV_NA,UPSV,NA,NA,NA,UPSV,Uppsala University,Evolutionary Biology Centre,Department of Plant Ecology,Herbarium,
4406,UPTC_NA,UPTC,NA,NA,NA,UPTC,Universidad Pedogógica y Tecnológica de Colombia,Facultad de Ciencias,Escuela de Ciencias Biológicas,Herbario,
4407,UQAM_NA,UQAM,NA,NA,NA,UQAM,Université du Québec à Montréal,NA,Département des Sciences biologiques,Herbier,
4408,UQAR_NA,UQAR,NA,NA,NA,UQAR,Université du Québec à Rimouski,NA,Département de biologie,Herbier,
4409,UQTR_NA,UQTR,NA,NA,NA,UQTR,Université du Québec à Trois-Rivières,NA,Département des sciences de l'environnement,Herbier Estelle-Lacoursière,
4410,URO_NA,URO,NA,NA,NA,URO,University of the Ryukyus,Faculty of Education,NA,Herbarium,
4411,URT_NA,URT,NA,NA,NA,URT,Università degli Studi di Roma Tre,NA,Dipartimento di Biologia,Erbario,
