"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","class","order","continentOcean","occurrenceRemarks","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount","relationshipType","fieldNumber","typeStatus"
"1","2019-12-04 15:26:25-03","PUCPR","HUCP","24191","S","Plantae","Monocotiledonea","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Lozano, E","Lozano, E; Bonaldi, R","936","2011","12","03","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408","46016","HUCP00000252","HUCP00000252_1 HUCP00000252_2 HUCP00000252_3","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-04 15:26:25-03","PUCPR","HUCP","17770","S","Plantae","Monocotiledonea","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Bonaldi, R","Bonaldi, R","193","2007","04","14","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","HUCP00004833","HUCP00004833_1 HUCP00004833_2","auto","2007","05","16","Tinguçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-08 08:44:55-03","NBC","NL-BOTANY","L.1412869","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Dusén PKH",NA,"1907","09","01","Brazil",NA,NA,NA,NA,NA,"NL-L1412869","NL-L1412869",NA,NA,NA,NA,"Prov.ce de Ste. Catherine.","Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1412869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U 0145809","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1966","03","19","Brazil","Paraná",NA,NA,NA,NA,"NL-U0145809",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200145809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U 0273884","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1966","03","19","Brazil","Paraná",NA,NA,NA,NA,"NL-U0273884",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Uw12664",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U.1123605","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.","Wessels Boer JG","Lindeman JC; Haas JH de",NA,"1966","04","02","Brazil","Paraná",NA,NA,NA,NA,"NL-U1123605","NL-U1123605",NA,"1971","08","01",NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","U 0145808",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U.1123606","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1966","03","19","Brazil","Paraná",NA,NA,NA,NA,"NL-U1123606","NL-U1123606",NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123606 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","U 0145804",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U.1123607","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1966","03","19","Brazil","Paraná",NA,NA,NA,NA,"NL-U1123607","NL-U1123607",NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","U 0145807",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U.1123608","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1966","03","19","Brazil","Paraná",NA,NA,NA,NA,"NL-U1123608","NL-U1123608",NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","U 0145806",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U.1123609","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lindeman JC; Haas JH de",NA,"1966","03","19","Brazil","Paraná",NA,NA,NA,NA,"NL-U1123609","NL-U1123609",NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","U 0145805",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U.1123610","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Valls JFM; Irgang BE",NA,"1972","05","18","Brazil","Rio Grande do Sul",NA,NA,NA,NA,"NL-U1123610","NL-U1123610",NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","U 0145802",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:44:55-03","NBC","NL-BOTANY","U.1123611","PreservedSpecimen","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Valls JFM; Irgang BE",NA,"1972","05","18","Brazil","Rio Grande do Sul",NA,NA,NA,NA,"NL-U1123611","NL-U1123611",NA,NA,NA,NA,NA,"Magnoliopsidae","Arecales","Southern America","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","U 0145803",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-12 12:01:14-03","UFPI","TEPB","19381","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","L. R. Nobblick","B.M.T. Walter et al.","1044","1991","12","12","Brasil","Goiás","Colinas do Sul","-48.3","-13.833333",NA,NA,NA,NA,"1998",NA,NA,"Abaixo da linha de transmissão que liga Niquelandia a Serra da Mesa, entrada a 2km da entrada Sul/Canteiro",NA,NA,NA,"Palmeira de 15m altura, folhas adultas, frutos maduros roxos quase negros (atropurpureos), flores femininas secas, masculins ausentes, solo areno-argiloso com forte camada de serrapilheira Ambiente: Mata de galeria",NA,"48° 18' W","13° 50' S","380","380",NA,NA,NA,NA,NA
"14","2016-02-02 14:38:48-02","BGBM","B","B 10 0347376","S","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"B100347376","B100347376",NA,NA,NA,NA,NA,NA,NA,"Middle and South America","<a href=http://herbarium.bgbm.org/object/B100347376 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:42-03","IAP","PACA-AGP","41562","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","B. Rambo","Rambo, B.",NA,"1949","05","15","Brasil","RS","Vila Manresa",NA,NA,NA,"PACA041562",NA,NA,"1954","09","05",NA,"Liliopsida","Arecales",NA,"Habitat: Culta Fenofase: juvenilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:26:42-03","IAP","PACA-AGP","45905","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Emrich-Rambo","Rambo, B.",NA,"1950","02","21","Brasil","RS","Lagoa dos Quadros",NA,NA,NA,"PACA045905",NA,NA,"1954","09","05",NA,"Liliopsida","Arecales",NA,"Habitat: In silva subpaludosa Fenofase: fruto deciso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:42-03","IAP","PACA-AGP","53517","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Emrich-Rambo","Rambo, B.",NA,"1953","01","10","Brasil","PR","Cascavel","-53.4552993774414","-24.9557991027832","47841","PACA053517",NA,"auto","1954","09","05",NA,"Liliopsida","Arecales",NA,"Habitat: In silva primaeva Fenofase: juvenilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:26:42-03","IAP","PACA-AGP","2019","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Emrich-Rambo","Rambo, B.",NA,"1935","11","04","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172","10287","PACA002019",NA,"auto","1954","09","05",NA,"Liliopsida","Arecales",NA,"Habitat: Culta Fenofase: folium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:26:42-03","IAP","PACA-AGP","25451","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Emrich-Rambo","Reitz, R.",NA,"1943","01","28","Brasil","SC","Biguaçu","-48.6556015014648","-27.4941997528076","20442","PACA025451",NA,"auto","1954","09","05",NA,"Liliopsida","Arecales",NA,"Habitat: In silva subpaludosa Fenofase: juvenilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:26:42-03","IAP","PACA-AGP","54270","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","R. Reitz","Reitz, R.","2690","1947","10","24","Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314","19684","PACA054270",NA,"auto","1955","04","09",NA,"Liliopsida","Arecales",NA,"Sem Material Habitat: Insilva Fenofase: flor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:26:42-03","IAP","PACA-AGP","31536","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Emrich-Rambo","Rambo, B.",NA,"1946","03","02","Brasil","SC","Sombrio","-49.61669921875","-29.113899230957","16515","PACA031536",NA,"auto","1954","09","05",NA,"Liliopsida","Arecales",NA,"Habitat: In sivula subpaludosa Fenofase: juvenilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-03-31 14:58:03-03","UFES","SAMES","8494","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.; BUFFON, S.B.; MORAIS, A. L.; SIQUEIRA, G.S.","5","2017","10","30","Brasil","Espírito Santo","Linhares","-40.036389","-19.175278",NA,"SAMES08494",NA,NA,NA,NA,NA,"RNV. Área de várzea periodicamente alagada; próximo à ponte depois da entrada para estrada Baba de Boi. Reserva Natural da Vale",NA,NA,NA,"Mata ciliar; área de brejo; indivíduo apresenta perfilhos; superfície da casca lisa com ranhuras verticais; cor do botão floral: rosa claro; cor da flor: rosa claro/ branca; exsudação incolor; altura do estirpe: 8m; DAP: 8.91 cm. Habi",NA,"40º2'11''W","19º10'31''S","46","46",NA,NA,NA,NA,NA
"23","2020-10-13 13:17:54-03","UFES","SAMES","590","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Ribeiro,M.","Ribeiro,M.; Giaretta,A.O.","728","2011","12","20","Brasil","Espírito Santo","Conceição da Barra","-39.805","-18.2625",NA,"SAMES00590",NA,NA,"2012","04","11","Reserva Biológica do Córrego Grande. Floresta Ciliar próximo ao córrego Grande, km 3 da estrada interna.",NA,NA,NA,"Palmeira de sete metros, pecíolo 115 cm, com raque e raquila esverdeado. Fruto arroxeado (na carpoteca). Habitat: Floresta Ciliar próximo ao córrego Grande, km 3 da estrada interna.",NA,"39º48'18''W","18º15'45''S",NA,NA,NA,NA,NA,NA,NA
"24","2020-03-31 14:58:04-03","UFES","SAMES","8498","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.; BUFFON, S.B.","9","2017","11","06","Brasil","Espírito Santo","Conceição da Barra","-39.830556","-18.358333",NA,"SAMES08498",NA,NA,NA,NA,NA,"Área de preservação permanente da ALCON. Mata Ciliar nascente do Córrego Grande. Zona de amortecimento da FLONA Rio Preto",NA,NA,NA,"Mata ciliar; superfície da casca lisa com ranhuras verticais; cor do botão floral: vermelho escuro/ bonina; cor da flor: branca; exsudação incolor; altura estirpe 11m; DAP: 7.80 cm; presença de perfilhos. Habitat: Nativa, não é endemi",NA,"39º49'50''W","18º21'30''S","36","36",NA,NA,NA,NA,NA
"25","2020-03-31 14:58:04-03","UFES","SAMES","8499","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.; BUFFON, S.B.; SIQUEIRA, G.S.","10","2017","11","10","Brasil","Espírito Santo","Linhares","-39.975278","-19.180278",NA,"SAMES08499",NA,NA,NA,NA,NA,"RNV. Mata ciliar; aceiro catelan João Pedro. Reserva Natural da Vale",NA,NA,NA,"Mata ciliar; superfície da casca lisa com ranhuras verticais; cor do botão rosa claro; exsudação incolor; altura estirpe 7m; DAP: 29.5 cm; presença de perfilhos Habitat: Nativa, não é endemica do Brasil; domínio fitogeográfico Cerrado",NA,"39º58'31''W","19º10'49''S","12","12",NA,NA,NA,NA,NA
"26","2020-03-31 14:58:02-03","UFES","SAMES","8492","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.; BUFFON, S.B.; MORAIS, A. L.; SIQUEIRA, G.S.","3","2017","10","16","Brasil","Espírito Santo","Linhares","-40.073056","-19.161944",NA,"SAMES08492",NA,NA,NA,NA,NA,"RNV. Mata ciliar; área de várzea periodicamente inundável. Reserva Natural da Vale",NA,NA,NA,"Mata ciliar; área de brejo; individuo apresenta perfilhos (1); superfície da casca lisa; cor do botão floral: rosa; cor da flor: rosa claro; exsudação incolor; altura do estirpe: 6m; DAP: 9.56 cm Habitat: Nativa, não é endemica do Bra",NA,"40º4'23''W","19º9'43''S","74","74",NA,NA,NA,NA,NA
"27","2020-03-31 14:58:04-03","UFES","SAMES","8502","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.","13","2018","12","06","Brasil","Espírito Santo","Conceição da Barra","-39.817222","-18.448333",NA,"SAMES08502",NA,NA,NA,NA,NA,"Comunidade Quilombola Angelin 2. Mata ciliar; área de varzea periodicamente alagada.",NA,NA,NA,"Mata ciliar, área alagada periodicamente; superfície da casca lisa; cor do fruto imaturo roxo; exsudação incolor; altura estirpe: 6m; presença de perfilhos; Habitat: Nativa, não é endemica do Brasil; domínio fitogeográfico Cerrado e M",NA,"39º49'2''W","18º26'54''S","18","18",NA,NA,NA,NA,NA
"28","2020-03-31 14:58:04-03","UFES","SAMES","8495","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.; BUFFON, S.B.; MORAIS, A. L.","6","2017","10","30","Brasil","Espírito Santo","São Mateus","-39.918333","-18.854444",NA,"SAMES08495",NA,NA,NA,NA,NA,"Fazenda Paulista. Mata ciliar, área de preservação permanente.",NA,NA,NA,"Mata ciliar; superfície da casca lisa com ranhuras verticais; cor do botão floral: rosa claro; cor da flor: branca; exsudaçõ incolor; altura do estirpe: 8m; presença de perfilhos. Habitat: Nativa, não é endemica do Brasil; domínio fi",NA,"39º55'6''W","18º51'16''S","38","38",NA,NA,NA,NA,NA
"29","2020-03-31 14:58:02-03","UFES","SAMES","8493","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.; BUFFON, S.B.; MORAIS, A. L.; SIQUEIRA, G.S.","4","2017","10","16","Brasil","Espírito Santo","Conceição da Barra","-39.854722","-18.356944",NA,"SAMES08493",NA,NA,NA,NA,NA,"FLONA Rio Preto. Trilha da Canastra; Mata ciliar; área de varzea periodicamente alagado (brejo). FLONA",NA,NA,NA,"Mata ciliar; área de brejo; individuo apresenta perfilhos (2); superfície da casca: lisa; cor do botão floral: rosa; cor da flor: rosa claro; exsudação incolor; altura do estirpe: 10 m; DAP: 9.23 cm Habitat: Nativa, não é endemica do",NA,"39º51'17''W","18º21'25''S","36","36",NA,NA,NA,NA,NA
"30","2020-03-31 14:58:04-03","UFES","SAMES","8497","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"BARROS, B.L.A.; BUFFON, S.B.","8","2017","11","06","Brasil","Espírito Santo","Conceição da Barra","-39.864722","-18.349444",NA,"SAMES08497",NA,NA,NA,NA,NA,"FLONA Rio Preto. Mata ciliar da nascente do córrego Forjo - Trilha das Abelhas, divisa com a Suzano. FLONA",NA,NA,NA,"Mata ciliar; superfície da casca lisa com ranhuras verticais; cor do botão floral rosa claro; cor da flor: branca; exsudação incolor; altura do estirpe 9m; DAP: 11.14 cm; indivíduo aparentemente novo, presença de perfilhos. Habitat: N",NA,"39º51'53''W","18º20'58''S","28","28",NA,NA,NA,NA,NA
"31","2020-03-31 14:58:02-03","UFES","SAMES","589","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Pereira,O.J.; Menezes,L.F.T.;Martins,R.F.A.;Giaretta,A.O.;Figueiredo,D.D.","7583","2008","03","05","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","SAMES00589",NA,"auto",NA,NA,NA,"Degredo. Estrada ligando Pontal do Ipiranga a Degredo.",NA,NA,NA,"Fruto vináceo (na carpoteca). Habitat: Estrada ligando Pontal do Ipiranga a Degredo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-13 13:17:54-03","UFES","SAMES","591","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Ribeiro,M.","Ribeiro,M.; Giaretta,A.O.;Broggio,I.S.","421","2011","01","24","Brasil","Espírito Santo","Pinheiros","-40.2132987976074","-18.3703002929688","28525","SAMES00591",NA,"auto","2012","06","11","Reserva Biológica Córrego do Veado. Floresta alta de tabuleiro, mata da água limpa.",NA,NA,NA,"Palmeira de 6m, folha: 3m; 59 folíolos; infrutescência: raque e raquílos de cor amarelo claro, frutos vinosos (na carpoteca).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 09:59:05-03","UNICAMP","UEC","71633","S","Plantae","Liliopsida","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Pirani, JR; Garcia, RF","3136","1994","04","20","Brazil","São Paulo","Miracatu","-47.216667","-24.05",NA,"UEC161405",NA,NA,NA,NA,NA,"Fazenda Itereí, Serra de Paranapiacaba, BR 116 Km.",NA,NA,NA,"Estripe 15m alt. Infrutecência infra-foliar (abaixo do capitel), patentes, eixo amarelado; fruto imaturos verdes-lustrosos. Frequente no interior da mata.; Floresta tropical pluvial Atlântica de enconsta. Trilha do Morro Yolanda (550",NA,"-47.216667","-24.05","550","600",NA,NA,NA,NA,NA
"34","2019-09-02 10:45:20-03","UNICAMP","UEC","71632","S","Plantae","Liliopsida","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Pirani, JR; Garcia, RF","3136a","1994","04","20","Brazil","São Paulo","Miracatu","-47.216667","-24.05",NA,"UEC161714","UEC161714",NA,NA,NA,NA,"Fazenda Itereí, Serra de Paranapiacaba. BR 116 Km 350. Trilha do morro Yolanda.",NA,NA,NA,"Estipe 15m alt. Infrutescência infra-foliar (abaixo do capitel), patentes, eixo amarelado, frutos imaturos verdes-lustrosos. Frequente no inteior da mata.; Floresta Tropical pluvial Atlântica de encosta.",NA,"-47.216667","-24.05","550","600",NA,NA,NA,NA,NA
"35","2019-08-20 09:59:05-03","UNICAMP","UEC","182881","S","Plantae","Liliopsida","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Vinha, D","Vinha, D","7",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,"UEC011400",NA,NA,"2014","12","01","mata",NA,NA,NA,"Plântula originada no banco de sementes do solo e cultivada em casa de vegetação. Coletas de solo realizadas nas parcelas K e N do projeto Biota Gradiente Funcional, localizadas no Núcleo Santa Virgínia, Parque Estadual da Serra do Mar",NA,NA,NA,"1100","1100",NA,NA,NA,NA,NA
"36","2019-08-20 09:59:05-03","UNICAMP","UEC","40913","S","Plantae","Liliopsida","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Noblick, LR","Paulino Filho, FH","27/86","1986","10","15","Brazil","Minas Gerais","Monte Santo de Minas","-46.9803009033203","-21.1896991729736","21004","UEC001276","UEC001276","auto","1993","02","01","Fazenda Barreiro, Mata.",NA,NA,NA,"Frutos azuis escuros, foram coletados também sementes em germinação, flores jovens, eixo floral adulto, planta jovem e folhas menores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-21 10:58:29-03","UNICAMP","UEC","60270","S","Plantae","Liliopsida","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Boudet Fernandes, HQ","Silva, DM","23411","1990","08","22","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303","23900","UEC161789","UEC161789 UEC161789_02","auto","1997","07","21","Mata de Santa Genebra.",NA,NA,NA,"Porte arbóreo, atl. 9,0 metros. Apresenta frutos maduros (negros).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 09:59:05-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Torres, A","Lupi, R","s.n.","2008","05","31","Brazil","São Paulo","Jaguariúna","-46.9799995422363","-22.7000007629395","12963","UEC001273",NA,"auto","2008","05",NA,"Sítio São Domingos, Rodovia SP 340, Km130",NA,NA,NA,"folhas e frutos pretos maduros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 09:59:05-03","UNICAMP","UEC","148024","S","Plantae","Liliopsida","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Torres, A","Lupi, R","s.n.","2008","05","31","Brazil","São Paulo","Jaguariúna","-46.9799995422363","-22.7000007629395","12963","UEC001275","UEC001275","auto","2008","05",NA,"Sítio São Domingos, Rodovia SP 340, Km130",NA,NA,NA,"folhas e frutos pretos maduros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:25:56-03","UFPB","JPB","33430","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Thomas, WW","Thomas, WW; Barbosa, MR; Lemos, RL; Fiaschi, P; Sant'Ana, SC; Paixão, JL","13265","2002","11","03","Brasil","Alagoas","União dos Palmares","-35.88","-9.221528",NA,NA,NA,NA,"2002","11","03","Serra das Bananeiras, Intact Coastal rain forest (Mata de encosta).",NA,"Monocotyledon","Southern America","; DESC: Palm, 10 m; fruit olive; leaves 1.8 m long.",NA,"-35.88","-9.221528","500","560",NA,NA,NA,NA,NA
"41","2020-04-22 16:25:56-03","UFPB","JPB","47168","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Thomas, WW; Amorim, BS; Chagas, MA; Pessoa, MC; Lourenço, AR; Setubal, RB; Miranda, FM","15485","2011","08","25","Brasil","Bahia","Itamari","-39.628333","-13.715278",NA,"JPB0047168",NA,NA,NA,NA,NA,"Fazenda Mesquita, 11 Km E of Itamari on BA 549 towards Gandu, then N Fazenda Mesquita 3 Km through cacau forest.",NA,"Monocotyledon","Southern America","; HABITAT: Submontane moist forest, actively being logged.; DESC: Scarce in forest, 6m, fruit black. [Ethanol].",NA,"-39.628333","-13.715278","330","400",NA,NA,NA,NA,NA
"42","2020-04-22 16:25:56-03","UFPB","JPB","55730","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Oliveira, MN; Ferreira, EMS; Miranda, FM; Silva, GS; Silva, TO; ?","214","2011","11","04","Brasil","Bahia","Itamari","-39.635833","-13.718778",NA,"JPB0055730",NA,NA,NA,NA,NA,"Fazenda Mesquita., Floresta Estacional Semi Decidual",NA,"Monocotyledon","Southern America","Árvore; Folhas alternas, simples, grandes. Frutos roxos, carnosos, indeiscentes.",NA,"-39.635833","-13.718778",NA,NA,NA,NA,NA,NA,NA
"43","2020-04-22 16:25:56-03","UFPB","JPB","55754","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Oliveira, MN; Silva, GS; Rodrigues, AS","298","2011","11","26","Brasil","Bahia","Itamari","-39.635583","-13.725611",NA,"JPB0055754",NA,NA,NA,NA,NA,"Fazenda Mesquita., Floresta Estacional Semi Decidual",NA,"Monocotyledon","Southern America","Árvore; Folhas compostas, alternas. Inflorescência marrom, haste amarela.",NA,"-39.635583","-13.725611",NA,NA,NA,NA,NA,NA,NA
"44","2020-04-22 16:25:56-03","UFPB","JPB","55777","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Oliveira, MN; Silva, GS","552","2012","03","30","Brasil","Bahia","Itamari","-39.637139","-13.717056",NA,"JPB0055777",NA,NA,NA,NA,NA,"Fazenda Mesquita.",NA,"Monocotyledon","Southern America","Árvore. Folhas alternas, pinadas, dispostas em um único plano, folíolos lanceolados.&nf;; HABITAT: Floresta Ombrófila Densa.",NA,"-39.637139","-13.717056",NA,NA,NA,NA,NA,NA,NA
