"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","class","order","continentOcean","occurrenceRemarks","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount","relationshipType","fieldNumber","typeStatus"
"492","2019-10-09 11:09:29-03","UFBA","ALCB","70918","PreservedSpecimen","Plantae","Dicotyledon","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Guedes, ML","Alves, L. de J.","91","2005","10","10","Brasil","Bahia","Porto Seguro","-39.0647010803223","-16.4496994018555","68835","ALCB009908","ALCB009908 ALCB009908_1 ALCB009908_2","auto","2006","02",NA,"Extremo Sul, RPPN Manona",NA,NA,"Southern America","Tronco simples. Folhas pinadas. Frutos violáceos a negros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-02-15 11:33:25-02","IPA","IPA","15021","S","Plantae","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Medeiros-Costa","Medeiros-Costa","63","1968","02","09","Brasil","Pernambuco","Pontas de Pedra",NA,NA,NA,"IPA0015021",NA,NA,"1970",NA,NA,"Córrego do Bispo",NA,NA,"Southern America","Mais ou menos 5m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-02-15 11:33:25-02","IPA","IPA","14041","S","Plantae","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Medeiros-Costa","Medeiros-Costa","13","1966","11","26","Brasil","Alagoas","União dos Palmares","-36.0318984985352","-9.16277980804443","22346","IPA0014041",NA,"auto","1970",NA,NA,"Fazenda Santo Antonio",NA,NA,"Southern America","Palmeira solitária, 8-10m de altura.; Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-02-15 11:33:25-02","IPA","IPA","14374","S","Plantae","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Medeiros-Costa","Medeiros-Costa","33","1967","06","10","Brasil","Pernambuco","Ipojuca","-35.0638999938965","-8.39888954162598","22847","IPA0014374",NA,"auto","1970",NA,NA,"Engenho Maranhão, capoeira.",NA,NA,"Southern America","Folhas em redor de 9-10, ca. 1,80m de altura, com número de pinas aproximada 110.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2019-02-15 11:33:25-02","IPA","IPA","18196","S","Plantae","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Medeiros-Costa","Medeiros-Costa","125","1969","08","13","Brasil","Pernambuco","Ipojuca","-35.0638999938965","-8.39888954162598","22847","IPA0018196",NA,"auto","1970",NA,NA,"margem da estrada Cabo - Rio Formoso. Local parcialmente alagado.",NA,NA,"Southern America","Palmeira com 8m de altura, 11 folhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-02-15 11:33:25-02","IPA","IPA","14059","S","Plantae","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Medeiros-Costa","Medeiros-Costa","28","1967","01","05","Brasil","Pernambuco","Vicência","-35.3266983032227","-7.65693998336792","21084","IPA0014059",NA,"auto","1970",NA,NA,"Serra da Mascarenha, Engenho Jundiá. Mata.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-02-15 11:33:25-02","IPA","IPA","21035","S","Plantae","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Medeiros-Costa","Medeiros-Costa","175","1972","11","21","Brasil","São Paulo","Capão Bonito","-48.3400001525879","-24","39505","IPA0021035",NA,"auto","1977",NA,NA,"Intervales",NA,NA,"Southern America","Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-11-05 16:43:25-03","UFOP","OUPR","13795","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Leitman, P.; Henderson, A.; Noblick, L.","s.col.","s.n.",NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-01-17 11:22:56-02","PUCRS","MPUC","2570","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","N.I. Matzenbacher",NA,NA,"1984","10","26","Brasil","SC","Porto Belo","-48.5527778","-27.1580556",NA,NA,NA,NA,"1984","01","01",".","Liliopsida","Arecales","South America",NA,NA,"-48.5527778000","-27.1580556000",NA,NA,NA,"1",NA,NA,NA
"501","2019-01-17 11:22:56-02","PUCRS","MPUC","9196","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","N.I. Matzenbacher",NA,NA,"1996","05","03","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335","27000",NA,NA,"auto",NA,NA,NA,"Ponta das Canas","Liliopsida","Arecales","South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"502","2020-10-14 09:58:34-03","FURB","FURB","15539","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Verdi, M","Verdi, M.; Tomazi, A.L. & Klemz, G.","2883","2009","10","20","Brasil","Santa Catarina","Morro Grande","-49.68","-28.7997222",NA,"FURB16255","FURB16255 FURB16255_1",NA,"2009","10","20","Rio Morto.",NA,NA,NA,"Florística IFFSC 30 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore; Fruto preto;",NA,"-49.6800000","-28.7997222","60","60",NA,NA,NA,NA,NA
"503","2020-10-14 09:58:34-03","FURB","FURB","19926","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Verdi, M","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","3440","2010","01","28","Brasil","Santa Catarina","Siderópolis","-49.4130556","-28.5263889",NA,"FURB16254","FURB16254 FURB16254_1",NA,"2010","03","09","Belvedere Baixo.",NA,NA,NA,"Florística IFFSC 59 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; flor creme",NA,"-49.4130556","-28.5263889","453","453",NA,NA,NA,NA,NA
"504","2020-10-14 09:58:34-03","FURB","FURB","22814","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Schmitt, J","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1671","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","-49.2313889","-27.1813889",NA,"FURB16252","FURB16252 FURB16252_1 FURB16252_2",NA,"2010","04","07","Braço do Solão.",NA,NA,NA,"Florística IFFSC e518b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arborescente; flor botão floral marrom",NA,"-49.2313889","-27.1813889","533","533",NA,NA,NA,NA,NA
"505","2020-10-14 09:58:34-03","FURB","FURB","23598","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Verdi, M","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4379","2010","04","12","Brasil","Santa Catarina","São Bonifácio","-48.9608333","-28.0805556",NA,"FURB16257","FURB16257",NA,"2010","04","23","Rio Sete.",NA,NA,NA,"Florística IFFSC 172 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arborescente;",NA,"-48.9608333","-28.0805556","332","332",NA,NA,NA,NA,NA
"506","2020-10-14 09:58:34-03","FURB","FURB","24589","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Verdi, M","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4301","2010","04","09","Brasil","Santa Catarina","Rio Fortuna","-49.0497222","-28.1694445",NA,"FURB16256","FURB16256",NA,"2010","04","09","Rio Indaiá.",NA,NA,NA,"Florística IFFSC 146 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arborescente;",NA,"-49.0497222","-28.1694445","229","229",NA,NA,NA,NA,NA
"507","2020-10-14 09:58:34-03","FURB","FURB","29142","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Stival-Santos, A","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2772","2010","05","19","Brasil","Santa Catarina","Águas Mornas","-48.8713889","-27.7188889",NA,"FURB16253","FURB16253",NA,"2010","09","28","Vargem Grande.",NA,NA,NA,"Florística IFFSC 285 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arborescente; Fruto verde;",NA,"-48.8713889","-27.7188889","250","250",NA,NA,NA,NA,NA
"508","2020-10-14 09:58:34-03","FURB","FURB","29449","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Verdi, M","Verdi, M.; Burkhardt, B. & Klemz, G.","5167","2010","07","02","Brasil","Santa Catarina","São Bonifácio","-48.8697223","-27.99",NA,"FURB00636","FURB00636",NA,"2010","09","30","Rio Poncho.",NA,NA,NA,"Florística IFFSC 198 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arborescente;",NA,"-48.8697223","-27.9900000","623","623",NA,NA,NA,NA,NA
"509","2019-11-08 08:49:17-03","FURB","FURB","43027","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Funez, L.A.","Funez, L.A.","2396","2013","12","08","Brasil","Santa Catarina","Rodeio","-49.3644444","-26.9266667",NA,"FURB16250","FURB16250 FURB16250_1",NA,"2013","12","08","Centro.",NA,NA,NA,NA,NA,"-49.3644444","-26.9266667","108","108",NA,NA,NA,NA,NA
"510","2019-11-08 08:49:17-03","FURB","FURB","45403","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Oliveira, AA de","Oliveira, A.A. de","912","2015","01","11","Brasil","Santa Catarina","Jacinto Machado","-49.86","-29.07",NA,"FURB16251","FURB16251",NA,"2015","01","11","Tenente.",NA,NA,NA,"Fito IFFSC 10 /N/45",NA,"-49.8600000","-29.0700000","80","80",NA,NA,NA,NA,NA
"511","2020-10-14 09:58:34-03","FURB","FURB","65994","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Schwirkowski, P.","Schwirkowski, P.","3770","2019","12","21","Brasil","Santa Catarina","São Bento do Sul","-49.3080556","-26.3225",NA,"FURB65994","FURB65994",NA,"2019","12","21","Rio Natal. Entorno do CEPA Rugendas.",NA,NA,NA,"FOD. Habitat: Heliófita, cálice e corola brancos Habito: Palmeira",NA,"-49.3080556","-26.3225000","660","660",NA,NA,NA,NA,NA
"512","2020-10-14 09:58:34-03","FURB","FURB","66272","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Gugel, L.; Szczygel, T.M.; Zandavalli, T.","Szczygel, M.T.; Zandavalli, T.","1","2020","08","17","Brasil","Santa Catarina","Chapecó","-52.6725","-27.2366666",NA,"FURB66272","FURB66272_1 FURB66272_2 FURB66272_3",NA,"2020","08","19","Linha São José do Capinzal.",NA,NA,NA,"Indivíduo juvenil, de porte médio e próximo a área&nf;úmida.",NA,"-52.6725000","-27.2366666",NA,NA,NA,NA,NA,NA,NA
"513","2019-10-14 11:06:50-03","UCS","HUCS","14277a","PreservedSpecimen","Plantae","Angiospermae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Rossato, M.; Wasum, R.A.","Rossato, M.","10","1999","11","02","Brasil","Rio Grande do Sul","Terra de Areia","-50.1085","-29.601861",NA,NA,NA,NA,"1999","11",NA,NA,NA,"Arecales",NA,"Terreno arenoso, muito alagado. Vegetação de capoeira, associado com Euterpe, Bactris, muitas orquídeas e bromélias.",NA,"-50.1085","-29.601861",NA,NA,NA,NA,NA,NA,NA
"514","2019-10-14 11:06:50-03","UCS","HUCS","42666","PreservedSpecimen","Plantae","Angiospermae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Gonzatti, F.","Gonzatti, F.","1864","2015","04","21","Brasil","Rio Grande do Sul","Osório","-50.212736","-29.976883",NA,NA,NA,NA,"2015","05","06","Santa Luzia, Fazenda do Arroio",NA,"Arecales",NA,"erva ereta com estipe liso e espata decídua; interior de mata paludosa",NA,"-50.212736","-29.976883","8","8",NA,NA,NA,NA,NA
"515","2019-08-16 08:38:23-03","UTFPR","HCF","15550","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","5785","2014","11","01","Brasil","PR","Guaraqueçaba","-48.385083","-25.177722",NA,NA,NA,NA,"2014","12","03","Agropecuária Bananal. Propriedade do Sr.",NA,NA,NA,"palmeira de porte arbóreo, ca. 10 m, ripária, semi-ciófila. Flores alvacentas.",NA,"48°23'06,3 W","25°10'39,8 S","24","24",NA,NA,NA,NA,NA
"516","2019-08-16 08:38:23-03","UTFPR","HCF","15593","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","5802","2014","11","20","Brasil","PR","Fênix","-51.970028","-23.871389",NA,NA,NA,NA,"2014","12","08","RPPN Vila Rica - Propriedade de Bernard",NA,NA,NA,"porte arbóreo, ca. 8 m, semi-ciófila. Frutos imaturos verdes.",NA,"51°58'12,1 W","23°52'17 S","379","379",NA,NA,NA,NA,NA
"517","2019-08-16 08:38:23-03","UTFPR","HCF","16023","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","5888","2014","12","05","Brasil","PR","Fênix","-51.982417","-23.882806",NA,NA,NA,NA,"2015","01","07","RPPN Hilva Jandrey Marques",NA,NA,NA,"palmeira ca. 15 m, emergente. Frutos imaturos verdes. encontrada abatida, sem o palmito.",NA,"51°58'56,7 W","23°52'58,1 S","377","377",NA,NA,NA,NA,NA
"518","2019-08-16 08:38:23-03","UTFPR","HCF","16656","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","6088","2015","03","28","Brasil","SP","Eldorado","-48.109611","-24.55275",NA,NA,NA,NA,"2015","05","14","Fazenda Itaipava/ Catre",NA,NA,NA,"palmeira ca. 8 m, semi-ciófila. Frutos imaturos verdes.",NA,"48°06'34,6 W","24°33'09,9 S","33","33",NA,NA,NA,NA,NA
"519","2019-08-16 08:38:23-03","UTFPR","HCF","17687","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","6746","2015","08","13","Brasil","PR","Foz do Iguaçu","-54.413194","-25.603389",NA,NA,NA,NA,"2015","10","06","Parque Nacional do Iguaçu, trilha do",NA,NA,NA,"palmeira de porte arbóreo, ca. 8 m, semi-ciófila. Inflorescências amarelas.",NA,"54°24'47,5 W","25°36'12,2 S","250","250",NA,NA,NA,NA,NA
"520","2019-08-16 08:38:23-03","UTFPR","HCF","17994","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","6913","2015","10","01","Brasil","PR","Céu Azul","-53.87175","-25.215667",NA,NA,NA,NA,"2015","10","24","Parque Nacional do Iguaçu - Estrada de",NA,NA,NA,"palmeira de porte arbóreo, ca. 8 m, heliófita. Flores alvas.",NA,"53°52'18,3 W","25°12'56,4 S","602","602",NA,NA,NA,NA,NA
"521","2019-08-16 08:38:23-03","UTFPR","HCF","25686","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","D.A. Estevan","P.R. Souza","61","2017","02","23","Brasil","PR","São Jorge d'Oeste","-53.077222","-25.611111",NA,NA,NA,NA,NA,NA,NA,"RPPN Salto Chopim",NA,NA,NA,"árvore ca. 6 m. Frutos verdes. Floresta Estacional Semidecidual.",NA,"53°04'38 W","25°36'40 S",NA,NA,NA,NA,NA,NA,NA
"522","2019-09-13 16:53:11-03","UTFPR","HCF","29295","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M. Verdi","M. Verdi","3440","2010","01","28","Brasil","SC","Siderópolis","-49.413056","-28.526389",NA,NA,NA,NA,"2010","03","09","Belvedere Baixo",NA,NA,NA,"arvoreta. Flor creme. Florística IFFSC 59.",NA,"49°24'47 W","28°31'35 S","453","453",NA,NA,NA,NA,NA
"523","2019-08-16 08:38:23-03","UTFPR","HCF","5686","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","1638","2007","08","07","Brasil","PR","Goioerê","-53.029694","-24.156722",NA,NA,NA,NA,"2007","08","29","Parque Municipal Antônio Sestak",NA,NA,NA,"palmeira de porte arbóreo, ca. 12 m, com flores amareladas. Comum.",NA,"53°01'46,9 W","24°09'24,2 S","467","467",NA,NA,NA,NA,NA
"524","2019-08-16 08:38:23-03","UTFPR","HCF","6902","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","A.R. Silva","702","2008","05","24","Brasil","SC","Bombinhas","-48.548111","-27.172639",NA,NA,NA,NA,"2008","06","19","caminho a esquerda do atalho de Porto",NA,NA,NA,"palmeira ca. 3 m, na beira da estrada. frutos imaturos verdes.",NA,"48°32'53,2 W","27°10'21,5 S","220","220",NA,NA,NA,NA,NA
"525","2019-08-16 08:38:23-03","UTFPR","HCF","7512","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","2498","2008","12","16","Brasil","PR","Campo Mourão","-52.320472","-24.111611",NA,NA,NA,NA,"2009","01","02","Parque Estadual Lago Azul (PELA)",NA,NA,NA,"porte arbóreo, ca. 10 m. Flores de coloração creme. Rara.",NA,"52°19'13,7 W","24°06'41,8 S","703","703",NA,NA,NA,NA,NA
"526","2019-08-16 08:38:23-03","UTFPR","HCF","9122","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","M.G. Caxambu","3275","2010","10","13","Brasil","PR","Tuneiras do Oeste","-52.725278","-23.094278",NA,NA,NA,NA,"2010","10","13","Reserva Biológica Das Perobas - Palmital",NA,NA,NA,"porte arbóreo ca. 7 m. Inflorescência amarelada, logo abaixo do palmito.",NA,"52°43'31 W","23°05'39,4 S","545","545",NA,NA,NA,NA,NA
"527","2019-08-16 08:38:23-03","UTFPR","HCF","2866","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.G. Caxambu","H.C.L. Geraldino","128","2005","10","08","Brasil","PR","Morretes","-48.834400177002","-25.476900100708","30514",NA,NA,"auto","2005","11","11","Comunidade do Candonga/ rio Sagrado",NA,NA,NA,"com altura de 8 m. Com presença de flores de cor creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","26275","PreservedSpecimen","Plantae","Tracheophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Cordeiro, J.","Aline Redondo Martins",NA,NA,NA,NA,"Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076","37295",NA,NA,"auto",NA,NA,NA,"Vila Morato","Liliopsida","Arecales","América do Sul","Usada na medicina popular para estancar sangue;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2019-03-29 10:41:14-03","UFSM","HDCF","6271","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Soares, K. P.","Soares, K. P.; Witeck. L.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Novos Cabrais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Novos Cabrais - Botucaraí",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2019-02-20 14:38:08-03","INPA","INPA","233261","S","Plantae","Monocotyledon","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Soares e Silva, LH","1159","2001","12","13","Brasil","Goiás","Alto Paraíso de Goiás","-47.610278","-14.174444",NA,"INPA0233261","INPA0233261 INPA0233261_e",NA,NA,NA,NA,"Chapada dos Veadeiros. Mata de galeria.",NA,"Arecales","Southern America",NA,NA,"-47.610278","-14.174444","1164","1164",NA,NA,NA,NA,NA
"531","2020-07-10 09:48:41-03","MBML","MBML-HERBARIO","5630",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Martius","H. Q. B. Fernandes/15-06-1989","H. Q. Boudet Fernandes","2778","1989","06","15","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.924167","-20.176944",NA,"MBML005630",NA,NA,NA,NA,NA,"Garrafão e A. P.",NA,NA,NA,"Álcool",NA,"40W55'27","20S10'37",NA,NA,NA,NA,NA,NA,NA
"532","2020-07-10 09:48:41-03","MBML","MBML-HERBARIO","5625",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Martius","H. Q. Boudet Fernandes/1989","H. Q. Boudet Fernandes","2768","1989","05","24","Brasil","Espírito Santo","Santa Teresa","-40.632778","-19.915",NA,"MBML005625",NA,NA,NA,NA,NA,"Valsugana",NA,NA,NA,"Informações transcritas do banco de dados, material não localizado no inventário de 2010",NA,"40W37'58","19S54'54",NA,NA,NA,NA,NA,NA,NA
"533","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","15436",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.","H.Q.B.Fernandes/22-10-2001","M. das G. Costa Silva; et al","4","2001","09","12","Brasil","Bahia","Una","-39.083333","-15.15",NA,"MBML015436",NA,NA,NA,NA,NA,"ESMAI/CEPLAC",NA,NA,NA,"Planta com 4,0m alt. Até inserção das bainhas de cor vinácea. Folhas medindo 2,20m e bainha com 1,0m compr. Frutos maduros de cor preta, em inflorescência composta de 71 raquilas. DAP 7,8 cm.",NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA
"534","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","15437",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.","H.Q.B.Fernandes/22-10-2001","M. das G. Costa Silva; et al","2","2001","09","01","Brasil","Bahia","Una","-39.083333","-15.15",NA,"MBML015437",NA,NA,NA,NA,NA,"ECOPARQUE de Una",NA,NA,NA,"Palmeira no estágio de tamanho classificado como jovens 1. Coletada embaixo de uma palmeira juçara com 12m alt. Até inserção das folhas, apresentando 13 folhas verdes; DAP 9,55cm; DAS 12,7; DAC 10,30. Folhas de cor verde acobreado.",NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA
"535","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","15438",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.","H.Q.B.Fernandes/22-10-2001","M. das G. Costa Silva; et al","1","2001","09","12","Brasil","Bahia","Una","-39.083333","-15.15",NA,"MBML015438",NA,NA,NA,NA,NA,"ECOPARQUE de Una",NA,NA,NA,"Palmeira medindo 6,20m alt., com 10 folhas de 3,30m compr.; bainha vinácea, medindo ca. 1,13m. Inflorescência com flores masculinas vermelho ocre e flores femininas creme com nuances vermelho escuro tendendo a vináceo, distribuídas em",NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA
"536","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","18247",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"R.R. Vervloet; et al","1256","2002","10","17","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,"MBML018247",NA,NA,NA,NA,NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Planta com 10m, beira de rocha, meia encosta, dossel 10m, vegetalção tipo capoeira, frutos de cor verde oliva, altitude 900m.",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"537","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","18357",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"R.R. Vervloet; et al","1162","2002","10","08","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,"MBML018357",NA,NA,NA,NA,NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Planta com 10m de altura, topo de morro, dossel 20m, frutos imaturos de cor vinho, bainha das folhas de cor verde, folhas com 2,50m de comprimento por 1,25m de largura na parte mediana, altitude 825m.",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"538","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","20229",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.","H.Q.Boudet Fernandes/2003","H. Q. Boudet Fernandes; et al","3298","2003","02","27","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.676944","-20.096389",NA,"MBML020229",NA,NA,NA,NA,NA,"Caramuru, Sítio Jetibá",NA,NA,NA,"Arborescente, 12m de altura x 10cm de diâmetro. Folha: raque 2m, pares de foliolos - 60. Frutos sub-maduros. (parecela 6, indivíduo 293).",NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA
"539","2020-09-16 13:16:23-03","MBML","MBML-HERBARIO","23286",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.","H.Q.B. Fernandes & A. Marcato","H. Q. Boudet Fernandes; et al","3244","1998","11","17","Brasil","São Paulo","Ubatuba","-45.1225","-23.409444",NA,"MBML023286",NA,NA,NA,NA,NA,"Estação Experimental de Agronomia de Ubatuba, Cava da Escravidão, trilha em mata secundária em bom estado de preservação, ca. 10-80 m/s.m.",NA,NA,NA,"Arborescente, ca. 10m. Estipe 8m X 8,5cm. Folhas 11. Bainha 1- 1,1m, pecíolo 3cm, raque 255 e 246 cm. Folíolos 64 e 68 pares, o mediano (70X2,5) e (69x3) cm. Inflorescência infrafoliar, 130 ramosa; pedúnculo 10cm, raque 50cm. Profilo 1",NA,"45W7'21","23S24'34",NA,NA,NA,NA,NA,NA,NA
"540","2020-09-16 13:16:23-03","MBML","MBML-HERBARIO","23295",NA,"Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis","Mart.","H. Q. Boudet Fernandes","H. Q. Boudet Fernandes; et al","3383","2005","03","08","Brasil","São Paulo","Ubatuba","-45.1225","-23.409444",NA,"MBML023295",NA,NA,NA,NA,NA,"Estação Experimental do IAC, Cava da Escravidão. Floresta secundária em estágio avançado, entremeada por experimentos silviculturais. Altitude: 20 m/s.m.",NA,NA,NA,"Arborescente, 9m, estipe solitário 8m X 8,5 cm. Folhas 11 contemporâneas, com 67 pares de folíolos; raque 2,45m. Inflorescência, 3, infra-foliar; raque 63 cm, pedúnculo 7cm; frutos submaturos, verdes. Nome popular; juçara.",NA,"45W7'21","23S24'34",NA,NA,NA,NA,NA,NA,NA
